time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1168,1,1,2.94,-0.3279000000000001,,,,,,,,,,
4096,806,5,2,2.99,-0.1492999999999999,0.2,0.4580277258064598,10,-0.01643593956832774,0.0003,0.013879462,-0.00799715518951416,0.1537109375,0.24326898157596588,-2.933417596668005
6144,714,8,3,2.96,-0.36790000000000006,0.2,0.4008842068724334,20,-0.010743806346727069,0.0003,0.008847583,-0.008128523826599121,0.06162109375,0.17136803269386292,-2.9368178583681583
