time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/approx_kl,train/n_updates
133,290,4.44,19,38912,21.604567880000005,-3.756748194992542,78.34002145528794,0.2,-0.02275261419999879,39.951961517333984,0.0003,1.7881393432617188e-07,0.233056640625,0.018432632,180
141,290,4.48,20,40960,22.462789510000004,-3.67312715575099,80.32480250597,0.2,-0.023355776062817312,36.18925094604492,0.0003,3.5762786865234375e-07,0.2060546875,0.018720292,190
148,289,4.46,21,43008,22.17976251,-3.6342118866741657,80.5662271976471,0.2,-0.0233642877152306,42.692073822021484,0.0003,1.1920928955078125e-07,0.260986328125,0.017142136,200
155,289,4.52,22,45056,22.403183839999993,-3.588549794256687,81.15685280561448,0.2,-0.022251072444487364,42.89004898071289,0.0003,0.0,0.223583984375,0.017349377,210
163,288,4.51,23,47104,22.07888306,-3.5640087574720383,83.59307280778884,0.2,-0.021606042857456487,41.477909088134766,0.0003,0.0,0.210791015625,0.017273325,220
170,287,4.53,24,49152,22.90873593,-3.5475304745137692,81.29178441762924,0.2,-0.01895013409666717,37.414310455322266,0.0003,1.1920928955078125e-07,0.204248046875,0.01685385,230
178,286,4.51,25,51200,22.713500689999996,-3.5038546115159988,83.67883189916611,0.2,-0.01973007443593815,36.1326904296875,0.0003,0.0,0.20478515625,0.017711198,240
2,748,4.98,1,2048,7.752751729999997,-3.51252189129591,83.87773772478104,0.2,-0.0224049414973706,49.18217468261719,0.0003,-1.1920928955078125e-07,0.232666015625,0.01752134,250
10,386,5.0,2,4096,8.76928266,-6.011303547024727,7.6550622716546055,0.2,-0.06700629739498254,3.9529378414154053,0.0003,0.0001881718635559082,0.48359375,0.025726778,10
18,332,4.95,3,6144,10.481176920000003,-5.921624630689621,11.602867063879966,0.2,-0.06865782064996892,5.935346603393555,0.0003,4.76837158203125e-07,0.520068359375,0.03909778,20
26,311,4.94,4,8192,11.148949940000001,-5.837617781758309,15.790560710430146,0.2,-0.06706681737850886,6.612060546875,0.0003,4.76837158203125e-07,0.506982421875,0.029305305,30
34,298,4.95,5,10240,12.99502317,-5.6942107900977135,19.12152351438999,0.2,-0.06713811505760532,11.417404174804688,0.0003,1.7881393432617188e-07,0.522998046875,0.031966977,40
42,288,4.98,6,12288,14.320036169999998,-5.573247210681439,24.681072464585306,0.2,-0.06986720113491174,17.0281982421875,0.0003,4.172325134277344e-07,0.52041015625,0.024642823,50
50,284,4.94,7,14336,15.64086691,-5.420381623506546,29.097089844942094,0.2,-0.059569287701742725,15.604867935180664,0.0003,1.1920928955078125e-07,0.47490234375,0.02440335,60
58,281,4.95,8,16384,15.95725903,-5.264547061920166,32.94300820827484,0.2,-0.0545009943540208,15.601916313171387,0.0003,1.1920928955078125e-07,0.4580078125,0.025561504,70
66,278,4.86,9,18432,18.230183909999997,-5.049741128087044,36.836114656925204,0.2,-0.05822244138398673,17.26500701904297,0.0003,0.0,0.449267578125,0.02471216,80
74,276,4.75,10,20480,18.92862694,-4.892534352838993,43.237626135349274,0.2,-0.04581027792009991,22.22301483154297,0.0003,5.960464477539063e-08,0.381494140625,0.021961315,90
81,275,4.65,11,22528,18.228613899999996,-4.694852706789971,50.77594840526581,0.2,-0.04526910148561001,17.9630069732666,0.0003,1.7881393432617188e-07,0.343505859375,0.022886802,100
89,273,4.8,12,24576,20.168822,-4.564208534359932,56.71306395530701,0.2,-0.038440519786672664,25.422914505004883,0.0003,5.960464477539063e-08,0.347607421875,0.021196168,110
97,272,4.67,13,26624,20.63696438,-4.429096832871437,56.20192421674729,0.2,-0.03612795894150622,28.789804458618164,0.0003,9.5367431640625e-07,0.323583984375,0.021650927,120
105,271,4.59,14,28672,21.151209220000005,-4.328384582698345,64.26403802633286,0.2,-0.03221238511614501,28.886777877807617,0.0003,0.0,0.28623046875,0.01835561,130
113,270,4.62,15,30720,21.06911697,-4.25622034817934,66.10735220909119,0.2,-0.028103877004468814,39.864654541015625,0.0003,5.960464477539062e-07,0.259521484375,0.017889135,140
121,270,4.82,16,32768,23.23190473,-4.190387625992298,66.88251383304596,0.2,-0.03219995639810804,39.10234069824219,0.0003,0.0,0.30048828125,0.020578284,150
129,269,4.79,17,34816,23.649141,-4.083934709429741,68.40331375598907,0.2,-0.026989450723340268,38.360267639160156,0.0003,0.0,0.258251953125,0.017907143,160
137,268,4.68,18,36864,23.387568860000005,-3.9762999452650547,73.9682125210762,0.2,-0.029176099292817524,41.40559005737305,0.0003,1.7881393432617188e-07,0.280078125,0.019138675,170
144,268,4.67,19,38912,23.059503310000004,-3.9308515556156634,76.50424995422364,0.2,-0.0206366996964789,39.00755310058594,0.0003,1.7881393432617188e-07,0.203515625,0.016985437,180
152,267,4.63,20,40960,22.568077979999998,-3.8784250542521477,77.2785771727562,0.2,-0.019203640139312483,39.10347366333008,0.0003,0.0,0.2123046875,0.016075592,190
161,266,4.48,21,43008,21.49486868,-3.8677173882722853,79.00462161302566,0.2,-0.020912177667196375,48.27058029174805,0.0003,1.430511474609375e-06,0.231884765625,0.01866632,200
169,265,4.67,22,45056,23.349173770000004,-3.823188824951649,78.21942653656006,0.2,-0.02251881836418761,38.64364242553711,0.0003,1.1920928955078125e-07,0.221923828125,0.015073006,210
177,264,4.69,23,47104,23.236248280000005,-3.787789471447468,81.43820049762726,0.2,-0.017544440283381847,46.96413040161133,0.0003,0.0,0.190283203125,0.015656227,220
185,264,4.59,24,49152,23.131617640000005,-3.7898303091526033,80.5067607164383,0.2,-0.01571836634684587,38.53397750854492,0.0003,1.1920928955078125e-07,0.18330078125,0.014249805,230
193,264,4.58,25,51200,23.50466586,-3.74870345890522,77.71306262016296,0.2,-0.02002611567877466,49.2664909362793,0.0003,1.1920928955078125e-07,0.2228515625,0.019597575,240
2,715,4.95,1,2048,8.068660530000002,-3.7063626281917097,82.28249049186707,0.2,-0.015488313284004107,42.856903076171875,0.0003,1.1920928955078125e-07,0.203173828125,0.01603561,250
11,346,4.98,2,4096,8.42276236,-6.200523978471756,8.368323661386967,0.2,-0.0713099689266528,2.8169186115264893,0.0003,-0.00024020671844482422,0.497509765625,0.02482326,10
21,291,4.98,3,6144,8.899408919999999,-6.154301215708256,9.94872415214777,0.2,-0.06535057043947745,4.088719367980957,0.0003,-2.384185791015625e-07,0.500048828125,0.0277903,20
30,269,5.0,4,8192,10.25657194,-6.0911191463470455,11.36327858120203,0.2,-0.07187498438288457,6.763236999511719,0.0003,5.960464477539063e-08,0.52998046875,0.032765977,30
39,258,4.9,5,10240,10.815126010000002,-5.989737841486931,16.02473911345005,0.2,-0.07177961047273129,6.898087501525879,0.0003,5.960464477539063e-08,0.544482421875,0.03092288,40
48,252,5.0,6,12288,12.998093330000001,-5.8648816987872125,19.01540444791317,0.2,-0.07046569331723732,9.036628723144531,0.0003,0.0,0.55029296875,0.028611215,50
57,248,4.91,7,14336,13.47522154,-5.728684534132481,22.965408137440683,0.2,-0.07006485831516329,15.430673599243164,0.0003,0.0,0.5341796875,0.026788969,60
67,244,4.93,8,16384,15.143869239999999,-5.566146990656852,27.649866837263108,0.2,-0.06622589084145147,13.55552864074707,0.0003,1.1920928955078125e-07,0.516259765625,0.028764494,70
76,241,4.91,9,18432,16.134279550000002,-5.407743874192238,30.62552813887596,0.2,-0.0633131210168358,14.924760818481445,0.0003,1.1920928955078125e-07,0.486865234375,0.027251644,80
84,243,4.87,10,20480,16.998448760000002,-5.236513721942901,37.89997647404671,0.2,-0.0578021380410064,16.436140060424805,0.0003,0.0,0.45029296875,0.024056537,90
91,244,4.82,11,22528,18.91365902,-5.065552493929863,41.79062513113022,0.2,-0.050533437251579015,19.930429458618164,0.0003,0.0,0.419189453125,0.025554515,100
99,246,4.81,12,24576,19.397413670000002,-4.883845299482346,45.2831071794033,0.2,-0.04747647479962325,22.970020294189453,0.0003,1.7881393432617188e-07,0.376806640625,0.02422798,110
107,248,4.76,13,26624,19.45776673,-4.733654093742371,51.14377310872078,0.2,-0.04134454106388148,28.222867965698242,0.0003,1.7881393432617188e-07,0.36650390625,0.022370003,120
114,250,4.75,14,28672,21.183335510000003,-4.5833611026406285,55.231891453266144,0.2,-0.039357400756853164,23.47014808654785,0.0003,-1.1920928955078125e-07,0.34208984375,0.023400916,130
121,252,4.76,15,30720,22.51742028,-4.437382984161377,60.65593054294586,0.2,-0.03378081522241701,33.85131072998047,0.0003,0.0,0.3064453125,0.021939684,140
129,253,4.69,16,32768,22.913306290000005,-4.320779073238373,65.19456814527511,0.2,-0.02923553683940554,33.88801574707031,0.0003,0.0,0.260009765625,0.019647393,150
136,255,4.64,17,34816,22.533791460000007,-4.219158096611499,69.94445343017578,0.2,-0.024585605631000363,45.917205810546875,0.0003,0.0,0.226318359375,0.017083757,160
143,256,4.6,18,36864,21.951879869999992,-4.155312198400497,70.66818656921387,0.2,-0.02536204678908689,28.37556266784668,0.0003,0.0,0.249609375,0.020861546,170
151,257,4.64,19,38912,21.818142270000003,-4.112744063138962,72.61773983240127,0.2,-0.024506190666579643,39.465755462646484,0.0003,0.0,0.229833984375,0.017224684,180
158,258,4.71,20,40960,22.87864469,-4.052185015380383,73.68431918621063,0.2,-0.0262248413549969,37.60551452636719,0.0003,1.1920928955078125e-07,0.244140625,0.017004961,190
165,259,4.62,21,43008,23.012729909999997,-3.981594829261303,74.15863140821457,0.2,-0.02835292520467192,41.244815826416016,0.0003,0.0,0.24736328125,0.017630963,200
172,260,4.74,22,45056,24.47413906,-3.9169365875422955,78.16633294820785,0.2,-0.024854489238350652,38.29209899902344,0.0003,1.1920928955078125e-07,0.23955078125,0.018925041,210
179,261,4.75,23,47104,23.63745132,-3.858906101435423,77.5978368639946,0.2,-0.019150064035784453,40.079383850097656,0.0003,0.0,0.203466796875,0.015732752,220
187,262,4.57,24,49152,23.576421840000002,-3.8458269365131854,80.69451023340226,0.2,-0.025594200576597358,35.87422561645508,0.0003,0.0,0.2693359375,0.019862542,230
194,263,4.69,25,51200,24.246952139999998,-3.8109674103558064,81.87679449319839,0.2,-0.023560413935047108,34.61893844604492,0.0003,0.0,0.246240234375,0.019225102,240
2,738,4.97,1,2048,10.093113469999999,-3.789064645767212,81.60830247402191,0.2,-0.01778272123046918,36.704437255859375,0.0003,0.0,0.214013671875,0.01729914,250
12,318,5.0,2,4096,10.259305609999998,-6.6709421709179875,12.316375987231732,0.2,-0.0766765154345194,5.543170928955078,0.0003,-0.00041985511779785156,0.5265625,0.026367297,10
23,266,5.0,3,6144,11.379206189999998,-6.634165155887604,13.136697210371494,0.2,-0.07330160995625193,8.06075382232666,0.0003,5.960464477539063e-08,0.53544921875,0.030354578,20
33,247,4.99,4,8192,12.31844317,-6.579553121328354,15.823584699630738,0.2,-0.07645676254178398,8.380263328552246,0.0003,0.0,0.5310546875,0.03244654,30
43,237,5.0,5,10240,12.681407080000001,-6.511066371202469,21.039414793252945,0.2,-0.07613494828692638,10.278712272644043,0.0003,1.1920928955078125e-07,0.539697265625,0.03490911,40
53,231,4.98,6,12288,14.9691434,-6.416603942215443,23.484002989530563,0.2,-0.07180228769138922,7.755324840545654,0.0003,0.0,0.55048828125,0.035336144,50
63,227,4.96,7,14336,16.94871767,-6.289407816529274,29.82444636821747,0.2,-0.07639465376123553,14.459074974060059,0.0003,1.1920928955078125e-07,0.563232421875,0.033546705,60
73,223,4.91,8,16384,17.93173488,-6.15975482314825,35.55400367975235,0.2,-0.07046607855008916,17.007402420043945,0.0003,-2.384185791015625e-07,0.532470703125,0.03137659,70
83,221,4.97,9,18432,20.211582139999997,-5.986773736774921,48.443092077970505,0.2,-0.07611086066463031,22.862197875976562,0.0003,0.0,0.548876953125,0.030595891,80
93,219,4.95,10,20480,21.41235895,-5.815274113416672,52.61905948519707,0.2,-0.06930626347020734,26.150665283203125,0.0003,-1.1920928955078125e-07,0.53583984375,0.031362437,90
103,218,4.89,11,22528,22.29451244,-5.630292926728726,63.50222586393356,0.2,-0.06331506048954907,23.19232940673828,0.0003,0.0,0.444580078125,0.028936226,100
113,216,4.91,12,24576,24.54124405,-5.421649707853794,72.42789579629898,0.2,-0.05955956940888427,41.62263488769531,0.0003,0.0,0.466943359375,0.026821634,110
123,215,4.78,13,26624,25.46123784,-5.262384229898453,82.6911915063858,0.2,-0.05250471527979243,47.3431396484375,0.0003,0.0,0.38662109375,0.026800606,120
133,215,4.77,14,28672,25.842923979999995,-5.055309003591537,90.65632761716843,0.2,-0.04740002060716506,50.078250885009766,0.0003,0.0,0.377099609375,0.026376888,130
143,214,4.82,15,30720,28.475252140000002,-4.836012309789657,98.60621649026871,0.2,-0.04742060604330618,46.348262786865234,0.0003,-1.1920928955078125e-07,0.378564453125,0.024807008,140
153,213,4.76,16,32768,29.54230089,-4.6555906817317005,111.58581092357636,0.2,-0.0383109821297694,50.0614013671875,0.0003,0.0,0.302294921875,0.020621385,150
163,212,4.72,17,34816,29.73436472000001,-4.505891424417496,121.89806091785431,0.2,-0.037423448858316985,74.14041137695312,0.0003,0.0,0.30244140625,0.020458424,160
174,211,4.8,18,36864,30.827219330000002,-4.3872918576002125,123.89300074577332,0.2,-0.03502947643137304,45.303592681884766,0.0003,0.0,0.290625,0.02268919,170
184,210,4.67,19,38912,31.96600375,-4.288363566994667,132.64897634983063,0.2,-0.033980218815850095,57.49250793457031,0.0003,0.0,0.294140625,0.021085385,180
195,209,4.64,20,40960,30.447189830000003,-4.202296660840512,144.35880649089813,0.2,-0.030150237564521377,67.56742858886719,0.0003,0.0,0.27421875,0.0172435,190
205,209,4.48,21,43008,29.630606480000004,-4.123899541795254,137.49198739528657,0.2,-0.02834477098949719,64.08700561523438,0.0003,0.0,0.24560546875,0.020833708,200
215,208,4.69,22,45056,32.23502054,-4.07076388001442,143.53442056179045,0.2,-0.02568511982826749,83.42455291748047,0.0003,0.0,0.25556640625,0.022021776,210
225,208,4.58,23,47104,31.800343749999996,-3.9964781917631624,146.89586510658265,0.2,-0.025149472408520522,83.89374542236328,0.0003,0.0,0.23125,0.020309478,220
235,208,4.62,24,49152,32.38906331,-3.958157580345869,149.11680514812468,0.2,-0.023132566212734674,87.31245422363281,0.0003,0.0,0.226806640625,0.018805496,230
245,208,4.57,25,51200,33.13848041000001,-3.9111015632748605,148.42263321876527,0.2,-0.026637568410660607,60.598079681396484,0.0003,0.0,0.253369140625,0.020419821,240
2,686,4.97,1,2048,10.421114100000002,-3.8639768302440642,153.0603227853775,0.2,-0.019507536581659223,95.43822479248047,0.0003,0.0,0.207763671875,0.015435157,250
14,292,5.0,2,4096,10.92070631,-6.801634386181831,12.561532062292098,0.2,-0.08273046402318869,5.341302394866943,0.0003,6.902217864990234e-05,0.542431640625,0.027559502,10
25,245,5.0,3,6144,11.275124890000003,-6.762809990346431,15.056730027496815,0.2,-0.07685491460724733,5.854541301727295,0.0003,0.0,0.55263671875,0.03141536,20
36,226,4.98,4,8192,12.76236701,-6.7193153783679005,18.460178327560424,0.2,-0.07690699340600986,8.419716835021973,0.0003,0.0,0.54775390625,0.035228845,30
47,217,5.0,5,10240,13.36152998,-6.655935308337211,22.896322259306906,0.2,-0.07737504802353215,14.086065292358398,0.0003,-1.1920928955078125e-07,0.53681640625,0.032771125,40
58,211,4.93,6,12288,14.29714745,-6.577203221619129,25.679045814275742,0.2,-0.07493483418074902,19.79395294189453,0.0003,0.0,0.553125,0.035503842,50
69,206,4.99,7,14336,16.849636220000004,-6.464881075918674,30.346965390443803,0.2,-0.07570553904515691,13.99123477935791,0.0003,0.0,0.535791015625,0.032500245,60
80,203,4.98,8,16384,17.100671480000003,-6.336647389829158,36.24948102831841,0.2,-0.07957067500828999,11.83531665802002,0.0003,1.1920928955078125e-07,0.5578125,0.036325548,70
91,201,4.99,9,18432,20.759754040000004,-6.180119100213051,43.09971822500229,0.2,-0.07406760082521942,22.34748077392578,0.0003,0.0,0.55595703125,0.03456919,80
102,199,4.9,10,20480,20.351022190000002,-5.992384752631187,54.25172815322876,0.2,-0.07407969074847642,26.442174911499023,0.0003,0.0,0.518505859375,0.03535764,90
113,198,4.92,11,22528,24.609822729999998,-5.772026008367538,64.07664207220077,0.2,-0.0701805452205008,30.171735763549805,0.0003,0.0,0.510888671875,0.035001606,100
124,196,4.91,12,24576,25.23642978,-5.581880418956279,75.41901619434357,0.2,-0.057162705226801336,36.097049713134766,0.0003,1.1920928955078125e-07,0.401171875,0.026639225,110
135,195,4.83,13,26624,26.261764539999994,-5.356385989487171,85.55165131092072,0.2,-0.0609228745684959,47.588478088378906,0.0003,0.0,0.43876953125,0.026872465,120
147,195,4.79,14,28672,27.881030019999997,-5.161148208379745,91.69694826602935,0.2,-0.05216449013969395,44.847412109375,0.0003,5.960464477539063e-08,0.395947265625,0.024302619,130
158,194,4.91,15,30720,29.584159149999994,-4.983255435526371,110.71671657562256,0.2,-0.04589973777619889,46.04841232299805,0.0003,0.0,0.329833984375,0.024575584,140
169,193,4.87,16,32768,32.61477705,-4.769544652104377,111.2851268529892,0.2,-0.040419822339754316,61.23188781738281,0.0003,0.0,0.354638671875,0.024379503,150
180,193,4.62,17,34816,28.53637277,-4.570464605093003,130.84753308296203,0.2,-0.037958705115306655,56.408447265625,0.0003,0.0,0.313818359375,0.023043077,160
191,192,4.63,18,36864,30.65907803,-4.464590029418469,129.5939348936081,0.2,-0.03415828538418282,70.00614166259766,0.0003,0.0,0.305517578125,0.02328872,170
202,191,4.67,19,38912,31.935514930000004,-4.336361880600452,138.49100666046144,0.2,-0.035186558630084616,64.87444305419922,0.0003,1.1920928955078125e-07,0.31591796875,0.02227495,180
214,191,4.65,20,40960,31.70999381,-4.220238660275936,144.07089517116546,0.2,-0.02352350206929259,74.76123809814453,0.0003,0.0,0.21650390625,0.01775299,190
225,190,4.73,21,43008,33.56608749,-4.117083676159382,150.07647256851197,0.2,-0.02911473603162449,94.92010498046875,0.0003,0.0,0.26376953125,0.021065166,200
237,190,4.62,22,45056,32.32499139,-4.029372951388359,157.43828146457673,0.2,-0.02934730553533882,76.35879516601562,0.0003,0.0,0.266357421875,0.022437066,210
248,189,4.54,23,47104,32.18604992,-4.0534072577953335,159.71324934959412,0.2,-0.03133986831453513,71.8325424194336,0.0003,0.0,0.288525390625,0.019906154,220
260,189,4.68,24,49152,34.635409509999995,-4.028372384607792,161.5610584497452,0.2,-0.0242522027954692,75.5867691040039,0.0003,0.0,0.2541015625,0.019482937,230
271,188,4.68,25,51200,34.32468864,-3.96525976061821,161.68011398315429,0.2,-0.021062270204129162,62.451881408691406,0.0003,1.1920928955078125e-07,0.2205078125,0.01908445,240
3,642,5.0,1,2048,13.84393241,-3.9347384266555308,162.88798248767853,0.2,-0.02283370155346347,67.5234603881836,0.0003,0.0,0.213623046875,0.014824557,250
15,268,4.98,2,4096,13.801485120000002,-6.8679292649030685,17.182441507279872,0.2,-0.07977239581523463,5.398879051208496,0.0003,0.00015211105346679688,0.527685546875,0.026887702,10
27,225,5.0,3,6144,14.206733510000001,-6.83417301774025,21.881765392422675,0.2,-0.07669755883107428,10.026257514953613,0.0003,0.0,0.531982421875,0.029778246,20
39,209,4.98,4,8192,14.99560246,-6.7915993794798855,24.132923674583434,0.2,-0.08073611796135083,10.988207817077637,0.0003,0.0,0.564697265625,0.03194464,30
51,199,5.0,5,10240,16.165990989999997,-6.745937073230744,26.478858256340025,0.2,-0.07071876343688928,15.033493041992188,0.0003,1.1920928955078125e-07,0.510009765625,0.032089137,40
63,194,5.0,6,12288,17.17343842,-6.686137577891349,31.49429428577423,0.2,-0.07678432108950801,17.60709571838379,0.0003,1.1920928955078125e-07,0.540673828125,0.034536,50
75,189,4.97,7,14336,18.774214320000002,-6.604435239732266,36.9675638794899,0.2,-0.07525539474445395,13.735313415527344,0.0003,0.0,0.561669921875,0.03630305,60
