time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/loss,train/value_loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/learning_rate
1,3.6,1134,1,2048,12.218079299999998,,,,,,,,,,
2,3.66,803,5,4096,12.75362485,0.009137554,10,17.578866958618164,38.49253172874451,-1.6011385601013899,0.1234375,-0.023750971813569777,-0.002682924270629883,0.2,0.0003
3,3.64,733,8,6144,13.557321919999998,0.017656142,20,13.88155746459961,27.387951093912125,-1.5803394678980112,0.151025390625,-0.04191802513669245,0.3532722592353821,0.2,0.0003
1,4.97,854,2,2048,7.8091998899999995,0.020201096,30,14.696259498596191,28.890968042612077,-1.5419523268938065,0.175830078125,-0.04697233886399772,0.44806814193725586,0.2,0.0003
2,4.94,469,8,4096,7.817792610000001,0.02517828,10,3.7814762592315674,7.382563975453377,-5.873534271121025,0.451025390625,-0.061470235593151304,4.553794860839844e-05,0.2,0.0003
3,4.98,412,14,6144,9.328740170000001,0.032489523,20,7.390069484710693,10.522868664562703,-5.819297997653484,0.477587890625,-0.06385450084053446,1.430511474609375e-06,0.2,0.0003
1,4.93,885,2,2048,7.717314509999999,0.03358765,30,8.31938362121582,12.883435775339603,-5.738085734844208,0.479345703125,-0.06249691241828259,1.0132789611816406e-06,0.2,0.0003
2,4.98,462,8,4096,8.5993909,0.02420992,10,3.8268656730651855,7.726143201440573,-6.006413200497628,0.48310546875,-0.06772446434188169,0.0003345608711242676,0.2,0.0003
