time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
2048,3.6,1070,1,1,-1.8866999999999998,,,,,,,,,,
4096,3.77,657,6,2,-1.8883999999999994,0.09045425057411194,10,0.2,0.0003,0.24999063443392516,-0.08947324752807617,0.019223895,-1.5994302451610565,0.17998046875,-0.03287721220913227
6144,4.06,626,9,3,-1.7718999999999996,0.1497425138950348,20,0.2,0.0003,0.3521538551431149,0.008951961994171143,0.022277843,-1.5505697991698981,0.2306640625,-0.038614272660925056
8192,4.48,612,13,4,-1.2786,0.17616520822048187,30,0.2,0.0003,0.5359085681848228,0.022744357585906982,0.024588034,-1.469104341045022,0.24462890625,-0.04697635983175132
10240,4.61,601,17,5,-0.8819000000000001,0.3422165513038635,40,0.2,0.0003,0.7464285511523485,0.021340012550354004,0.023388522,-1.3528036389499902,0.220849609375,-0.04751546481566038
12288,4.77,575,21,6,-0.6446999999999998,0.3564664423465729,50,0.2,0.0003,0.7559466596692801,0.028168022632598877,0.02315479,-1.2343376379460096,0.15615234375,-0.0411076550692087
14336,4.87,572,25,7,-0.3471999999999998,0.28632575273513794,60,0.2,0.0003,0.5493112025782466,0.011805951595306396,0.015419084,-1.118490465544164,0.119580078125,-0.028780156694119798
16384,4.95,572,28,8,-0.149,0.12890955805778503,70,0.2,0.0003,0.3149938547052443,0.009962141513824463,0.013863075,-1.0569265941157937,0.1287109375,-0.018260239413939415
