time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/loss
1119,-0.07539999999999997,4.84,2048,1,1,,,,,,,,,,
756,-0.2507999999999999,4.86,4096,5,2,-0.03144876068254234,0.4206449256744236,-4.110617735981942,0.2,0.0003,0.020476732,0.36201171875,0.004725158214569092,10,0.1890479028224945
678,-0.13829999999999998,4.83,6144,9,3,-0.026358115373295733,0.47871048129163685,-4.087993057072163,0.2,0.0003,0.016761236,0.308251953125,-0.0005205869674682617,20,0.2021803855895996
