time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.11729523999999998,1,1060,4.85,,,,,,,,,,
4096,2,-0.03048570999999998,6,668,4.93,0.2739192843437195,-0.010514616966247559,-4.2737058162689205,0.0003,0.3863056630128995,-0.030678771896054967,0.019625658,0.4107421875,10,0.2
6144,3,0.007752380000000034,10,595,4.92,0.13904856145381927,-0.0009691715240478516,-4.2670004040002825,0.0003,0.39436793599743397,-0.02856224857387133,0.017350871,0.33876953125,20,0.2
8192,4,-0.07013336,15,523,4.82,0.21536341309547424,0.0006629228591918945,-4.242310900986195,0.0003,0.4480908554280177,-0.0333042015277897,0.019647354,0.379150390625,30,0.2
10240,5,-0.00785719999999998,19,514,4.91,0.21530401706695557,-0.001151442527770996,-4.226368989050388,0.0003,0.48931951583363115,-0.03125988305255305,0.017929021,0.379638671875,40,0.2
12288,6,0.013223749999999994,24,510,4.85,0.2770182490348816,-3.981590270996094e-05,-4.190043605864048,0.0003,0.4787381453439593,-0.03676413327339105,0.020053465,0.43310546875,50,0.2
14336,7,-0.0026762299999999882,29,492,4.73,0.2359778732061386,0.00010436773300170898,-4.173569613695145,0.0003,0.5079930128064006,-0.037267283664550635,0.0198978,0.4162109375,60,0.2
16384,8,0.17431422000000002,33,486,4.78,0.3349224328994751,0.0002446770668029785,-4.117790630459785,0.0003,0.647614560648799,-0.03389936193416361,0.017669851,0.365234375,70,0.2
