time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,879,2,1,2.7,-1.0617999999999999,,,,,,,,,,
4096,629,6,2,2.88,-0.8248000000000001,0.2,0.8830619560554623,10,-0.05764524353144225,0.0003,0.024722017,-0.005310177803039551,0.17646484375,0.35196366906166077,-1.5985032755881547
6144,582,10,3,2.97,-0.5073000000000001,0.2,0.7741591541096569,20,-0.05538148920168169,0.0003,0.02943008,0.005597352981567383,0.174658203125,0.3152652382850647,-1.5436930660158397
