time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,748,2,1,2.94,-0.28809999999999997,,,,,,,,,,
4096,442,9,2,2.97,-0.24860000000000004,0.2,0.33898061787476763,10,-0.015639572907821274,0.0003,0.015740007,-0.0106431245803833,0.210205078125,0.15160810947418213,-3.205730401724577
6144,436,14,3,2.94,-0.28809999999999997,0.2,0.3110689367400482,20,-0.014540866264724173,0.0003,0.016133828,-0.006091117858886719,0.18525390625,0.11766380071640015,-3.1981791518628597
