time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1034,1,1,4.92,-0.22623336000000002,,,,,,,,,,
4096,684,5,2,4.85,-0.07366668999999995,0.017947754,10,0.2,-0.016939520835876465,-0.03190809123625513,0.23399175703525543,0.4052117757499218,0.3541015625,0.0003,-4.3918998166918755
6144,572,10,3,4.81,-0.18066667999999994,0.019567503,20,0.2,-0.00032806396484375,-0.03630991651880322,0.12688665091991425,0.40126197529025376,0.40263671875,0.0003,-4.374940176308155
8192,553,14,4,4.87,-0.10913334,0.021062274,30,0.2,0.0007655620574951172,-0.032108417800918686,0.23049810528755188,0.3810003216378391,0.436083984375,0.0003,-4.3492018699646
10240,542,18,5,4.89,0.04759995000000001,0.02009371,40,0.2,-0.0009303092956542969,-0.03284086435523932,0.2278043031692505,0.41822430659085513,0.3939453125,0.0003,-4.3441670969128605
12288,536,22,6,4.84,-0.16626670000000002,0.022223558,50,0.2,0.0010371208190917969,-0.037807214164058675,0.17652343213558197,0.4285854939138517,0.429248046875,0.0003,-4.318630963563919
14336,514,27,7,4.75,-0.13386671999999997,0.01867134,60,0.2,-0.00026547908782958984,-0.029445880095590838,0.17479164898395538,0.4993491909466684,0.3169921875,0.0003,-4.297154304385185
16384,513,31,8,4.78,0.06639992000000004,0.0203964,70,0.2,0.00020372867584228516,-0.03631354034296237,0.21571707725524902,0.48097369014285507,0.429248046875,0.0003,-4.264151671528817
18432,512,35,9,4.78,0.03683324000000001,0.01970267,80,0.2,0.00035625696182250977,-0.03826634212891804,0.22171235084533691,0.5131412441842258,0.42216796875,0.0003,-4.208839280903339
20480,503,40,10,4.89,0.27963329000000003,0.017513175,90,0.2,0.0012807250022888184,-0.028060361299139913,0.24378196895122528,0.5447350518777967,0.3283203125,0.0003,-4.192199155688286
22528,503,44,11,4.77,0.09733328000000001,0.018604986,100,0.2,0.0061872005462646484,-0.030422836462093983,0.30345070362091064,0.5500092570669949,0.340283203125,0.0003,-4.134763665497303
24576,503,48,12,4.78,0.1980666,0.016301097,110,0.2,0.021732807159423828,-0.022739852921222336,0.4313865303993225,0.7415536909364164,0.280419921875,0.0003,-4.102548104524613
26624,503,52,13,4.77,0.10233329000000004,0.01596601,120,0.2,0.06322497129440308,-0.015269069066562224,0.31967514753341675,0.6299936494790017,0.2072265625,0.0003,-4.126533663272857
28672,495,57,14,4.79,0.30633327000000005,0.018436287,130,0.2,0.062005043029785156,-0.02871501432528021,0.36983996629714966,0.6377482202835381,0.27373046875,0.0003,-4.086238781362772
30720,496,61,15,4.69,0.34313328000000004,0.018414836,140,0.2,0.08236187696456909,-0.030933454597834496,0.30758994817733765,0.7026833158917725,0.266162109375,0.0003,-3.99298500046134
32768,496,65,16,4.72,0.4086332900000001,0.0161976,150,0.2,0.1165662407875061,-0.02634313994058175,0.2865079939365387,0.7160010299645364,0.23466796875,0.0003,-3.9067212037742136
34816,493,70,17,4.73,0.51319992,0.017330393,160,0.2,0.12858492136001587,-0.03634342769510113,0.1402285397052765,0.6546122264117002,0.278173828125,0.0003,-3.837624081969261
36864,493,74,18,4.79,0.8041666099999999,0.019632075,170,0.2,0.19144314527511597,-0.032573674329614735,0.2952049970626831,0.6640424461103975,0.2986328125,0.0003,-3.7284693412482737
38912,493,78,19,4.83,0.8202665899999999,0.01762864,180,0.2,0.20599418878555298,-0.034026469563832505,0.25783026218414307,0.5290730193722993,0.31435546875,0.0003,-3.6204630099236965
40960,494,82,20,4.88,0.8200999499999999,0.020081185,190,0.2,0.2933574318885803,-0.02719355605659075,0.1583656370639801,0.502751684607938,0.283984375,0.0003,-3.657188279926777
43008,489,87,21,4.85,0.7390999199999999,0.01947727,200,0.2,0.30286234617233276,-0.023312960697512607,0.27683553099632263,0.45013303484302014,0.319677734375,0.0003,-3.582936979085207
45056,490,91,22,4.88,0.9178999400000001,0.022074044,210,0.2,0.3356643319129944,-0.018455554154934363,0.15426667034626007,0.4371260984800756,0.300927734375,0.0003,-3.5623834647238253
47104,491,95,23,4.83,0.8718332599999998,0.025023416,220,0.2,0.3219268321990967,-0.022884281162259868,0.24616405367851257,0.4412857197225094,0.321923828125,0.0003,-3.534758348762989
49152,490,100,24,4.93,1.01003326,0.023475066,230,0.2,0.32716548442840576,-0.017042509248130954,0.1656590849161148,0.4414300030330196,0.294140625,0.0003,-3.501120199263096
51200,488,104,25,4.91,1.09713322,0.021253703,240,0.2,0.3399483561515808,-0.024887695210054517,0.1388428658246994,0.4644057409372181,0.296826171875,0.0003,-3.4206805817782877
