time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
2048,3.47,914,2,1,-2.0048,,,,,,,,,,
4096,3.92,599,6,2,-1.7904,0.02826262265443802,10,0.2,0.0003,0.5180570218071807,-0.013750433921813965,0.02244828,-1.5981136579066515,0.195654296875,-0.03796292027254822
6144,4.17,558,10,3,-1.4147999999999998,0.1660926192998886,20,0.2,0.0003,0.34825986952055243,-0.032434821128845215,0.02297875,-1.5471304710954428,0.265625,-0.03963099044922273
8192,4.42,504,16,4,-1.2183000000000002,0.3298899829387665,30,0.2,0.0003,0.6086226586252451,0.033080875873565674,0.025251655,-1.4591359239071608,0.265625,-0.050558775631361644
10240,4.53,503,20,5,-1.0204,0.32820266485214233,40,0.2,0.0003,0.7522859029471874,0.03439146280288696,0.025977585,-1.3476477071642876,0.248486328125,-0.05039632520347368
12288,4.75,501,24,6,-0.5251,0.3258621096611023,50,0.2,0.0003,0.7672653593122959,0.028266549110412598,0.02792259,-1.21598294749856,0.161279296875,-0.0429817842959892
14336,4.85,483,29,7,-0.3270999999999998,0.2733105719089508,60,0.2,0.0003,0.5401643143035472,0.019441306591033936,0.012495572,-1.1088650051504374,0.127294921875,-0.02669503515062388
16384,4.96,484,33,8,-0.26849999999999996,0.16815108060836792,70,0.2,0.0003,0.4142805576324463,-0.0012363195419311523,0.010807258,-1.0419361406937242,0.115234375,-0.02257046238883049
