time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,685,2,1,2.82,-0.9833999999999999,,,,,,,,,,
4096,547,7,2,2.95,-0.6464,0.2,0.9273478040471673,10,-0.05913871774682775,0.0003,0.025810534,-0.03393125534057617,0.193017578125,0.3621167540550232,-1.5966437429189682
6144,523,11,3,2.93,-0.4273,0.2,0.7921141289174557,20,-0.05677498844452202,0.0003,0.02823624,-0.009304642677307129,0.204833984375,0.3370550572872162,-1.5504050627350807
