time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.14415715999999998,1,1058,4.93,,,,,,,,,,
4096,2,-0.007240479999999999,5,713,4.89,0.14205458760261536,-0.011610269546508789,-4.114525085687637,0.0003,0.46113159745000304,-0.024777583641116506,0.015807942,0.279248046875,10,0.2
6144,3,-0.024054779999999994,9,637,4.82,0.09183931350708008,-0.0001354217529296875,-4.094970619678497,0.0003,0.44571951413527133,-0.03377018223400228,0.018139176,0.381884765625,20,0.2
8192,4,-0.09298810999999997,13,606,4.81,0.07328401505947113,0.0020766258239746094,-4.0734853997826574,0.0003,0.48206214224919675,-0.030007754571852275,0.020174876,0.3484375,30,0.2
10240,5,-0.10708335999999999,17,587,4.79,0.2859397530555725,-0.0015730857849121094,-4.054938933253288,0.0003,0.47198591199703516,-0.03294377793718013,0.020132892,0.377587890625,40,0.2
12288,6,-0.038052429999999984,21,575,4.86,0.2775699496269226,0.00028145313262939453,-4.0276223257184025,0.0003,0.5534188097342849,-0.034369143006915695,0.019344473,0.381201171875,50,0.2
14336,7,0.16771667,25,568,4.77,0.2568961977958679,-9.78708267211914e-05,-3.9922392278909684,0.0003,0.5850296741351485,-0.03600788566254778,0.019943178,0.403955078125,60,0.2
16384,8,0.12839761000000002,29,560,4.74,0.27284398674964905,0.0010030269622802734,-3.947538736462593,0.0003,0.6348208207637072,-0.025235994202375878,0.017577369,0.32626953125,70,0.2
