time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,2,4.87,943,0.012911079999999993,2048,,,,,,,,,,
2,14,4.89,292,-0.09815792999999999,4096,0.323095703125,10,0.3981231373734772,0.2,-4.268678848445416,-0.028037469731498278,0.022663154,-0.0105818510055542,0.18562914431095123,0.0003
3,18,4.9,331,-0.009184939999999975,6144,0.434375,20,0.3898909534560516,0.2,-4.25315090417862,-0.03416261036763899,0.020972397,-0.0015401840209960938,0.09026838093996048,0.0003
4,30,4.92,272,0.09059122,8192,0.39111328125,30,0.4178014895413071,0.2,-4.236804683506489,-0.03259865363215795,0.01910974,-0.00020241737365722656,0.2159474492073059,0.0003
5,35,4.78,287,-0.0003087399999999896,10240,0.412158203125,40,0.456488319626078,0.2,-4.201139032840729,-0.03793600309873,0.019292604,0.00040721893310546875,0.08878649771213531,0.0003
6,45,4.76,267,-0.2147207,12288,0.4236328125,50,0.44379676654934885,0.2,-4.165248084068298,-0.0354508799224277,0.02067973,-0.001165151596069336,0.19590967893600464,0.0003
7,53,4.83,266,0.20200632000000002,14336,0.36552734375,60,0.6173410810530185,0.2,-4.143060272932052,-0.032024027220904826,0.019423468,0.0006573200225830078,0.289755254983902,0.0003
8,62,4.87,263,0.24631344,16384,0.308740234375,70,0.5832342816516757,0.2,-4.118563535809517,-0.026011669129366054,0.017583383,0.0011696815490722656,0.28561291098594666,0.0003
