time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
2048,3.24,649,3,1,-1.9626999999999994,,,,,,,,,,
4096,3.75,555,7,2,-1.9081000000000001,0.0631907656788826,10,0.2,0.0003,0.37629224406555295,-0.11973392963409424,0.020975005,-1.5993524435907602,0.17392578125,-0.03440005553420633
6144,3.96,527,11,3,-1.5719000000000003,0.15289708971977234,20,0.2,0.0003,0.3670890806708485,-0.016591191291809082,0.020873789,-1.548222041502595,0.258642578125,-0.04041804000153206
8192,4.41,519,15,4,-1.457,0.25666970014572144,30,0.2,0.0003,0.5570645303465426,0.01866626739501953,0.023349036,-1.4646190740168095,0.266259765625,-0.04930014420824591
10240,4.57,513,19,5,-1.1401999999999999,0.28515660762786865,40,0.2,0.0003,0.721665102057159,0.02667146921157837,0.026709966,-1.3549351710826159,0.2791015625,-0.051742353304871355
12288,4.84,504,24,6,-0.5657999999999999,0.32243913412094116,50,0.2,0.0003,0.7829727843403816,0.02102649211883545,0.029756872,-1.2318903125822545,0.167333984375,-0.043997550336644056
14336,4.94,494,28,7,-0.32799999999999985,0.20892877876758575,60,0.2,0.0003,0.5742995877750218,0.019115328788757324,0.016263543,-1.1230705490335822,0.142919921875,-0.029843734970199876
16384,4.89,495,33,8,-0.2677999999999999,0.15135040879249573,70,0.2,0.0003,0.3584303632378578,0.0008561611175537109,0.014094042,-1.0609382014721631,0.132763671875,-0.020900554255058525
