snapshot,issue_id,TMS_selected,TMS_severity,TMS_effort,TMS_created,PMS_selected,PMS_severity,PMS_effort,PMS_created
2020-03-01 00:00:00+00:00,AYD3mR8BQQwKUSAfuvSK,True,LOW,5.0,2020-02-24 22:23:50,False,,,
2020-03-01 00:00:00+00:00,AYegSdQ-QrUJwQ4hS6nU,True,INFO,0.0,2020-02-13 18:22:50,False,,,
2020-03-01 00:00:00+00:00,AZBbMbXQ-vc9aDr8e5xA,True,HIGH,5.0,2018-09-24 18:30:54,False,,,
2020-03-01 00:00:00+00:00,AZFdurJCuttMHqCUPIl5,True,MEDIUM,5.0,2020-02-27 19:23:17,False,,,
2020-03-01 00:00:00+00:00,AZOLYSb02vcmJlCxpCew,True,LOW,2.0,2020-02-13 18:22:50,False,,,
2020-04-01 00:00:00+00:00,AXEZL-MhopDN7Jbw5eaU,True,LOW,2.0,2020-03-26 23:27:03,False,,,
2020-04-01 00:00:00+00:00,AXEZL-PYopDN7Jbw5eab,True,LOW,2.0,2020-03-26 23:27:03,False,,,
2020-04-01 00:00:00+00:00,AZBbMXef-vc9aDr8e5rc,True,LOW,2.0,2020-03-25 17:45:55,False,,,
2020-04-01 00:00:00+00:00,AZBbMXrM-vc9aDr8e5rw,True,LOW,2.0,2020-03-25 17:45:55,False,,,
2020-04-01 00:00:00+00:00,AZBbMZJD-vc9aDr8e5tP,True,HIGH,5.0,2018-08-10 06:26:25,False,,,
2020-05-01 00:00:00+00:00,AZBbMbPS-vc9aDr8e5wU,True,HIGH,5.0,2019-12-18 19:12:18,False,,,
2020-05-01 00:00:00+00:00,AZOLYRGK2vcmJlCxpCeL,True,LOW,2.0,2020-04-28 17:36:29,False,,,
2020-05-01 00:00:00+00:00,AZOLYTXf2vcmJlCxpCe2,True,LOW,2.0,2020-04-24 22:54:58,False,,,
2020-05-01 00:00:00+00:00,AZOLYTXf2vcmJlCxpCe3,True,LOW,2.0,2020-04-24 22:54:58,False,,,
2020-05-01 00:00:00+00:00,AZOLYTXf2vcmJlCxpCe4,True,LOW,2.0,2020-04-24 22:54:58,False,,,
2020-06-01 00:00:00+00:00,AZBbMYvr-vc9aDr8e5sh,True,HIGH,5.0,2020-05-12 21:26:35,False,,,
2020-06-01 00:00:00+00:00,AZBbMbPS-vc9aDr8e5wS,True,HIGH,5.0,2019-12-18 19:12:18,False,,,
2020-06-01 00:00:00+00:00,AZBbMbZ8-vc9aDr8e5xL,True,LOW,2.0,2020-05-28 23:41:30,False,,,
2020-06-01 00:00:00+00:00,AZUWLypl36iphIe0EWXr,True,INFO,2.0,2020-05-27 20:38:39,False,,,
2020-06-01 00:00:00+00:00,AZUWLypl36iphIe0EWXs,True,INFO,2.0,2020-05-27 20:38:39,False,,,
2020-07-01 00:00:00+00:00,AZBbMZJD-vc9aDr8e5tW,True,HIGH,5.0,2019-02-01 23:45:44,False,,,
2020-07-01 00:00:00+00:00,AZTxM3B1H5-zNsbPck5F,True,INFO,2.0,2020-06-23 17:46:03,False,,,
2020-07-01 00:00:00+00:00,AZTxM3B1H5-zNsbPck5H,True,INFO,2.0,2020-06-23 17:46:03,False,,,
2020-07-01 00:00:00+00:00,AZUWL1GO36iphIe0EWbN,True,INFO,2.0,2020-06-22 20:09:15,False,,,
2020-07-01 00:00:00+00:00,AZUWLyDm36iphIe0EWXT,True,INFO,2.0,2020-06-23 17:46:03,False,,,
2020-08-01 00:00:00+00:00,AXMmq9WhJBfjKjC4rb0N,True,LOW,2.0,2020-07-07 00:23:14,False,,,
2020-08-01 00:00:00+00:00,AXZoHv5Oaap2AIZWylQK,True,LOW,2.0,2020-07-07 00:23:14,False,,,
2020-08-01 00:00:00+00:00,AZBbMXbh-vc9aDr8e5rT,True,MEDIUM,5.0,2020-07-16 17:23:48,False,,,
2020-08-01 00:00:00+00:00,AZBbMbQx-vc9aDr8e5wb,True,HIGH,5.0,2020-03-02 21:05:54,False,,,
2020-08-01 00:00:00+00:00,AZUWLwxT36iphIe0EWVi,True,INFO,2.0,2020-07-16 17:23:48,False,,,
2020-09-01 00:00:00+00:00,AXQiYmJQ6iFP2T2WHQP1,True,LOW,5.0,2020-08-18 17:54:45,False,,,
2020-09-01 00:00:00+00:00,AXQiYmJQ6iFP2T2WHQP2,True,LOW,5.0,2020-08-18 17:54:45,False,,,
2020-09-01 00:00:00+00:00,AZBbMY5t-vc9aDr8e5tB,True,MEDIUM,5.0,2020-08-26 22:24:27,False,,,
2020-09-01 00:00:00+00:00,AZBbMbbZ-vc9aDr8e5xR,True,HIGH,5.0,2020-02-06 22:34:18,False,,,
2020-09-01 00:00:00+00:00,AZUWLyM336iphIe0EWXe,True,INFO,2.0,2020-08-26 22:24:27,False,,,
2020-10-01 00:00:00+00:00,AXTgAeFAlrCNccw21zVM,True,LOW,5.0,2020-09-30 17:09:20,False,,,
2020-10-01 00:00:00+00:00,AXTgAeVMlrCNccw21zVO,True,LOW,5.0,2020-09-30 17:09:20,False,,,
2020-10-01 00:00:00+00:00,AXTgAedSlrCNccw21zVP,True,LOW,5.0,2020-09-30 17:09:20,False,,,
2020-10-01 00:00:00+00:00,AXTgkz76XAp96TSnmR3O,True,LOW,5.0,2020-09-30 19:48:12,False,,,
2020-10-01 00:00:00+00:00,AZBbMbUh-vc9aDr8e5wo,True,HIGH,5.0,2019-08-20 21:47:47,False,,,
2020-11-01 00:00:00+00:00,AZBbMY1f-vc9aDr8e5s2,True,LOW,2.0,2020-10-30 21:49:10,False,,,
2020-11-01 00:00:00+00:00,AZBbMY7b-vc9aDr8e5tH,True,HIGH,5.0,2020-10-30 21:49:10,False,,,
