time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/loss
1126,-0.09453333999999991,4.67,2048,1,1,,,,,,,,,,
638,-0.15576669,4.77,4096,6,2,-0.022941095285932533,0.977227745205164,-3.123385088890791,0.2,0.0003,0.013769044,0.164111328125,-0.02094876766204834,10,0.48560982942581177
561,-0.14189998999999998,4.72,6144,10,3,-0.02390081587509485,1.023234924301505,-3.113370048999786,0.2,0.0003,0.013584407,0.145458984375,-0.011742115020751953,20,0.3396605849266052
