time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1163,1,1,2.97,-0.24860000000000004,,,,,,,,,,
4096,795,5,2,2.94,-0.308,0.2,0.3118210998654831,10,-0.014395775430602952,0.0003,0.016217519,-0.015896081924438477,0.189208984375,0.14757688343524933,-3.2057022869586946
6144,715,8,3,2.92,-0.36750000000000005,0.2,0.29113312528352253,20,-0.016707983613014222,0.0003,0.015133203,-0.0022094249725341797,0.2033203125,0.1009315699338913,-3.2093651220202446
