rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/n_updates,train/policy_gradient_loss
4.77,2,2048,-0.5373999999999999,896,1,,,,,,,,,,
4.64,7,4096,-0.48499999999999993,536,2,0.7235726655460895,-0.0031512975692749023,0.0003,0.201904296875,-3.483438868075609,0.016069047,0.40374553203582764,0.2,10,-0.023259727784898133
4.74,12,6144,-0.4655,510,3,0.772021368984133,-0.005768895149230957,0.0003,0.15439453125,-3.4766667410731316,0.014170512,0.4272753596305847,0.2,20,-0.020750897000834812
4.61,16,8192,-0.3539999999999999,499,4,0.7355658208020032,-0.0006296634674072266,0.0003,0.188037109375,-3.45214007422328,0.015061183,0.22211048007011414,0.2,30,-0.021360827935859562
4.62,21,10240,-0.2826,471,5,0.8226942458190024,-0.001422882080078125,0.0003,0.21416015625,-3.436146092414856,0.015272741,0.3447209298610687,0.2,40,-0.02800569182145409
4.68,26,12288,-0.046799999999999994,470,6,0.8805915201082826,-0.004706382751464844,0.0003,0.198193359375,-3.400611960142851,0.013734144,0.367087185382843,0.2,50,-0.025665635395853315
4.65,30,14336,0.004400000000000004,470,7,0.827623191382736,-0.0016199350357055664,0.0003,0.188134765625,-3.372106806188822,0.016812384,0.2710694372653961,0.2,60,-0.024576937191886826
4.72,34,16384,0.24729999999999996,468,8,0.9320016710087657,0.014539122581481934,0.0003,0.26201171875,-3.270748259872198,0.0177724,0.4381657838821411,0.2,70,-0.03370277589710895
