time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
1004,4.9,-0.10658811999999998,1,2048,2,,,,,,,,,,
626,4.9,-0.04805716,2,4096,6,0.328662109375,0.021200312,0.41320850420743227,10,0.2,0.11201684921979904,-0.029076126929430755,-0.006981611251831055,0.0003,-4.260508893430233
568,4.86,-0.09507303999999998,3,6144,10,0.3921875,0.019076489,0.42709251600317655,20,0.2,0.15461647510528564,-0.03426145859266398,-0.0023347139358520508,0.0003,-4.241109938919545
501,4.8,-0.04236829999999997,4,8192,16,0.44599609375,0.022542035,0.4527732504531741,30,0.2,0.1376236528158188,-0.03768139371386496,-0.000626683235168457,0.0003,-4.212724305689335
496,4.85,0.04583884000000002,5,10240,20,0.37783203125,0.019704346,0.47589315995574,40,0.2,0.12893055379390717,-0.032007283974962775,-0.0004763603210449219,0.0003,-4.207535490393639
494,4.9,0.05898169000000003,6,12288,24,0.360205078125,0.018846069,0.4045289056841284,50,0.2,0.10281378030776978,-0.028035439072118605,-0.0006350278854370117,0.0003,-4.182256855070591
484,4.93,0.27939915000000004,7,14336,29,0.43916015625,0.02135729,0.4940315764397383,60,0.2,0.1498735249042511,-0.03870090638520196,0.0008705258369445801,0.0003,-4.143869839608669
485,4.86,0.12058408000000004,8,16384,33,0.33017578125,0.017138835,0.49302999167703093,70,0.2,0.3047175407409668,-0.03102355539886048,-0.0007208585739135742,0.0003,-4.120880672335625
484,4.8,0.22273012,9,18432,38,0.308154296875,0.018184002,0.6054353537037969,80,0.2,0.42205822467803955,-0.02725440532231005,0.0015327930450439453,0.0003,-4.067391015589237
486,4.81,0.18352615,10,20480,42,0.327685546875,0.019910451,0.6477109410800039,90,0.2,0.2585259974002838,-0.026254722399971796,0.009200096130371094,0.0003,-4.030227561295033
477,4.76,0.15301901,11,22528,47,0.257763671875,0.015501504,0.6218429380096495,100,0.2,0.29654985666275024,-0.02140390917120385,0.025710701942443848,0.0003,-4.00176340341568
478,4.78,0.36932534999999994,12,24576,51,0.278173828125,0.018181209,0.6907918139360845,110,0.2,0.2927289605140686,-0.026664376535336487,0.053521573543548584,0.0003,-3.948670297116041
480,4.67,0.38326188,13,26624,55,0.316748046875,0.017295666,0.6932804982177914,120,0.2,0.14002276957035065,-0.02984012366796378,0.05311495065689087,0.0003,-3.9198406636714935
475,4.67,0.36066981000000004,14,28672,60,0.260546875,0.01867865,0.7371508106589317,130,0.2,0.38390180468559265,-0.02872828387626214,0.0795125961303711,0.0003,-3.843375518172979
476,4.77,0.53394201,15,30720,64,0.28173828125,0.019543875,0.5833876291289926,140,0.2,0.3807905912399292,-0.030891405753209256,0.10190349817276001,0.0003,-3.823118823766708
477,4.83,0.62832615,16,32768,68,0.279833984375,0.017773308,0.7349573865532875,150,0.2,0.32612344622612,-0.033580080704996365,0.10570168495178223,0.0003,-3.7436740204691885
473,4.81,0.72612218,17,34816,73,0.276416015625,0.01930957,0.6683423754759132,160,0.2,0.3335413932800293,-0.029317848559003323,0.12919586896896362,0.0003,-3.6915144845843315
473,4.89,1.0492635,18,36864,77,0.3345703125,0.019985434,0.5692539627663791,170,0.2,0.2409643828868866,-0.03647460546635557,0.17698365449905396,0.0003,-3.5748004741966724
475,4.86,1.02732695,19,38912,81,0.31669921875,0.018114246,0.42997382055036726,180,0.2,0.22611039876937866,-0.024683574202936143,0.30678653717041016,0.0003,-3.4678296193480493
476,4.85,0.9941634699999998,20,40960,85,0.315380859375,0.025555752,0.4492689995095134,190,0.2,0.14775975048542023,-0.02467676534579368,0.3485133647918701,0.0003,-3.3672170959413052
473,4.94,1.2938126599999997,21,43008,90,0.374365234375,0.022219962,0.46710614033509046,200,0.2,0.016806013882160187,-0.032352941069984806,0.30383723974227905,0.0003,-3.271799873560667
473,4.93,1.24656665,22,45056,95,0.381640625,0.02347055,0.4592477737925947,210,0.2,0.1550571322441101,-0.037589011699310504,0.3383644223213196,0.0003,-3.156565564870834
474,4.96,1.3997110899999998,23,47104,99,0.326318359375,0.024081275,0.40204542588908226,220,0.2,0.14922118186950684,-0.03621845963643864,0.40194398164749146,0.0003,-3.0816975712776182
471,4.9,1.31923167,24,49152,104,0.29853515625,0.020559479,0.325384809426032,230,0.2,0.1036764457821846,-0.019211256039852742,0.5079234838485718,0.0003,-3.0194203056395055
471,4.96,1.48995549,25,51200,108,0.32646484375,0.021420386,0.2944895377673674,240,0.2,0.17332224547863007,-0.032351726411434356,0.5390355587005615,0.0003,-2.897071884572506
