time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
2048,3.28,956,2,1,-1.9631000000000003,,,,,,,,,,
4096,4.04,654,6,2,-1.8114999999999997,0.052176982164382935,10,0.2,0.0003,0.29922268784721384,-0.07342493534088135,0.016121872,-1.601516442745924,0.13955078125,-0.03336006679019192
6144,3.89,530,11,3,-1.8498000000000006,0.15156039595603943,20,0.2,0.0003,0.3115343160694465,0.0018294453620910645,0.022793178,-1.5555988129228353,0.23798828125,-0.037953464861493556
8192,4.6,523,15,4,-1.1604,0.22281843423843384,30,0.2,0.0003,0.5289271692745388,0.028888344764709473,0.026591202,-1.4678807344287634,0.25703125,-0.04743700928229373
10240,4.39,521,19,5,-0.9592999999999999,0.31390970945358276,40,0.2,0.0003,0.7384437646716833,0.039207398891448975,0.024205703,-1.359382326155901,0.28681640625,-0.05425906063464936
12288,4.85,501,24,6,-0.4663999999999998,0.32231295108795166,50,0.2,0.0003,0.7567414991557598,0.026745378971099854,0.027132519,-1.2410549849271775,0.1845703125,-0.04467337312235031
14336,4.86,501,28,7,-0.3669999999999998,0.22947627305984497,60,0.2,0.0003,0.5565066205337643,-0.004708766937255859,0.0138797015,-1.1347970653325319,0.12294921875,-0.027206115331500767
16384,4.93,501,32,8,-0.18859999999999996,0.19173362851142883,70,0.2,0.0003,0.3596115279942751,0.008916020393371582,0.011608073,-1.0671570535749197,0.140478515625,-0.02306688605749514
