timesteps,mean_reward,month
2048,-1.9436,2019-08
4096,-1.9476,2019-08
6144,-1.6711,2019-08
2048,-1.9066,2019-09
4096,-1.8711,2019-09
6144,-1.5736,2019-09
2048,-1.9651,2019-10
4096,-1.8486,2019-10
6144,-1.6513000000000004,2019-10
2048,-1.9464,2019-11
4096,-1.8501000000000003,2019-11
6144,-1.7329,2019-11
2048,-1.9256,2019-12
4096,-1.8088,2019-12
6144,-1.5348000000000002,2019-12
2048,-1.9845,2020-01
4096,-1.7889000000000002,2020-01
6144,-1.6531,2020-01
2048,-1.9463,2020-02
4096,-1.7493,2020-02
6144,-1.6913999999999998,2020-02
2048,-2.005,2020-03
4096,-1.849,2020-03
6144,-1.7741999999999996,2020-03
2048,-1.9445,2020-04
4096,-1.9073,2020-04
6144,-1.6328000000000005,2020-04
2048,-1.9254,2020-05
4096,-1.8676,2020-05
6144,-1.6532999999999998,2020-05
2048,-1.9259,2020-06
4096,-1.7898000000000005,2020-06
6144,-1.6733999999999998,2020-06
2048,-1.9448,2020-07
4096,-1.9065,2020-07
6144,-1.673,2020-07
2048,-1.9644,2020-08
4096,-1.909,2020-08
6144,-1.6731,2020-08
2048,-1.4728,2020-09
4096,-1.2963999999999998,2020-09
6144,-1.1173,2020-09
2048,-0.9406,2020-10
4096,-0.7227,2020-10
6144,-0.7222999999999999,2020-10
2048,-0.9598,2020-11
4096,-1.0,2020-11
6144,-0.8403999999999999,2020-11
2048,-0.8010999999999998,2020-12
4096,-1.0204,2020-12
6144,-0.7823,2020-12
2048,-1.0409,2021-01
4096,-0.9794000000000002,2021-01
6144,-0.6627999999999998,2021-01
2048,-0.8218,2021-02
4096,-0.8412,2021-02
6144,-0.8225999999999999,2021-02
2048,-0.9215,2021-03
4096,-0.9211,2021-03
6144,-1.039,2021-03
2048,-0.9799,2021-04
4096,-0.6836999999999998,2021-04
6144,-0.7620999999999998,2021-04
2048,-0.9215,2021-05
4096,-0.8811000000000001,2021-05
6144,-0.8216999999999999,2021-05
2048,-0.8420000000000001,2021-06
4096,-0.9408,2021-06
6144,-0.6635999999999999,2021-06
2048,-0.6627999999999997,2021-07
4096,-0.9019,2021-07
6144,-0.8009999999999999,2021-07
2048,-0.8215999999999998,2021-08
4096,-0.7827,2021-08
6144,-0.8214999999999999,2021-08
2048,-0.8414999999999998,2021-09
4096,-0.7633000000000001,2021-09
6144,-0.8412,2021-09
2048,-0.8798999999999999,2021-10
4096,-0.8610999999999999,2021-10
6144,-0.8624,2021-10
2048,-0.7814999999999999,2021-11
4096,-0.9395999999999998,2021-11
6144,-0.6637,2021-11
2048,-0.8620999999999998,2021-12
4096,-0.7040999999999998,2021-12
6144,-0.7624,2021-12
2048,-0.6438999999999999,2022-01
4096,-0.7234999999999999,2022-01
6144,-0.664,2022-01
2048,-0.7823999999999998,2022-02
4096,-0.7633000000000001,2022-02
6144,-0.8613,2022-02
2048,-0.6842999999999998,2022-03
4096,-0.6836,2022-03
6144,-0.6248999999999999,2022-03
2048,-0.7826,2022-04
4096,-0.5451999999999998,2022-04
6144,-0.7816999999999997,2022-04
2048,-0.6636,2022-05
4096,-0.6429999999999998,2022-05
6144,-0.8221000000000003,2022-05
2048,-0.7024999999999999,2022-06
4096,-0.7820999999999999,2022-06
6144,-0.7415999999999998,2022-06
2048,-0.7820999999999998,2022-07
4096,-0.6829999999999997,2022-07
6144,-0.7432000000000001,2022-07
2048,-0.6439999999999999,2022-08
4096,-0.7829,2022-08
6144,-0.8015999999999999,2022-08
2048,-0.7217999999999999,2022-09
4096,-0.8218000000000001,2022-09
6144,-0.5851999999999998,2022-09
2048,-0.7232999999999999,2022-10
4096,-0.7432,2022-10
6144,-0.7419999999999998,2022-10
2048,-0.6831999999999999,2022-11
4096,-0.8016999999999999,2022-11
6144,-0.6630999999999999,2022-11
2048,-0.7620999999999999,2022-12
4096,-0.7028,2022-12
6144,-0.7428999999999999,2022-12
2048,-0.8623000000000001,2023-01
4096,-0.7229000000000001,2023-01
6144,-0.7427000000000001,2023-01
2048,-0.8814999999999997,2023-02
4096,-0.5250999999999998,2023-02
6144,-0.5840999999999998,2023-02
2048,-0.7618999999999998,2023-03
4096,-0.7814,2023-03
6144,-0.6047999999999999,2023-03
2048,-0.5841999999999999,2023-04
4096,-0.6829999999999998,2023-04
6144,-0.7425,2023-04
2048,-0.7624000000000001,2023-05
4096,-0.6814999999999998,2023-05
6144,-0.6044999999999999,2023-05
2048,-0.7833,2023-06
4096,-0.9798,2023-06
6144,-0.6821999999999997,2023-06
2048,-0.6241999999999999,2023-07
4096,-0.6236999999999999,2023-07
6144,-0.6040999999999999,2023-07
2048,-0.5254999999999999,2023-08
4096,-0.8416999999999999,2023-08
6144,-0.8623000000000001,2023-08
2048,-0.6838999999999998,2023-09
4096,-0.7624,2023-09
6144,-0.6047999999999998,2023-09
2048,-0.6247999999999999,2023-10
4096,-0.6239999999999999,2023-10
6144,-0.6844,2023-10
2048,-0.2874,2023-11
4096,-0.3072,2023-11
6144,-0.4454999999999998,2023-11
2048,-0.2085999999999999,2023-12
4096,-0.3274999999999998,2023-12
6144,-0.2873999999999999,2023-12
2048,-0.3468999999999997,2024-01
4096,-0.3658999999999998,2024-01
6144,-0.3666999999999998,2024-01
2048,-0.2874999999999999,2024-02
4096,-0.3668999999999998,2024-02
6144,-0.3467999999999999,2024-02
2048,-0.3078999999999999,2024-03
4096,-0.3273999999999998,2024-03
6144,-0.3272999999999998,2024-03
2048,-0.3277999999999998,2024-04
4096,-0.3273999999999998,2024-04
6144,-0.3273999999999998,2024-04
2048,-0.3275999999999998,2024-05
4096,-0.4265999999999998,2024-05
6144,-0.3074999999999999,2024-05
2048,-0.3674999999999999,2024-06
4096,-0.2481,2024-06
6144,-0.3077999999999999,2024-06
2048,-0.3857999999999998,2024-07
4096,-0.3071,2024-07
6144,-0.4852999999999997,2024-07
2048,-0.3466999999999999,2024-08
4096,-0.2089,2024-08
6144,-0.3263999999999999,2024-08
2048,-0.2477999999999999,2024-09
4096,-0.3667999999999998,2024-09
6144,-0.4264999999999998,2024-09
2048,-0.3275999999999999,2024-10
4096,-0.3271999999999998,2024-10
6144,-0.5252999999999999,2024-10
2048,-0.3464999999999997,2024-11
4096,-0.4061999999999998,2024-11
6144,-0.2680999999999999,2024-11
2048,-0.4257999999999998,2024-12
4096,-0.2680999999999999,2024-12
6144,-0.3068999999999999,2024-12
2048,-0.2284999999999999,2025-01
4096,-0.2478999999999999,2025-01
6144,-0.2880999999999999,2025-01
2048,-0.3470999999999998,2025-02
4096,-0.5054999999999998,2025-02
6144,-0.3671999999999998,2025-02
2048,-0.2084999999999999,2025-03
4096,-0.3861999999999998,2025-03
6144,-0.3473999999999997,2025-03
2048,-0.2875999999999999,2025-04
4096,-0.2879999999999999,2025-04
6144,-0.3270999999999999,2025-04
2048,-0.3666999999999998,2025-05
4096,-0.3667999999999998,2025-05
6144,-0.3472999999999998,2025-05
2048,-0.3669999999999999,2025-06
4096,-0.3277999999999998,2025-06
6144,-0.3072999999999999,2025-06
2048,-0.2675999999999999,2025-07
4096,-0.2081999999999999,2025-07
6144,-0.4260999999999998,2025-07
2048,-0.3669999999999998,2025-08
4096,-0.2677999999999999,2025-08
6144,-0.3068999999999999,2025-08
2048,-0.3268999999999998,2025-09
4096,-0.2673,2025-09
6144,-0.3077,2025-09
2048,-0.1683999999999999,2025-10
4096,-0.3273999999999998,2025-10
6144,-0.2875,2025-10
2048,0.0632223899999999,2025-11
4096,-0.0225772199999999,2025-11
6144,-0.0212942199999999,2025-11
2048,0.17237756,2025-12
4096,0.2341040599999999,2025-12
6144,0.14517156,2025-12
