time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
891,4.78,-0.13032384,1,2048,2,,,,,,,,,,
603,4.67,-0.20360477000000002,2,4096,6,0.29521484375,0.017214635,0.6351652482524515,10,0.2,0.2958606779575348,-0.030216026047128253,-0.01592111587524414,0.0003,-3.699387715756893
507,4.8,-0.01342858000000001,3,6144,12,0.289404296875,0.017914308,0.6321683045476675,20,0.2,0.2672806978225708,-0.026249287495738828,-0.0053931474685668945,0.0003,-3.6736727714538575
497,4.68,-0.15381433,4,8192,16,0.280859375,0.017151894,0.7289580984972417,30,0.2,0.30765148997306824,-0.02791703487455379,0.00024634599685668945,0.0003,-3.650902833789587
492,4.75,0.07127140000000005,5,10240,20,0.283203125,0.018010221,0.6312385336495936,40,0.2,0.2705252766609192,-0.02506943731859792,-0.0013210773468017578,0.0003,-3.6284072920680046
471,4.64,0.036690399999999984,6,12288,26,0.3267578125,0.018630367,0.7529541127383709,50,0.2,0.2863194942474365,-0.03137375394871924,-0.0071887969970703125,0.0003,-3.5880809143185615
471,4.74,0.18605708999999998,7,14336,30,0.217431640625,0.015457809,0.7795601174235344,60,0.2,0.3715902268886566,-0.02295303901482839,0.004223346710205078,0.0003,-3.5820649839937686
469,4.69,0.28340944,8,16384,34,0.243310546875,0.017221646,0.8171549109742046,70,0.2,0.39374473690986633,-0.024259625069680622,0.011793315410614014,0.0003,-3.5121747627854347
457,4.72,0.17935705999999998,9,18432,40,0.212109375,0.016216405,0.919565926026553,80,0.2,0.3902781307697296,-0.022509784407156987,0.01908087730407715,0.0003,-3.4764856450259685
457,4.69,0.31139994000000004,10,20480,44,0.25517578125,0.013774721,0.8009724396280944,90,0.2,0.40446245670318604,-0.026681424795970087,0.03760343790054321,0.0003,-3.434985761344433
458,4.74,0.34852374999999997,11,22528,49,0.237109375,0.016758982,0.8611635409295559,100,0.2,0.4463963508605957,-0.027797498820291366,0.045532047748565674,0.0003,-3.4055973745882513
451,4.73,0.5746761699999999,12,24576,54,0.27412109375,0.01775182,0.8803062850609422,110,0.2,0.5129480361938477,-0.03652282197290333,0.06413674354553223,0.0003,-3.3428120076656342
458,4.83,0.65347139,13,26624,58,0.25791015625,0.018024359,0.8091012462973595,120,0.2,0.2613097131252289,-0.035839638966717755,0.08551472425460815,0.0003,-3.239043774455786
464,4.81,0.9701571000000001,14,28672,61,0.26162109375,0.01647216,0.7247694598510861,130,0.2,0.3046591579914093,-0.02869845467066625,0.14199554920196533,0.0003,-3.180778194218874
468,4.88,1.08335708,15,30720,65,0.300732421875,0.019861592,0.5913886452093721,140,0.2,0.2169090360403061,-0.02776720515685156,0.24453318119049072,0.0003,-3.025430650264025
470,4.93,1.14100473,16,32768,69,0.27744140625,0.017320849,0.5654653371311724,150,0.2,0.25096261501312256,-0.028793905429483856,0.28995174169540405,0.0003,-2.882237994670868
473,4.85,1.20252379,17,34816,73,0.26611328125,0.017348709,0.5150441204663366,160,0.2,0.26410746574401855,-0.02504492052976275,0.33414697647094727,0.0003,-2.8326825268566607
476,4.93,1.35032375,18,36864,77,0.344384765625,0.020887427,0.5834364407230168,170,0.2,0.2311042845249176,-0.03303954893635819,0.2905043959617615,0.0003,-2.743043863028288
473,4.93,1.4369856900000004,19,38912,82,0.276025390625,0.018333422,0.4752062490675598,180,0.2,0.1917314976453781,-0.021452864352613687,0.39632683992385864,0.0003,-2.620562943816185
476,4.89,1.3882142599999998,20,40960,85,0.274267578125,0.019256499,0.3491625940892845,190,0.2,0.05222495645284653,-0.003940221299853874,0.4994063377380371,0.0003,-2.5920786812901495
478,4.9,1.3844523700000002,21,43008,89,0.256298828125,0.018224902,0.34450465007685127,200,0.2,0.1226925253868103,-0.02201236657856498,0.5020396113395691,0.0003,-2.550961419939995
476,4.94,1.5397333000000004,22,45056,94,0.2376953125,0.01855727,0.4101812097476795,210,0.2,0.2938735783100128,-0.021757177685503847,0.4565858840942383,0.0003,-2.4537125557661055
478,4.87,1.4488522899999998,23,47104,98,0.281591796875,0.024570733,0.2677060185931623,220,0.2,0.09807416051626205,-0.017099836489069275,0.5947222113609314,0.0003,-2.4810396671295165
480,4.93,1.4157999,24,49152,102,0.19931640625,0.016049033,0.4014940407127142,230,0.2,0.16527159512043,-0.02004440029268153,0.4841436743736267,0.0003,-2.3961541935801507
482,4.95,1.5848284500000003,25,51200,106,0.250439453125,0.019666724,0.43138285018503664,240,0.2,0.1740952432155609,-0.01919744618353434,0.47210049629211426,0.0003,-2.3739020079374313
