rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/n_updates,train/policy_gradient_loss
4.86,2,2048,-0.15353334999999999,885,1,,,,,,,,,,
4.87,7,4096,-0.08980001999999997,559,2,0.2907177557586692,-0.0013892650604248047,0.0003,0.40087890625,-4.390974748134613,0.0192231,0.08055073022842407,0.2,10,-0.027984934642154256
4.92,12,6144,-0.22560002999999998,507,3,0.3064937119139358,-0.0021234750747680664,0.0003,0.463916015625,-4.370650862157345,0.02132709,0.12095493078231812,0.2,20,-0.034811936396727104
4.82,17,8192,-0.20023338,455,4,0.37819166944827887,-0.0007300376892089844,0.0003,0.42041015625,-4.356248480081558,0.021608096,0.19687366485595703,0.2,30,-0.03480359026871156
4.86,23,10240,-0.08803336,444,5,0.44425184251740574,0.0006121993064880371,0.0003,0.420947265625,-4.328484898805618,0.022372412,0.2678068280220032,0.2,40,-0.036262699359213
4.84,27,12288,-0.13993337999999997,441,6,0.4042069516144693,-7.43865966796875e-05,0.0003,0.365625,-4.29733640551567,0.018038074,0.13566866517066956,0.2,50,-0.03001861974480562
4.85,33,14336,-0.07936671999999997,428,7,0.4644990816246718,-0.0005550384521484375,0.0003,0.3916015625,-4.260071578621864,0.017875172,0.11125795543193817,0.2,60,-0.036107225008890964
4.9,38,16384,0.13746659,427,8,0.4578401186037809,-0.0003979206085205078,0.0003,0.348876953125,-4.235096746683121,0.019079104,0.22848466038703918,0.2,70,-0.026589265205257107
