time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1057,1,1,4.89,-0.19699999999999998,,,,,,,,,,
4096,703,5,2,4.82,-0.21459999999999999,0.02300076,10,0.2,-0.004911541938781738,-0.03360787900164723,0.1586723029613495,0.42126945639029145,0.40390625,0.0003,-4.108105799555778
6144,632,9,3,4.82,-0.2145,0.019068189,20,0.2,-0.00023674964904785156,-0.02733604579916573,0.17046904563903809,0.4239770323038101,0.344921875,0.0003,-4.086840176582337
8192,555,14,4,4.88,-0.20919999999999997,0.019070253,30,0.2,-0.0044193267822265625,-0.030011273490526947,0.14360633492469788,0.43703055013902486,0.358837890625,0.0003,-4.071912801265716
10240,547,18,5,4.88,-0.08899999999999997,0.02002538,40,0.2,-0.0016007423400878906,-0.0321988572133705,0.26985305547714233,0.4790728618390858,0.37294921875,0.0003,-4.062462800741196
12288,543,22,6,4.76,-0.2469,0.020715276,50,0.2,-0.0013185739517211914,-0.0323265958839329,0.2436893880367279,0.5310507550835609,0.349169921875,0.0003,-4.046336190402508
14336,529,27,7,4.79,-0.00620000000000001,0.019036504,60,0.2,0.0008802413940429688,-0.028007286849606315,0.18853643536567688,0.5125205334275961,0.31806640625,0.0003,-4.0232176527380945
16384,528,31,8,4.85,-0.0015999999999999886,0.017812181,70,0.2,0.0018543601036071777,-0.02783267084014369,0.2516678273677826,0.5423137599602341,0.3330078125,0.0003,-3.9968241944909098
18432,527,34,9,4.68,-0.1394,0.017939733,80,0.2,0.0064811110496521,-0.022452860671910456,0.1514793485403061,0.6130068939179182,0.2884765625,0.0003,-3.9775954253971575
20480,527,38,10,4.73,0.04650000000000004,0.018091172,90,0.2,0.019650578498840332,-0.028720706954482013,0.25023186206817627,0.6154108493588865,0.332958984375,0.0003,-3.95065351575613
22528,521,43,11,4.65,-0.006900000000000004,0.018868417,100,0.2,0.013241350650787354,-0.025541905716090697,0.36139538884162903,0.6450900385156274,0.266015625,0.0003,-3.9003619112074377
24576,521,47,12,4.78,0.2523,0.017825378,110,0.2,0.04421573877334595,-0.024673997140780557,0.32147490978240967,0.7354686545208097,0.22451171875,0.0003,-3.847105411440134
26624,522,50,13,4.68,0.18979999999999997,0.017668534,120,0.2,0.03681612014770508,-0.027949422114761546,0.19425110518932343,0.6232385607436299,0.258984375,0.0003,-3.8298868142068385
28672,522,54,14,4.83,0.45880000000000004,0.021901777,130,0.2,0.07020509243011475,-0.040867196934414096,0.23270566761493683,0.6904975241981447,0.303173828125,0.0003,-3.7532706789672377
30720,513,59,15,4.76,0.3602,0.017430808,140,0.2,0.09064662456512451,-0.037508992388029586,0.25541168451309204,0.6342608799226582,0.2658203125,0.0003,-3.653665963560343
32768,514,63,16,4.82,0.6614,0.01935001,150,0.2,0.10554784536361694,-0.034845628011680674,0.23192843794822693,0.626145628746599,0.326416015625,0.0003,-3.6020156309008597
34816,508,68,17,4.81,0.7770999999999999,0.024593722,160,0.2,0.1335504651069641,-0.03952388580364641,0.2489403337240219,0.5487394976895302,0.32939453125,0.0003,-3.453506849706173
36864,503,73,18,4.87,0.8169,0.021687608,170,0.2,0.16283339262008667,-0.046223465049115474,0.2619451880455017,0.5163338749669493,0.338330078125,0.0003,-3.349246297031641
38912,502,77,19,4.94,0.9516000000000001,0.022819415,180,0.2,0.20036709308624268,-0.040159414612571706,0.29581862688064575,0.5750522749964148,0.3484375,0.0003,-3.222694730758667
40960,502,81,20,4.94,1.2286000000000001,0.028956164,190,0.2,0.29419612884521484,-0.037984111132391266,0.10383637249469757,0.4264778750017285,0.3728515625,0.0003,-3.1097706191241743
43008,503,85,21,4.94,1.285,0.023380304,200,0.2,0.45283156633377075,-0.013428639282938092,0.12003162503242493,0.3073268757434562,0.37158203125,0.0003,-2.967814250290394
45056,498,90,22,4.93,1.2253,0.019470729,210,0.2,0.5314909219741821,-0.022657667109160683,0.10448238253593445,0.2560904827550985,0.32197265625,0.0003,-2.9157983593642713
47104,499,94,23,4.98,1.3703,0.0205378,220,0.2,0.5086276531219482,-0.024980122143460903,0.11980180442333221,0.29345274914521724,0.33232421875,0.0003,-2.899541112780571
49152,500,98,24,4.97,1.3451000000000002,0.017826831,230,0.2,0.6774917244911194,-0.02180989544140175,0.08281742036342621,0.16220666958688526,0.265966796875,0.0003,-2.8166417881846426
51200,498,102,25,5.0,1.3154000000000001,0.019660033,240,0.2,0.6413935422897339,-0.011943979613715783,0.10250529646873474,0.1906878859968856,0.308447265625,0.0003,-2.7655095621943473
