time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,959,2,1,2.86,-0.9837999999999998,,,,,,,,,,
4096,670,6,2,2.87,-0.7052999999999998,0.2,0.9085501680150628,10,-0.05591477633570321,0.0003,0.021648478,-0.02648341655731201,0.168994140625,0.364745169878006,-1.5994409266859293
6144,549,11,3,2.92,-0.3675,0.2,0.7841629480943084,20,-0.055514465773012486,0.0003,0.031785578,0.005736172199249268,0.17666015625,0.33003556728363037,-1.54985588863492
