time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1102,4.83,-0.4462999999999998,,,,,,,,,,
5,4096,2,728,4.82,-0.34669999999999995,-0.02205100782448426,0.2,-0.002588510513305664,0.0003,10,0.015176606,0.24819315969944,-3.958249405026436,0.40370681872591374,0.22841796875
9,6144,3,657,4.71,-0.5047999999999998,-0.018492412319756114,0.2,0.0023568272590637207,0.0003,20,0.016047096,0.2250383496284485,-3.9508314915001392,0.4638893626630306,0.218212890625
13,8192,4,624,4.83,-0.26719999999999994,-0.01668382633069996,0.2,0.005684256553649902,0.0003,30,0.015154432,0.2081197053194046,-3.9486765936017036,0.433005272783339,0.1962890625
16,10240,5,607,4.82,-0.4660999999999998,-0.020544354387675413,0.2,0.0025173425674438477,0.0003,40,0.01599428,0.16217592358589172,-3.945290655642748,0.3545029086060822,0.2783203125
20,12288,6,596,4.51,-0.6221999999999999,-0.022132675565080716,0.2,0.004340946674346924,0.0003,50,0.01671476,0.12993741035461426,-3.9427358828485013,0.4389662442728877,0.271142578125
24,14336,7,589,4.82,-0.44619999999999976,-0.024045388353988527,0.2,0.007839322090148926,0.0003,60,0.01564264,0.23992767930030823,-3.930962534993887,0.47920862985774876,0.252685546875
28,16384,8,583,4.85,-0.3867999999999998,-0.02035579264338594,0.2,0.005237102508544922,0.0003,70,0.016173426,0.16795335710048676,-3.931258783489466,0.3883680812548846,0.246728515625
31,18432,9,579,4.81,-0.44609999999999983,-0.013188695383723826,0.2,0.010298490524291992,0.0003,80,0.014265398,0.16782715916633606,-3.9240202464163305,0.4013291767798364,0.16982421875
35,20480,10,575,4.75,-0.4056999999999998,-0.017459603431052528,0.2,0.010599613189697266,0.0003,90,0.014836855,0.20920586585998535,-3.924603009223938,0.4322073006536812,0.20390625
39,22528,11,572,4.82,-0.4461999999999998,-0.02049951867084019,0.2,0.01129978895187378,0.0003,100,0.017257022,0.06987836956977844,-3.918541730195284,0.35334549790713937,0.273193359375
43,24576,12,568,4.77,-0.4854999999999998,-0.01858621626161039,0.2,0.00853186845779419,0.0003,110,0.015462644,0.15683916211128235,-3.9177770212292673,0.44968083915300666,0.22216796875
46,26624,13,566,4.72,-0.4451999999999998,-0.018524762589368037,0.2,0.009787559509277344,0.0003,120,0.0138183795,0.1500604748725891,-3.9297036990523337,0.4067743342369795,0.230810546875
50,28672,14,564,4.8,-0.5255999999999998,-0.025807116940268316,0.2,0.010764360427856445,0.0003,130,0.016414218,0.3052774667739868,-3.937936607003212,0.4823812651913613,0.27783203125
54,30720,15,562,4.76,-0.4455999999999999,-0.01969934445223771,0.2,0.006550431251525879,0.0003,140,0.01584538,0.18080398440361023,-3.937701215595007,0.4218914431054145,0.240234375
58,32768,16,561,4.65,-0.5439999999999998,-0.015605275888810865,0.2,0.010770320892333984,0.0003,150,0.014614977,0.17541082203388214,-3.934803395718336,0.3889390908647329,0.183740234375
62,34816,17,560,4.8,-0.4260999999999999,-0.02188542581861839,0.2,0.011625289916992188,0.0003,160,0.016147885,0.19873297214508057,-3.924148320406675,0.4312427025754005,0.254248046875
65,36864,18,559,4.91,-0.3873999999999998,-0.016550626102252865,0.2,0.0012014508247375488,0.0003,170,0.014332321,0.22241878509521484,-3.927680406719446,0.38578220042400063,0.227001953125
69,38912,19,558,4.74,-0.4055999999999999,-0.018273262336151674,0.2,0.006186783313751221,0.0003,180,0.014453802,0.22546491026878357,-3.920254657417536,0.4500521103385836,0.223486328125
73,40960,20,558,4.88,-0.4467999999999999,-0.021077037361101246,0.2,0.013019204139709473,0.0003,190,0.016889125,0.1504022777080536,-3.9238346979022025,0.43895288784988223,0.245947265625
77,43008,21,557,4.87,-0.36709999999999987,-0.019485344912391157,0.2,0.012285351753234863,0.0003,200,0.014585169,0.1234058141708374,-3.92448979690671,0.43472061106003823,0.22451171875
80,45056,22,556,4.77,-0.36609999999999987,-0.0188332358491607,0.2,0.006177783012390137,0.0003,210,0.015108569,0.15597642958164215,-3.924962195754051,0.37328885931055994,0.22705078125
84,47104,23,556,4.83,-0.4263999999999998,-0.017015173533582128,0.2,0.012986063957214355,0.0003,220,0.0139350565,0.21658721566200256,-3.936467358469963,0.3822776698041707,0.200732421875
88,49152,24,555,4.85,-0.3071999999999999,-0.01821610923798289,0.2,0.01148146390914917,0.0003,230,0.014794193,0.1354731172323227,-3.9333331629633905,0.4539638305082917,0.228125
92,51200,25,555,4.9,-0.4071999999999999,-0.023793787162867376,0.2,0.005438446998596191,0.0003,240,0.017025733,0.0926775336265564,-3.930748268216848,0.37923327407334,0.295849609375
