time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
913,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
557,2,7,4096,1.0,-0.009999999999999998,0.0,10,0.2,-3.8711910247802734,0.0003,nan,0.0,0.0,5.937091096530622e-16,0.0009614044754714023
522,3,11,6144,1.0,-0.009999999999999998,0.0,20,0.2,-3.8711910247802734,0.0003,nan,0.0,0.0,9.992007221626409e-16,2.5105874952753572e-14
