time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
963,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
655,2,6,4096,1.0,-0.009999999999999998,0.0,10,0.2,-1.6094274520874023,0.0003,nan,0.0,0.0,1.734723475976807e-18,0.00040089493387260474
556,3,11,6144,1.0,-0.009999999999999998,0.0,20,0.2,-1.6094274520874023,0.0003,nan,0.0,0.0,2.7755575615628914e-17,1.6733034229055032e-16
