time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1160,3.79,-1.6497999999999997,,,,,,,,,,
5,4096,2,801,4.07,-1.5332,-0.023158945486648007,0.2,-0.019530773162841797,0.0003,10,0.0092902975,0.21152964234352112,-2.073586768656969,0.6080371147021651,0.047607421875
8,6144,3,725,4.29,-1.1970999999999998,-0.03691035124938935,0.2,0.011178731918334961,0.0003,20,0.014753655,0.3579791486263275,-2.0542648643255235,0.705797366797924,0.12265625
11,8192,4,690,4.54,-1.12,-0.03942502162535675,0.2,0.02744978666305542,0.0003,30,0.015373994,0.3398617208003998,-2.013869847357273,0.7784466557204723,0.152587890625
15,10240,5,673,4.67,-0.6835000000000001,-0.035699969445704485,0.2,0.01750195026397705,0.0003,40,0.01624816,0.37010353803634644,-1.9607881672680378,0.7773153971880674,0.166552734375
18,12288,6,661,4.8,-0.6648999999999998,-0.033131663672975264,0.2,0.021938204765319824,0.0003,50,0.017493483,0.2925695478916168,-1.9158634588122367,0.684808767028153,0.177001953125
21,14336,7,653,4.86,-0.4863999999999997,-0.026115740012028255,0.2,-0.0040836334228515625,0.0003,60,0.01271024,0.3115980923175812,-1.8682774160057307,0.5618299838155508,0.152001953125
25,16384,8,648,4.84,-0.36679999999999985,-0.0234114333987236,0.2,0.01111137866973877,0.0003,70,0.01476226,0.29390639066696167,-1.8318139661103487,0.48484103246591986,0.176513671875
28,18432,9,643,4.91,-0.18839999999999996,-0.022098738359636626,0.2,-0.002786993980407715,0.0003,80,0.016792756,0.09041865915060043,-1.7982800301164388,0.38300028210505843,0.201953125
31,20480,10,640,4.95,-0.1689,-0.01936293457983993,0.2,0.012218475341796875,0.0003,90,0.015149991,0.11124039441347122,-1.7813152894377708,0.22420483044988943,0.25693359375
35,22528,11,636,4.91,-0.18839999999999996,-0.013864616223145276,0.2,-0.009958863258361816,0.0003,100,0.018391186,0.06967774778604507,-1.7717481955885888,0.18658033575775335,0.21826171875
38,24576,12,634,4.95,-0.26839999999999997,-0.015988289966480808,0.2,0.003489255905151367,0.0003,110,0.020559164,0.1491517573595047,-1.751886061578989,0.22772593211848288,0.25859375
42,26624,13,631,4.97,-0.10940000000000001,-0.012465614196844398,0.2,-0.001591324806213379,0.0003,120,0.016567063,0.04509285092353821,-1.7297373574227095,0.22059430257068016,0.22216796875
45,28672,14,629,4.93,-0.1886,-0.00907550841657212,0.2,0.007627606391906738,0.0003,130,0.020121247,0.06191591918468475,-1.6987635746598244,0.11445127153747307,0.297998046875
48,30720,15,628,4.97,-0.10940000000000001,-0.011085259498213419,0.2,0.0006482601165771484,0.0003,140,0.016122937,-0.004658191464841366,-1.6807740788906813,0.11867944333789637,0.260498046875
52,32768,16,627,5.0,-0.06989999999999999,-0.013153107985272073,0.2,-0.004200577735900879,0.0003,150,0.018168543,0.045854080468416214,-1.6556056898087264,0.08727691228068579,0.261083984375
55,34816,17,626,5.0,-0.06989999999999999,-0.012714601022889838,0.2,-0.01092529296875,0.0003,160,0.017508917,0.004395900294184685,-1.6484321292489768,0.09452336359790933,0.300634765625
58,36864,18,625,4.99,-0.06979999999999997,-0.008234108613396528,0.2,-0.016867995262145996,0.0003,170,0.0236069,-0.013327555730938911,-1.6039947278797626,0.06795216488178539,0.260595703125
62,38912,19,624,4.98,-0.08960000000000001,-0.008502291067270563,0.2,0.0021311044692993164,0.0003,180,0.020372368,0.011305541731417179,-1.5961075954139232,0.059969827406348486,0.298828125
65,40960,20,624,5.0,-0.06989999999999999,-0.004258272372680949,0.2,-0.00865626335144043,0.0003,190,0.022992775,0.009803025051951408,-1.5683660425245762,0.06507041170871161,0.303466796875
68,43008,21,623,4.98,-0.10950000000000003,-0.006955186382401735,0.2,0.000768125057220459,0.0003,200,0.019555697,0.047092147171497345,-1.5696971777826547,0.07769987641304396,0.337548828125
72,45056,22,623,4.99,-0.08970000000000003,-0.0072688918357016515,0.2,-0.010725617408752441,0.0003,210,0.018169247,0.026029370725154877,-1.5639789942651987,0.08166218932128685,0.2982421875
75,47104,23,622,5.0,-0.04999999999999999,-0.011043265258194879,0.2,0.0058495402336120605,0.0003,220,0.030019606,0.018305225297808647,-1.540827290713787,0.05052201718804099,0.298681640625
78,49152,24,622,4.99,-0.06979999999999999,-0.00837573752651224,0.2,-0.0035310983657836914,0.0003,230,0.018847978,-0.027415260672569275,-1.4749866440892219,0.03276157781656366,0.267431640625
82,51200,25,622,4.99,-0.06979999999999997,-0.0036379840021254495,0.2,-0.0012420415878295898,0.0003,240,0.018877294,0.020264826714992523,-1.4368658430874348,0.04473387611656108,0.27099609375
