time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1130,4.04,-1.5727000000000002,,,,,,,,,,
5,4096,2,794,4.3,-1.2170999999999998,-0.022753831994486974,0.2,-0.023951292037963867,0.0003,10,0.007903854,0.2580077350139618,-2.193232974410057,0.7564315705560147,0.037109375
8,6144,3,721,4.36,-0.9987999999999999,-0.03280925583094359,0.2,0.008620202541351318,0.0003,20,0.013281379,0.3270660936832428,-2.1743097580969333,0.7544858273118734,0.109326171875
11,8192,4,686,4.64,-0.922,-0.03787390580982901,0.2,0.04318135976791382,0.0003,30,0.014918043,0.29029253125190735,-2.139157611876726,0.7630160884931684,0.156103515625
15,10240,5,667,4.64,-0.8423999999999999,-0.03412273536087014,0.2,0.00755155086517334,0.0003,40,0.015223989,0.3587779700756073,-2.100310705602169,0.731491145119071,0.153173828125
18,12288,6,657,4.68,-0.5840999999999998,-0.03104280514526181,0.2,0.02187180519104004,0.0003,50,0.01446716,0.25236380100250244,-2.0597361251711845,0.6697508009150624,0.1578125
22,14336,7,649,4.85,-0.3867999999999997,-0.0246018970530713,0.2,0.0005727410316467285,0.0003,60,0.012747523,0.2452629655599594,-2.023872668296099,0.5428347445093096,0.153515625
25,16384,8,645,4.91,-0.48689999999999983,-0.022100433023297228,0.2,0.01229393482208252,0.0003,70,0.014131379,0.23852166533470154,-1.972882040217519,0.43575134249404074,0.194091796875
28,18432,9,640,4.94,-0.22849999999999998,-0.019477865120279603,0.2,-0.010775446891784668,0.0003,80,0.0155912265,0.05040750652551651,-1.9418285973370075,0.34883336671628057,0.223095703125
32,20480,10,637,4.93,-0.26819999999999994,-0.019143456980236805,0.2,-0.0038832426071166992,0.0003,90,0.01958109,0.08482009917497635,-1.9240702640265226,0.24870157266268506,0.264111328125
35,22528,11,635,4.94,-0.28819999999999996,-0.012761513151053805,0.2,-0.0009024143218994141,0.0003,100,0.0186963,0.07934974133968353,-1.905317624658346,0.23018294593202882,0.20791015625
38,24576,12,633,4.96,-0.20879999999999996,-0.01907207715412369,0.2,0.004874467849731445,0.0003,110,0.017273946,0.08489012718200684,-1.888426833972335,0.2455644887755625,0.26796875
42,26624,13,631,4.97,-0.20889999999999997,-0.011948109093646053,0.2,0.002573728561401367,0.0003,120,0.023303986,0.13723313808441162,-1.8717152666300536,0.2163249618606642,0.28720703125
45,28672,14,630,4.94,-0.16879999999999995,-0.01011570253467653,0.2,-0.010627150535583496,0.0003,130,0.017834466,0.05939922854304314,-1.8607541151344775,0.1418749795484473,0.2869140625
48,30720,15,629,5.0,-0.06989999999999999,-0.011547779964166694,0.2,-0.002429366111755371,0.0003,140,0.017786916,0.046648114919662476,-1.8570198874920607,0.1325208845999441,0.26513671875
52,32768,16,627,4.96,-0.1292,-0.009856438206043094,0.2,0.005685985088348389,0.0003,150,0.01846075,0.009106703102588654,-1.8377240955829621,0.060591032426691525,0.28427734375
55,34816,17,626,4.96,-0.10930000000000001,-0.012923411995870993,0.2,-0.0019112825393676758,0.0003,160,0.027583707,0.0323314443230629,-1.8056330882012843,0.1188700609109219,0.340087890625
58,36864,18,625,4.97,-0.10940000000000001,-0.014313523974851704,0.2,-0.005931854248046875,0.0003,170,0.019393528,0.009699657559394836,-1.8070698976516724,0.12860339810686128,0.30771484375
62,38912,19,625,4.97,-0.08950000000000002,-0.008227905553940217,0.2,-0.0011966228485107422,0.0003,180,0.01910415,0.027686940506100655,-1.791831887885928,0.1029328606367926,0.28359375
65,40960,20,624,4.94,-0.14889999999999998,-0.011299079350283136,0.2,-0.0005156993865966797,0.0003,190,0.018333115,0.08837968111038208,-1.7934434253722429,0.12503301785491203,0.2841796875
68,43008,21,623,5.0,-0.0898,-0.01107759055448696,0.2,-0.0025599002838134766,0.0003,200,0.017932473,0.005253812298178673,-1.7995959993451833,0.1185371095136361,0.30888671875
72,45056,22,622,4.94,-0.18869999999999998,-0.007969247475557495,0.2,0.006220519542694092,0.0003,210,0.027004404,0.04345838725566864,-1.7688212916254997,0.07533841226177174,0.338330078125
75,47104,23,621,4.98,-0.1294,-0.012962092980160378,0.2,0.0037728548049926758,0.0003,220,0.020914044,0.0840974748134613,-1.7400207564234733,0.13771234491141512,0.3306640625
79,49152,24,621,4.99,-0.0897,-0.006647176590922755,0.2,-0.016033649444580078,0.0003,230,0.017336467,0.008875166065990925,-1.7190793737769128,0.0837857459566294,0.29833984375
82,51200,25,620,5.0,-0.04999999999999999,-0.007294702887884341,0.2,0.003986239433288574,0.0003,240,0.021487003,0.003965724725276232,-1.7027132391929627,0.04873984177511374,0.345458984375
