timesteps,mean_reward
2048,14.015999959999998
4096,16.71133325
6144,17.96666657
8192,18.861999890000003
10240,21.84133325
12288,24.90599984
14336,25.21466653
16384,25.77866658
2048,14.40666659
4096,17.225333209999995
6144,19.15933325
8192,21.515999910000005
10240,23.94466659
12288,25.3173332
14336,25.00133329
16384,27.22199988
2048,15.193999949999998
4096,17.402666559999997
6144,19.16733328
8192,23.15666657
10240,24.346666549999995
12288,24.48266655
14336,25.24266656
16384,25.543333209999997
2048,15.005333259999995
4096,17.593999899999996
6144,20.39733327
8192,22.6319999
10240,22.92999993
12288,24.24133322
14336,25.56466657
16384,26.84533319
2048,15.63066659
4096,18.52066656
6144,19.950666570000003
8192,21.37399994
10240,23.028666590000004
12288,24.67799992
14336,24.56199987
16384,26.54733317
2048,15.08399991
4096,17.349333270000002
6144,21.05133323
8192,22.156666600000005
10240,24.24866651
12288,24.88466654
14336,25.03133328
16384,28.334666530000003
2048,13.976666580000002
4096,16.39866655
6144,20.01199992
8192,21.407333240000003
10240,21.90799987
12288,23.42133315
14336,24.613333240000006
16384,25.47666651
2048,12.753999919999998
4096,15.537999929999998
6144,19.233333190000003
8192,21.204666530000004
10240,24.073999830000005
12288,23.84066656
14336,25.86399989
16384,25.48266655
2048,14.54333332
4096,16.55199991
6144,18.91666656
8192,23.23999995
10240,22.45666663
12288,24.89133324
14336,26.524666619999994
16384,27.791999890000003
2048,14.092666590000004
4096,17.26933326
6144,17.96333323
8192,21.650666600000005
10240,24.54733326
12288,25.68666655
14336,26.2326666
16384,26.75933326
2048,14.117333280000002
4096,17.18799992
6144,19.47666657
8192,21.311333290000004
10240,23.510666609999998
12288,24.249333319999995
14336,26.939999959999994
16384,27.783999930000004
2048,11.5426666
4096,14.24133325
6144,16.09866661
8192,18.79333326
10240,22.87866662
12288,23.55933324
14336,25.40199997
16384,25.32866661
2048,11.34866656
4096,14.728666590000005
6144,17.7579999
8192,19.82933325
10240,19.89199995
12288,23.73533329
14336,24.96599999
16384,24.51199993
2048,11.65399994
4096,14.12933325
6144,16.91333327
8192,19.99799993
10240,20.54666655
12288,23.28866664000001
14336,25.0593332
16384,25.96666658
2048,13.701999920000002
4096,16.684666580000002
6144,18.3299999
8192,21.85599991
10240,23.4833332
12288,25.51999994
14336,28.94066658
16384,28.32266654000001
2048,13.52733325
4096,16.48133321
6144,18.08733325
8192,21.14333325
10240,25.20999987
12288,25.81999993
14336,26.215333269999995
16384,27.31799991
2048,12.90666659
4096,16.23266651
6144,19.37133326
8192,22.18799987000001
10240,24.06666654
12288,26.69933323
14336,28.27599985000001
16384,26.717333199999995
2048,12.72866661
4096,15.7466666
6144,18.75466658
8192,21.67799987
10240,23.881999930000003
12288,24.29933321
14336,27.194666540000004
16384,28.06799989
2048,12.879999960000005
4096,16.217999879999997
6144,19.03133327
8192,19.54666657
10240,24.35733324
12288,25.115333210000003
14336,25.75333323
16384,28.52799986
2048,12.62733326
4096,16.107999890000002
6144,18.49066654
8192,21.13933323
10240,24.00733325
12288,24.71799995
14336,25.61399988
16384,28.237999900000005
2048,13.7106666
4096,16.55933323
6144,19.03266655
8192,20.997999869999997
10240,23.302666550000005
12288,27.11533319
14336,27.5339999
16384,29.37866651
2048,13.15399995
4096,16.413999899999997
6144,18.49266659
8192,21.02599985
10240,23.69866655
12288,25.73599986
14336,28.335999909999995
16384,28.82733323
2048,13.867999909999996
4096,15.8139999
6144,18.89466657
8192,21.427333240000003
10240,22.805999960000005
12288,25.573333230000003
14336,26.40533323
16384,28.46599987
2048,12.78999988
4096,15.25733321
6144,19.20333325
8192,23.16933329
10240,23.37266653
12288,25.94466652000001
14336,26.99666647
16384,28.23066654
2048,13.1186666
4096,16.266666519999998
6144,18.74533325
8192,21.515999909999994
10240,23.1079999
12288,26.38999985
