time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/loss
1079,-0.17113336999999998,4.77,2048,1,1,,,,,,,,,,
748,-0.24797142999999994,4.74,4096,5,2,-0.02985120073426515,0.5198940059635788,-4.036667320132255,0.2,0.0003,0.027162965,0.317529296875,-0.0048427581787109375,10,0.17157535254955292
676,-0.24844763999999994,4.79,6144,9,3,-0.02880543167993892,0.44526847926899793,-4.0180720195174215,0.2,0.0003,0.020029128,0.355712890625,-0.004462480545043945,20,0.18238644301891327
