time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1057,1,1,4.82,-0.21956190999999997,,,,,,,,,,
4096,690,5,2,4.81,-0.18280951,0.022475718,10,0.2,-0.0063784122467041016,-0.028133197127317544,0.14616645872592926,0.4917283724062145,0.332958984375,0.0003,-4.040836031734943
6144,567,10,3,4.89,0.014195240000000008,0.016863069,20,0.2,-0.0030351877212524414,-0.027921944280387835,0.18005144596099854,0.5337188851553947,0.305029296875,0.0003,-4.033536447584629
8192,556,14,4,4.81,-0.10184288000000002,0.017144121,30,0.2,-0.0022782087326049805,-0.03148224292381201,0.24892568588256836,0.5320234139915556,0.322900390625,0.0003,-4.013043244183064
10240,551,18,5,4.89,0.054576129999999994,0.019469358,40,0.2,-0.00015413761138916016,-0.030752235422551167,0.1986490786075592,0.5069219719618558,0.35048828125,0.0003,-3.9857207126915455
12288,548,22,6,4.65,-0.20739052000000002,0.018191945,50,0.2,0.001490950584411621,-0.028509545262204485,0.14809097349643707,0.5450055423658341,0.312841796875,0.0003,-3.9619390182197094
14336,525,27,7,4.84,0.30502850000000004,0.018492721,60,0.2,0.0013734698295593262,-0.030603964993497358,0.3355543911457062,0.6634772023186087,0.329833984375,0.0003,-3.934713701158762
16384,525,31,8,4.72,-0.010923899999999985,0.01865472,70,0.2,0.0019207596778869629,-0.033450269133754776,0.2722211480140686,0.5205021169502289,0.3763671875,0.0003,-3.89286046102643
18432,526,35,9,4.85,0.17403805000000003,0.015639905,80,0.2,0.004908144474029541,-0.02377977624637424,0.35973596572875977,0.6293442123569548,0.282275390625,0.0003,-3.867316561192274
20480,519,39,10,4.72,0.05703807,0.014714805,90,0.2,0.02688223123550415,-0.023702135864004957,0.5613033175468445,0.747052659932524,0.259130859375,0.0003,-3.8274010635912417
22528,520,43,11,4.76,0.21683329999999998,0.014195318,100,0.2,0.049030303955078125,-0.02031951768003637,0.5538293123245239,0.807774288393557,0.219873046875,0.0003,-3.7817811757326125
24576,519,47,12,4.79,0.35015711999999993,0.017462788,110,0.2,0.07994872331619263,-0.028677644865820185,0.38678568601608276,0.8095640061423183,0.27041015625,0.0003,-3.7378804460167885
26624,520,51,13,4.78,0.45927139999999994,0.019949527,120,0.2,0.10102516412734985,-0.03333621896890691,0.2686797082424164,0.7840898085385561,0.2796875,0.0003,-3.6983171209692953
28672,516,55,14,4.74,0.5690523200000002,0.02166357,130,0.2,0.07496583461761475,-0.03113690290338127,0.2804992198944092,0.7142513769678771,0.26142578125,0.0003,-3.63540006428957
30720,517,59,15,4.8,0.6224190000000001,0.023108063,140,0.2,0.0782691240310669,-0.03590867150342092,0.4787517189979553,0.7992967141792178,0.2734375,0.0003,-3.506548494845629
32768,518,63,16,4.82,0.6340999799999999,0.024110803,150,0.2,0.1114533543586731,-0.03843808570090914,0.3011971116065979,0.7010814452543854,0.324365234375,0.0003,-3.5059052616357804
34816,518,67,17,4.76,0.93663805,0.023173396,160,0.2,0.12776434421539307,-0.04429229422676144,0.1656438261270523,0.5805589527823031,0.38896484375,0.0003,-3.393746217340231
36864,511,72,18,4.83,0.88081422,0.020581711,170,0.2,0.18230068683624268,-0.03877462387899868,0.3172638416290283,0.5925321368034929,0.3650390625,0.0003,-3.2911657825112344
38912,512,75,19,4.94,1.2572047100000001,0.02276669,180,0.2,0.20016390085220337,-0.041498806363961194,0.2647351026535034,0.6683366052806378,0.362548828125,0.0003,-3.226653928309679
40960,513,79,20,4.93,1.1062666200000002,0.019954225,190,0.2,0.29202574491500854,-0.030167197597620543,0.26469576358795166,0.5363757997751236,0.31640625,0.0003,-3.038311041891575
43008,511,84,21,4.94,1.2746618100000002,0.02146112,200,0.2,0.37663042545318604,-0.02534144767851103,0.22551706433296204,0.41281013120897114,0.339013671875,0.0003,-2.9994253553450108
45056,511,88,22,4.88,1.27185706,0.018863663,210,0.2,0.3701719641685486,-0.029478395939804614,0.1780170053243637,0.4673700801562518,0.32626953125,0.0003,-2.966331259161234
47104,512,91,23,4.94,1.36529994,0.01827,220,0.2,0.36214321851730347,-0.02393909059901489,0.21480977535247803,0.5017530435230583,0.25830078125,0.0003,-2.9196282222867014
49152,512,95,24,4.96,1.5271142099999997,0.02255258,230,0.2,0.45989370346069336,-0.020892343244486255,0.04393475130200386,0.39042322118766604,0.273876953125,0.0003,-2.8513261154294014
51200,510,100,25,4.93,1.4157427700000003,0.021510346,240,0.2,0.5673940181732178,-0.025116420701669993,0.09011958539485931,0.2618162001715973,0.29873046875,0.0003,-2.69936812967062
