time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1063,1,1,4.78,-0.25120001999999997,,,,,,,,,,
4096,708,5,2,4.73,-0.15051430999999996,0.016067196,10,0.2,-0.0055539608001708984,-0.02488423998001963,0.23149986565113068,0.6445193670690059,0.232666015625,0.0003,-3.7713468730449677
6144,642,9,3,4.73,-0.017652429999999993,0.017185356,20,0.2,-0.0007202625274658203,-0.025542383393622005,0.25402912497520447,0.6516616601031273,0.2568359375,0.0003,-3.7564391888678075
8192,567,14,4,4.72,-0.01903812999999997,0.018341295,30,0.2,0.0003535747528076172,-0.02973585458530579,0.19428962469100952,0.6099747197702527,0.310302734375,0.0003,-3.728551948070526
10240,562,18,5,4.84,0.05955712,0.014561865,40,0.2,0.0010677576065063477,-0.020684064875240438,0.2649605870246887,0.6608053554780782,0.21416015625,0.0003,-3.6943559728562834
12288,559,21,6,4.74,-0.03657624,0.017166235,50,0.2,0.001108407974243164,-0.02623612644674722,0.19267188012599945,0.710948799084872,0.281201171875,0.0003,-3.6410243839025496
14336,543,26,7,4.75,0.15629044000000003,0.017501496,60,0.2,0.003982841968536377,-0.02343716549803503,0.44614166021347046,0.7611042646691203,0.287646484375,0.0003,-3.580982706695795
16384,543,30,8,4.59,-0.03264769999999999,0.014837022,70,0.2,0.018713831901550293,-0.017339199088019085,0.33103516697883606,0.7950659641996026,0.18056640625,0.0003,-3.561242140829563
18432,542,33,9,4.62,0.10992376999999999,0.016123716,80,0.2,0.034806787967681885,-0.021877671375114004,0.5784119963645935,0.9323222590610385,0.19990234375,0.0003,-3.5390261054039
20480,542,37,10,4.81,0.4446475799999999,0.015838966,90,0.2,0.06772679090499878,-0.02423977206199197,0.38563448190689087,0.8364107048138976,0.24375,0.0003,-3.540411467850208
22528,530,42,11,4.77,0.5359285,0.017209012,100,0.2,0.02089369297027588,-0.027793327884864993,0.3841792643070221,0.8800266092643142,0.2240234375,0.0003,-3.4693142123520375
24576,531,46,12,4.75,0.33003807,0.018201998,110,0.2,0.038910090923309326,-0.03620594750391319,0.4065423011779785,0.8012621914967895,0.282421875,0.0003,-3.422842964529991
26624,532,50,13,4.85,0.7666571000000001,0.017934069,120,0.2,0.08359920978546143,-0.0311823065567296,0.42669200897216797,0.8321904205717147,0.27060546875,0.0003,-3.3716768763959406
28672,532,53,14,4.72,0.82923803,0.0221107,130,0.2,0.08909368515014648,-0.038913988252170385,0.3334190547466278,0.7889079988002777,0.33154296875,0.0003,-3.2539695419371126
30720,524,58,15,4.81,0.83277141,0.021811245,140,0.2,0.17006683349609375,-0.03363066417514347,0.3429475426673889,0.6963026383891702,0.289990234375,0.0003,-3.1193182207643986
32768,525,62,16,4.86,1.1510141900000002,0.019590614,150,0.2,0.26866990327835083,-0.028652454834082165,0.1699913889169693,0.5639382878318429,0.27138671875,0.0003,-3.0729945436120034
34816,526,66,17,4.9,1.1417570899999998,0.019825336,160,0.2,0.3005574941635132,-0.022925087573821657,0.22552189230918884,0.5302455683704466,0.2400390625,0.0003,-2.935890284925699
36864,525,70,18,4.95,1.2432142000000002,0.019218465,170,0.2,0.3260725736618042,-0.021562387382437008,0.36552107334136963,0.48529101982712747,0.24169921875,0.0003,-2.913439355045557
38912,521,74,19,4.88,1.3029189600000002,0.023159878,180,0.2,0.43884724378585815,-0.025064570442191327,0.161739319562912,0.34090932020917536,0.315478515625,0.0003,-2.8762013524770738
40960,522,78,20,4.91,1.22920946,0.025012106,190,0.2,0.4110983610153198,-0.02053842585592065,0.13852332532405853,0.40775898192077875,0.2671875,0.0003,-2.7684068150818346
43008,523,82,21,4.89,1.3571713399999998,0.01832233,200,0.2,0.40407055616378784,-0.02601568422105629,0.17492543160915375,0.4488657401409,0.28720703125,0.0003,-2.7281333297491073
45056,519,86,22,4.95,1.54129989,0.023792673,210,0.2,0.45359963178634644,-0.020833290839800612,0.18441149592399597,0.41537512545473876,0.233251953125,0.0003,-2.646150631457567
47104,521,90,23,4.93,1.5865235999999998,0.020297583,220,0.2,0.5145028829574585,-0.021471958009351512,0.07732060551643372,0.3392708659172058,0.30634765625,0.0003,-2.573872233182192
49152,521,94,24,4.92,1.5293855100000002,0.02163231,230,0.2,0.4966976046562195,-0.022338675166247414,0.11988797783851624,0.3683662438066676,0.282421875,0.0003,-2.492130124568939
51200,522,97,25,4.94,1.6242426500000002,0.019111354,240,0.2,0.44223833084106445,-0.024294261624163482,0.2075861692428589,0.4360911508323625,0.300439453125,0.0003,-2.3361332073807715
