time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.04562859,2,714,4.9,,,,,,,,,,
4096,2,-0.14309448999999996,7,568,4.82,0.10228492319583893,-0.004746794700622559,-4.260923847556114,0.0003,0.3668423760333098,-0.03424240277527133,0.018914156,0.383544921875,10,0.2
6144,3,0.0003047300000000179,11,539,4.87,0.180307999253273,-0.003010272979736328,-4.240557686984539,0.0003,0.41664491067640486,-0.030285879969596863,0.02135948,0.388134765625,20,0.2
8192,4,0.002682500000000001,15,531,4.83,0.2548947334289551,-0.0007520914077758789,-4.224903282523155,0.0003,0.4489176276139915,-0.028032290408737025,0.018553115,0.33173828125,30,0.2
10240,5,0.010083280000000007,19,524,4.87,0.2248973846435547,0.000664830207824707,-4.19854556620121,0.0003,0.48081986806355415,-0.028230269943014717,0.017958278,0.326806640625,40,0.2
12288,6,0.12114997000000001,23,521,4.78,0.18081189692020416,0.00021475553512573242,-4.163128031790256,0.0003,0.443676795065403,-0.033451955395867115,0.019620024,0.39892578125,50,0.2
14336,7,0.15344995999999997,27,519,4.86,0.2539288103580475,0.0006688237190246582,-4.136295375227928,0.0003,0.5849695350974798,-0.028824907797388732,0.02087107,0.340966796875,60,0.2
16384,8,-0.02014292000000003,31,517,4.75,0.10223200917243958,0.0007023215293884277,-4.096071889996528,0.0003,0.5282870115246624,-0.02726441926715779,0.017608058,0.318896484375,70,0.2
