time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1190,1,1,2.77,-1.1421,,,,,,,,,,
4096,844,4,2,2.83,-0.8441999999999997,0.2,0.9205578241497279,10,-0.057762180629651994,0.0003,0.025508761,-0.01971304416656494,0.189697265625,0.3811515271663666,-1.5978638935834168
6144,766,8,3,2.98,-0.28850000000000003,0.2,0.7845338577404618,20,-0.056450854771537703,0.0003,0.031911112,0.007794201374053955,0.186865234375,0.3102794885635376,-1.5458423864096402
