time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,631,3,1,2.98,-0.18899999999999997,,,,,,,,,,
4096,519,7,2,2.96,-0.28829999999999995,0.2,0.32085869829170405,10,-0.009290460179909133,0.0003,0.012762093,-0.014595508575439453,0.12109375,0.1066017746925354,-3.2491762772202493
6144,486,12,3,2.97,-0.30829999999999996,0.2,0.3628889549057931,20,-0.016702423404785803,0.0003,0.016331736,-0.005144238471984863,0.205322265625,0.1817828118801117,-3.2372148245573045
