time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.07424843999999997,1,1052,4.86,,,,,,,,,,
4096,2,-0.05330397999999997,6,668,4.83,0.020650185644626617,-0.0026285648345947266,-4.50367333739996,0.0003,0.33028775851707903,-0.036700247356202455,0.020531774,0.461669921875,10,0.2
6144,3,-0.08121115999999999,10,590,4.85,0.07364946603775024,-0.0002338886260986328,-4.484359472990036,0.0003,0.29967477093450723,-0.033569191490823866,0.020190656,0.43037109375,20,0.2
8192,4,0.011065070000000005,14,561,4.87,0.13827401399612427,-0.00017726421356201172,-4.4666056975722315,0.0003,0.30009662129450587,-0.03743277833564207,0.019820536,0.437548828125,30,0.2
10240,5,-0.08521828999999997,18,545,4.79,0.23158274590969086,4.780292510986328e-05,-4.443670386075974,0.0003,0.34352003945969045,-0.03253375690037501,0.019625053,0.410009765625,40,0.2
12288,6,0.13058331,23,533,4.9,0.23011702299118042,-0.00016236305236816406,-4.407871182262897,0.0003,0.4664491995703429,-0.03251513126742793,0.020579133,0.377783203125,50,0.2
14336,7,0.25655234,27,525,4.93,0.2024633288383484,-0.00011742115020751953,-4.366376726329326,0.0003,0.4774392388295382,-0.03607928715719026,0.01982931,0.4111328125,60,0.2
16384,8,0.17314599,31,521,4.87,0.1316062957048416,0.00011932849884033203,-4.3274105221033095,0.0003,0.4301601966843009,-0.033273266239848456,0.018685738,0.37392578125,70,0.2
