time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1162,3.4,-1.9842000000000002,,,,,,,,,,
5,4096,2,807,3.65,-1.9071000000000005,-0.027873593634285498,0.2,-0.26329994201660156,0.0003,10,0.014927379,0.024106496945023537,-1.6016644194722176,0.18969849460117985,0.127734375
8,6144,3,734,4.21,-1.5942999999999998,-0.03894445605983492,0.2,0.0020353198051452637,0.0003,20,0.022715993,0.10180170834064484,-1.5557177923619747,0.3389340173220262,0.2455078125
11,8192,4,703,4.4,-1.4171,-0.050278854338102974,0.2,0.027338624000549316,0.0003,30,0.021983922,0.29302334785461426,-1.4754450373351573,0.6046878945082426,0.257275390625
14,10240,5,685,4.6,-0.8818,-0.051051399181596936,0.2,0.019094347953796387,0.0003,40,0.022093255,0.29616981744766235,-1.3661288231611253,0.7422378113493323,0.255224609375
18,12288,6,674,4.85,-0.48629999999999995,-0.04350848042522557,0.2,0.02897179126739502,0.0003,50,0.028883139,0.3511146306991577,-1.2319569900631904,0.7537869140505791,0.157470703125
21,14336,7,667,4.86,-0.38689999999999986,-0.02605034487787634,0.2,0.007280945777893066,0.0003,60,0.015243802,0.3008838891983032,-1.1153533659875392,0.5494443868286908,0.110107421875
24,16384,8,660,4.94,-0.20859999999999995,-0.02259348130028229,0.2,0.017337560653686523,0.0003,70,0.012038929,0.20187965035438538,-1.0583596235141157,0.43428122540935876,0.1111328125
28,18432,9,656,4.92,-0.2681,-0.017691669272608124,0.2,0.00027108192443847656,0.0003,80,0.01316757,0.1560094952583313,-0.9976128812879324,0.3126552833942696,0.13828125
31,20480,10,652,4.92,-0.1686,-0.014111809647874906,0.2,-0.001384139060974121,0.0003,90,0.012132421,0.06714251637458801,-0.9816841751337051,0.21012680068961345,0.1759765625
34,22528,11,649,5.0,-0.06989999999999999,-0.01352188103046501,0.2,-0.014195919036865234,0.0003,100,0.01128426,0.028350193053483963,-0.9769558787345887,0.1659992368047824,0.1544921875
37,24576,12,647,4.98,-0.10950000000000001,-0.010031556971080135,0.2,0.003123342990875244,0.0003,110,0.013801538,0.026663213968276978,-0.9639523927122354,0.09939670291259972,0.1796875
41,26624,13,644,4.93,-0.12890000000000001,-0.00906881055852864,0.2,-0.0027669668197631836,0.0003,120,0.01300857,0.021117471158504486,-0.9548142071813345,0.0849484129648772,0.191943359375
44,28672,14,643,5.0,-0.04999999999999999,-0.007904824314755388,0.2,0.008535802364349365,0.0003,130,0.010398183,0.009840253740549088,-0.9457391772419215,0.02883995206839245,0.214697265625
47,30720,15,641,4.98,-0.1294,-0.007819473260315134,0.2,-0.0005166530609130859,0.0003,140,0.016025404,-0.0032167495228350163,-0.9353014837950469,0.03170924103778816,0.1939453125
51,32768,16,640,4.97,-0.08950000000000001,-0.007440979406237602,0.2,0.0017551183700561523,0.0003,150,0.01282315,0.030631277710199356,-0.9218465756624937,0.05779588714458441,0.167236328125
54,34816,17,639,4.98,-0.08960000000000001,-0.007140001599327661,0.2,-0.007680058479309082,0.0003,160,0.014657574,0.0065886955708265305,-0.8777191074565053,0.037013155267572984,0.19267578125
57,36864,18,636,5.0,-0.04999999999999999,-0.009216254242346622,0.2,0.00428694486618042,0.0003,170,0.014873827,-0.02538241818547249,-0.8436508661136031,0.02810021067261914,0.20634765625
61,38912,19,635,4.97,-0.12929999999999997,-0.010047791650868021,0.2,0.008199095726013184,0.0003,180,0.021880228,-0.0032882518135011196,-0.8549432599917054,0.02067450378738158,0.21171875
64,40960,20,634,4.99,-0.12949999999999995,-0.01054157494654646,0.2,0.007955670356750488,0.0003,190,0.014230849,-0.02578512206673622,-0.8783981518819928,0.04567078778381983,0.2134765625
67,43008,21,633,4.99,-0.1096,-0.005517275031161261,0.2,-0.0063817501068115234,0.0003,200,0.014956089,-0.00613754615187645,-0.8646073572337627,0.04003881633464061,0.185009765625
71,45056,22,633,4.99,-0.06979999999999999,-0.013564004152431152,0.2,0.003674805164337158,0.0003,210,0.014624586,0.026350542902946472,-0.8417269049212337,0.05564990958582712,0.271923828125
74,47104,23,632,5.0,-0.04999999999999999,-0.004874192559509538,0.2,-0.0029494762420654297,0.0003,220,0.013090189,0.08437596261501312,-0.8291955145075918,0.03580593780604886,0.181640625
77,49152,24,632,5.0,-0.04999999999999999,-0.00805291803117143,0.2,0.018857240676879883,0.0003,230,0.018959899,-0.01398034580051899,-0.8163682093843818,0.016651956050770876,0.266455078125
80,51200,25,632,5.0,-0.06989999999999996,-0.005471658421447501,0.2,0.3305663466453552,0.0003,240,0.016636414,-0.01509117055684328,-0.7858577679842711,3.192703222509863e-05,0.15166015625
