rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction
-0.20849999999999994,1099,1,4.93,1,2048,,,,,,,,,,
-0.3861999999999998,726,2,4.79,5,4096,0.2,-4.3024625211954115,-0.02751850726781413,-0.03171825408935547,0.0003,0.28728809314779935,0.018632676,10,0.06762585043907166,0.384326171875
-0.3473999999999997,649,3,4.89,9,6144,0.2,-4.2908822894096375,-0.02622041097492911,0.0001423358917236328,0.0003,0.3488136185333133,0.01834269,20,0.10145999491214752,0.336767578125
