time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,999,2,1,4.9,-0.23470874000000003,,,,,,,,,,
4096,556,7,2,4.87,-0.03812860000000001,0.020647714,10,0.2,-0.00409698486328125,-0.03220965063810581,0.08280788362026215,0.34597350349649786,0.3986328125,0.0003,-4.567756728827954
6144,530,11,3,4.87,-0.10091748,0.019089092,20,0.2,-0.0009008646011352539,-0.03824393846443854,0.09753837436437607,0.40788136222399773,0.414453125,0.0003,-4.547269356250763
8192,520,15,4,4.86,-0.03205635999999998,0.020404011,30,0.2,-0.0003123283386230469,-0.03834430630158749,0.025635935366153717,0.32495727099012583,0.453515625,0.0003,-4.522542609274387
10240,500,20,5,4.85,0.039784120000000006,0.021060362,40,0.2,0.0002288818359375,-0.0414488719048677,0.1787148118019104,0.32835796468425543,0.4841796875,0.0003,-4.498965606093407
12288,499,24,6,4.79,0.023928520000000026,0.019708257,50,0.2,0.00016361474990844727,-0.03508039173029829,0.08505991846323013,0.4212305677589029,0.399755859375,0.0003,-4.472755064070225
14336,498,28,7,4.87,0.01084518000000001,0.019693302,60,0.2,3.135204315185547e-05,-0.0390401392505737,0.24392874538898468,0.47525955862365665,0.418310546875,0.0003,-4.4303950920701025
16384,497,32,8,4.9,0.16869996,0.018757198,70,0.2,-4.4226646423339844e-05,-0.027991089738497975,0.17747282981872559,0.4416842081118375,0.359521484375,0.0003,-4.397606357932091
18432,483,38,9,4.8,0.05781027999999999,0.018727444,80,0.2,0.00028777122497558594,-0.031184650473005605,0.3178689479827881,0.43738815109245477,0.370556640625,0.0003,-4.336243481934071
20480,484,42,10,4.84,0.24958564000000003,0.018168673,90,0.2,0.001100778579711914,-0.02820533833146328,0.3116590082645416,0.6011020388454199,0.321533203125,0.0003,-4.290577939152717
22528,484,46,11,4.81,0.23822611999999996,0.018071903,100,0.2,0.0032592415809631348,-0.029561774169269483,0.2558332681655884,0.5339001302141696,0.32353515625,0.0003,-4.222188426554203
24576,476,51,12,4.85,0.42317371000000004,0.018034993,110,0.2,0.014246940612792969,-0.026753487656242213,0.4937553107738495,0.5881752754095941,0.30146484375,0.0003,-4.188080607354641
26624,478,55,13,4.83,0.45744439,0.017853409,120,0.2,0.04590100049972534,-0.025985239943838678,0.3728031814098358,0.6878541729412972,0.29658203125,0.0003,-4.106008823215961
28672,479,59,14,4.7,0.20922611000000002,0.01929911,130,0.2,0.0820663571357727,-0.030293102575524245,0.28789734840393066,0.6859054875560104,0.345458984375,0.0003,-4.068426783382892
30720,474,64,15,4.72,0.07006658,0.018148452,140,0.2,0.0977669358253479,-0.02102429406513693,0.4509246051311493,0.7772418648935855,0.259814453125,0.0003,-4.098315975069999
32768,474,69,16,4.66,0.19450867000000002,0.017313644,150,0.2,0.10618025064468384,-0.019127502162882594,0.36211004853248596,0.6823716450482606,0.26015625,0.0003,-4.125471260398626
34816,475,73,17,4.78,0.3195792800000001,0.015082976,160,0.2,0.0926903486251831,-0.0186118599071051,0.2908210754394531,0.6930646291933954,0.22685546875,0.0003,-4.133919036388397
36864,476,77,18,4.81,0.20586029000000003,0.019430919,170,0.2,0.07315677404403687,-0.030646496552799364,0.23861479759216309,0.6853002569638192,0.288818359375,0.0003,-4.1264387458562855
38912,472,82,19,4.94,0.5252657900000001,0.019247435,180,0.2,0.059906721115112305,-0.03757547577988589,0.3773351013660431,0.7293131379410625,0.322216796875,0.0003,-4.069015721231699
40960,473,86,20,4.77,0.4829634299999999,0.019678416,190,0.2,0.08925199508666992,-0.03898599187959917,0.219871386885643,0.6224040936678648,0.307421875,0.0003,-3.9742763452231884
43008,472,91,21,4.81,0.5675427799999999,0.018995002,200,0.2,0.08996415138244629,-0.037411053525283934,0.32026323676109314,0.5910371924750507,0.314208984375,0.0003,-3.9375409983098506
45056,469,95,22,4.89,0.77723962,0.019163135,210,0.2,0.13018649816513062,-0.03971251004404621,0.21256092190742493,0.6786041107028723,0.31591796875,0.0003,-3.8671101607382297
47104,470,100,23,4.88,0.8085142199999998,0.02021806,220,0.2,0.20591574907302856,-0.03681451821757946,0.16808158159255981,0.5941431762650609,0.31123046875,0.0003,-3.7763939328491687
49152,471,104,24,4.87,0.94597696,0.022314833,230,0.2,0.22051268815994263,-0.03666903090634151,0.22780786454677582,0.5997212408110499,0.36826171875,0.0003,-3.712624613940716
51200,472,108,25,4.87,0.8709253400000001,0.019679055,240,0.2,0.3029906153678894,-0.027352672899723984,0.35668203234672546,0.4335166724864393,0.320849609375,0.0003,-3.6224719516932966
