time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,7,4.88,268,-0.17776670999999997,2048,,,,,,,,,,
2,12,4.89,322,-0.22600001,4096,0.430419921875,10,0.34063496347516775,0.2,-4.48226805627346,-0.03632691602142586,0.01895291,-0.0032372474670410156,0.20284178853034973,0.0003
3,24,4.95,246,-0.04190000999999999,6144,0.434521484375,20,0.36316503449343146,0.2,-4.46823998093605,-0.03673465763713466,0.019612009,-0.0009251832962036133,0.06375649571418762,0.0003
4,29,4.85,275,-0.14763335999999996,8192,0.422314453125,30,0.3423260685289279,0.2,-4.4612015441060064,-0.03189265164110111,0.019341592,-0.0002410411834716797,0.10026868432760239,0.0003
5,41,4.98,247,-0.0032666799999999507,10240,0.375,40,0.43926801029592755,0.2,-4.436841870844364,-0.03082583599316422,0.018649295,0.0003636479377746582,0.15790575742721558,0.0003
6,48,4.84,255,-0.16016669999999997,12288,0.460986328125,50,0.28334432481788097,0.2,-4.404183425009251,-0.0354254438301723,0.021961693,8.45789909362793e-05,0.0839894562959671,0.0003
7,57,4.9,250,0.05533330000000001,14336,0.348046875,60,0.455041756760329,0.2,-4.384040492773056,-0.02920292860799236,0.018763736,0.0002644658088684082,0.2705082297325134,0.0003
8,68,4.8,240,-0.031400030000000016,16384,0.41689453125,70,0.4496475293301046,0.2,-4.3626508340239525,-0.0350174919643905,0.022910286,0.0004239082336425781,0.1579817235469818,0.0003
