time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
1025,4.88,-0.10885079000000002,1,2048,1,,,,,,,,,,
553,4.95,-0.09305079999999999,2,4096,7,0.410498046875,0.019861367,0.32785669589648025,10,0.2,0.14563333988189697,-0.03340094494924415,-0.0074961185455322266,0.0003,-4.505798897147178
519,4.92,-0.03968890999999999,3,6144,11,0.47646484375,0.021826142,0.2936150674591772,20,0.2,0.0245785154402256,-0.03599849384481786,0.0008920431137084961,0.0003,-4.480366459488868
501,4.88,-0.03143016,4,8192,16,0.422509765625,0.019337941,0.3334902707953006,30,0.2,0.15325458347797394,-0.031223549944843398,-0.00027871131896972656,0.0003,-4.468518553674221
482,4.87,0.03994921000000003,5,10240,21,0.437646484375,0.020776499,0.34642760150600227,40,0.2,0.14093495905399323,-0.03798759301425889,-0.00039958953857421875,0.0003,-4.443524968624115
480,4.87,0.0809238,6,12288,25,0.444140625,0.019929174,0.3446139441803098,50,0.2,0.1817791908979416,-0.0415914930679719,-1.3232231140136719e-05,0.0003,-4.4298962846398355
480,4.74,-0.03079762999999998,7,14336,29,0.386767578125,0.019435477,0.3487617053091526,60,0.2,0.15372154116630554,-0.031042461429024115,-0.00026106834411621094,0.0003,-4.400140711665154
480,4.81,0.09194361999999998,8,16384,34,0.41455078125,0.01919686,0.5518155478406698,70,0.2,0.23174749314785004,-0.0367319489014335,0.0003421902656555176,0.0003,-4.360307964682579
468,4.77,0.09897616000000005,9,18432,39,0.38564453125,0.019909114,0.3993613717611879,80,0.2,0.166477233171463,-0.03485989661130588,0.0009741783142089844,0.0003,-4.325005075335502
468,4.82,0.26354043,10,20480,43,0.365869140625,0.018659385,0.4983835165854543,90,0.2,0.16275882720947266,-0.03172643416182837,0.0018042922019958496,0.0003,-4.276000252366066
468,4.82,0.24726979,11,22528,48,0.323681640625,0.01832634,0.5373468430712819,100,0.2,0.22857961058616638,-0.02735899079343653,0.007812857627868652,0.0003,-4.204134334623814
462,4.67,0.05618091000000001,12,24576,53,0.245361328125,0.016169343,0.6080995546653867,110,0.2,0.1421680897474289,-0.01951852161582792,0.027626514434814453,0.0003,-4.145213912427425
463,4.79,0.29754679,13,26624,57,0.269091796875,0.016541459,0.6862207657657564,120,0.2,0.5033525824546814,-0.022765187156619505,0.055490076541900635,0.0003,-4.126116807758808
465,4.75,0.26644042,14,28672,61,0.32587890625,0.018666126,0.5984329267404973,130,0.2,0.2749355137348175,-0.028557690838351846,0.04804635047912598,0.0003,-4.083213908970356
461,4.77,0.29966982000000003,15,30720,66,0.304736328125,0.01802369,0.7254285822622478,140,0.2,0.2843739986419678,-0.024769052684132476,0.08096671104431152,0.0003,-4.104940922558308
462,4.7,0.25492457999999996,16,32768,70,0.2720703125,0.016136412,0.6851865375414491,150,0.2,0.28302669525146484,-0.027236375243228396,0.10193526744842529,0.0003,-4.05521570071578
463,4.82,0.47253642000000007,17,34816,75,0.25126953125,0.017243821,0.7216292001307011,160,0.2,0.26315999031066895,-0.028641679843713064,0.0979773998260498,0.0003,-4.011010345071554
463,4.83,0.4746523300000001,18,36864,79,0.29208984375,0.01877877,0.7506201010197401,170,0.2,0.3699439764022827,-0.03727139034017455,0.10775446891784668,0.0003,-3.958502601087093
460,4.88,0.80930075,19,38912,84,0.294482421875,0.019152883,0.6823437547311186,180,0.2,0.24112960696220398,-0.04001837979449192,0.12019145488739014,0.0003,-3.869467116892338
461,4.77,0.82919917,20,40960,88,0.313916015625,0.021113247,0.5036585250869393,190,0.2,0.15396013855934143,-0.03180864687165012,0.21212685108184814,0.0003,-3.765411861985922
462,4.83,0.89861348,21,43008,92,0.339404296875,0.02110887,0.5094385528471321,200,0.2,0.16442576050758362,-0.03525464422564255,0.26224321126937866,0.0003,-3.6897957272827626
459,4.85,0.8494761399999998,22,45056,98,0.317724609375,0.019872999,0.5005359991919249,210,0.2,0.1769391894340515,-0.02498359533055918,0.2737126350402832,0.0003,-3.589685654640198
459,4.93,1.0347634399999999,23,47104,102,0.2931640625,0.018649139,0.4788875432219356,220,0.2,0.12819825112819672,-0.02086393398058135,0.31941932439804077,0.0003,-3.616661123931408
459,4.9,1.07616504,24,49152,106,0.3525390625,0.019290082,0.47988621653057634,230,0.2,0.26644256711006165,-0.02906377278704895,0.29961979389190674,0.0003,-3.579085077345371
458,4.92,1.1581927699999999,25,51200,111,0.284228515625,0.018702345,0.46350854309275746,240,0.2,0.3047356605529785,-0.021875356911914424,0.33585578203201294,0.0003,-3.5154451690614223
