time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
946,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
591,2,6,4096,1.0,-0.009999999999999998,0.052450128,10,0.2,-1.5675404641777277,0.0003,nan,0.7315621487796307,0.250830078125,0.7237886786460876,0.0021460802831943728
566,3,10,6144,1.0,-0.009999999999999998,8.224402e-05,20,0.2,-1.5427273765206337,0.0003,nan,0.0,0.0,1.734723475976807e-16,2.071910351619799e-16
