time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,607,3,1,3.0,-0.06979999999999999,,,,,,,,,,
4096,496,8,2,3.0,-0.04990000000000002,0.2,0.09243915554775413,10,-0.027132280031219126,0.0003,0.019594394,-0.014264822006225586,0.36826171875,0.000977819785475731,-4.461740249395371
6144,465,13,3,2.99,-0.10949999999999994,0.2,0.1466170613246504,20,-0.029102802003035323,0.0003,0.019976743,0.0007659196853637695,0.44404296875,0.021112527698278427,-4.451157748699188
