time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1156,3.49,-1.8657,,,,,,,,,,
5,4096,2,808,3.84,-1.8492999999999997,-0.035350102225493174,0.2,-0.12048280239105225,0.0003,10,0.021124564,0.04001390188932419,-1.599753811955452,0.3528843710606452,0.1576171875
8,6144,3,737,4.08,-1.6925,-0.03540261539747007,0.2,-0.000748753547668457,0.0003,20,0.020491187,0.09746246784925461,-1.552718459814787,0.28515196808148174,0.2263671875
11,8192,4,705,4.54,-1.3588000000000002,-0.04963486677152105,0.2,0.02737581729888916,0.0003,30,0.025463402,0.23679131269454956,-1.468338930606842,0.577723061479628,0.25068359375
14,10240,5,687,4.65,-1.0017,-0.04913593140663579,0.2,0.012962698936462402,0.0003,40,0.021118918,0.32788729667663574,-1.3390545193105936,0.7606877582147717,0.251904296875
18,12288,6,676,4.83,-0.44629999999999986,-0.0424767338699894,0.2,0.013218820095062256,0.0003,50,0.028448746,0.41439661383628845,-1.2215625170618296,0.7691789297387004,0.177685546875
21,14336,7,668,4.9,-0.24799999999999994,-0.030172175234474706,0.2,0.0030440092086791992,0.0003,60,0.016101282,0.22805684804916382,-1.106934562884271,0.5435868399217725,0.153515625
24,16384,8,663,4.99,-0.22899999999999995,-0.021526059732423164,0.2,-0.007340431213378906,0.0003,70,0.01253202,0.1301078200340271,-1.052015221491456,0.3753283449448645,0.147509765625
27,18432,9,658,4.98,-0.1692,-0.017174516490194948,0.2,-0.008238077163696289,0.0003,80,0.0128329275,0.11587589979171753,-1.0135846914723516,0.23824400565354154,0.161767578125
31,20480,10,655,4.95,-0.1689,-0.01136703167721862,0.2,-0.007577776908874512,0.0003,90,0.013197024,0.08531530946493149,-0.9682332513853907,0.13526542448962572,0.147705078125
34,22528,11,651,4.99,-0.1693,-0.014559731757617555,0.2,0.004014849662780762,0.0003,100,0.010552092,0.0623958557844162,-0.9535423371940851,0.19252635177981575,0.167041015625
37,24576,12,648,4.96,-0.12919999999999998,-0.007525178749347106,0.2,-0.011433839797973633,0.0003,110,0.012897328,0.13612690567970276,-0.940611151792109,0.13115858839373687,0.152734375
41,26624,13,647,4.97,-0.14919999999999997,-0.007679737859871238,0.2,0.004069924354553223,0.0003,120,0.0077067944,0.026022786274552345,-0.9289282266050577,0.07505228296131464,0.144775390625
44,28672,14,644,5.0,-0.04999999999999999,-0.008563136518932878,0.2,-0.0019763708114624023,0.0003,130,0.01599723,0.033506762236356735,-0.9145531682297587,0.08128627989917732,0.203857421875
47,30720,15,643,5.0,-0.06989999999999999,-0.01014952621771954,0.2,-0.019269824028015137,0.0003,140,0.020489855,0.0034334473311901093,-0.8868031676858663,0.03562993469486173,0.21005859375
51,32768,16,641,4.99,-0.10959999999999999,-0.004680687290965579,0.2,0.002978205680847168,0.0003,150,0.010908912,0.06724977493286133,-0.901527384109795,0.04073709896256332,0.15146484375
54,34816,17,640,4.99,-0.06979999999999999,-0.008412542237783783,0.2,0.015883982181549072,0.0003,160,0.010195629,0.021430272608995438,-0.9051117248833179,0.04540599230044791,0.17451171875
57,36864,18,639,5.0,-0.06989999999999999,-0.006608698080526665,0.2,-0.023980140686035156,0.0003,170,0.016431998,-0.02678840048611164,-0.8925984159111977,0.012981752156997572,0.201806640625
60,38912,19,638,5.0,-0.06989999999999999,-0.007348972873296588,0.2,0.0032914280891418457,0.0003,180,0.02145473,-0.016752267256379128,-0.8763986673206091,0.029495201218287546,0.19697265625
64,40960,20,636,4.99,-0.08970000000000003,-0.008590671373531223,0.2,0.006193041801452637,0.0003,190,0.015249908,-0.03223538398742676,-0.868323527276516,0.05701799762587143,0.19189453125
67,43008,21,636,4.98,-0.06969999999999997,-0.005449296614096965,0.2,-0.01069784164428711,0.0003,200,0.013935333,0.0269367266446352,-0.8564018739387393,0.014288342133886545,0.16728515625
70,45056,22,635,5.0,-0.04999999999999999,-0.005121138966933359,0.2,0.015914976596832275,0.0003,210,0.019716546,0.0010372456163167953,-0.8593494484201074,0.022755681557919162,0.229736328125
74,47104,23,635,4.99,-0.08970000000000003,-0.005072018757346086,0.2,0.014462053775787354,0.0003,220,0.011623587,-0.009153022430837154,-0.8269074393436313,0.0065562469610085826,0.186328125
77,49152,24,634,4.99,-0.06979999999999999,-0.00552572439191863,0.2,0.014789879322052002,0.0003,230,0.010837826,-0.0307529978454113,-0.8098320515826345,0.029216977292207957,0.1658203125
80,51200,25,634,5.0,-0.04999999999999999,-0.002156423013366293,0.2,0.01669532060623169,0.0003,240,0.013853423,0.03602484613656998,-0.8107836214825511,0.023072693494839314,0.139111328125
