time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1126,1,1,2.84,-0.904,,,,,,,,,,
4096,815,5,2,2.93,-0.6859999999999999,0.2,0.8949944278225302,10,-0.05705693339114078,0.0003,0.025389403,-0.054393649101257324,0.170654296875,0.37438854575157166,-1.5979513213038445
6144,751,8,3,2.91,-0.40720000000000006,0.2,0.7802289510145783,20,-0.051748146495083344,0.0003,0.025629371,0.004778265953063965,0.15390625,0.34360602498054504,-1.5403517451137305
