time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_range
12288,6,238,4.8,51,24.29933321,0.0003,50,74.69779412746429,1.5497207641601562e-06,0.4078125,-4.8563215881586075,-0.04588041335809976,0.021736395,38.355106353759766,0.2
14336,7,236,4.87,60,27.194666540000004,0.0003,60,79.65078135728837,2.384185791015625e-06,0.3630859375,-4.7600112646818165,-0.03959897937020287,0.020978613,39.73506164550781,0.2
16384,8,237,4.89,69,28.06799989,0.0003,70,90.09889293909073,3.993511199951172e-06,0.327001953125,-4.644148172438145,-0.034722899977350605,0.01663988,33.40740966796875,0.2
2048,1,800,4.84,2,12.879999960000003,0.0003,80,93.7134528875351,1.0967254638671875e-05,0.3587890625,-4.53290589749813,-0.03453440462762956,0.021036081,52.64800262451172,0.2
4096,2,392,4.95,10,16.217999879999997,0.0003,10,27.181809419393538,-0.0005328655242919922,0.4849609375,-5.318132942914962,-0.06938028572185431,0.03282555,10.522214889526367,0.2
6144,3,301,4.95,20,19.03133327,0.0003,20,43.28382884263992,1.7940998077392578e-05,0.525634765625,-5.235308562219143,-0.06741263346630148,0.027060132,17.520660400390625,0.2
8192,4,254,4.8,32,19.54666657,0.0003,30,54.22315772771835,6.377696990966797e-06,0.51630859375,-5.131817808747291,-0.05941263812710531,0.027058536,28.694339752197266,0.2
10240,5,267,4.9,38,24.35733324,0.0003,40,61.06576346158981,3.6954879760742188e-06,0.50048828125,-5.0197207689285275,-0.057708388139144515,0.025062311,22.005661010742188,0.2
12288,6,239,4.88,51,25.115333210000003,0.0003,50,73.12296689748764,1.1324882507324219e-05,0.388818359375,-4.880997365713119,-0.04555255278974073,0.021403149,37.697811126708984,0.2
14336,7,226,4.86,63,25.753333229999996,0.0003,60,80.61483795642853,5.4836273193359375e-06,0.368798828125,-4.741379721462726,-0.036939728299330454,0.0217133,38.60988235473633,0.2
16384,8,226,4.95,72,28.52799986,0.0003,70,90.6305463552475,2.4259090423583984e-05,0.327587890625,-4.637565435469151,-0.03320031171460869,0.01794174,45.933406829833984,0.2
2048,1,849,4.92,2,12.62733326,0.0003,80,95.42558825016022,0.0004439353942871094,0.3349609375,-4.540723909437657,-0.03396691975358408,0.018288834,45.4677734375,0.2
4096,2,283,4.98,14,16.107999890000002,0.0003,10,28.02965118288994,0.0004419088363647461,0.478759765625,-5.34949246942997,-0.06924504060298205,0.031895336,15.276097297668457,0.2
6144,3,275,4.95,22,18.49066654,0.0003,20,40.90653637647629,-8.344650268554688e-07,0.49345703125,-5.26512500345707,-0.0664958531386219,0.025155175,18.815185546875,0.2
8192,4,252,4.86,32,21.13933323,0.0003,30,52.050291097164155,8.404254913330078e-06,0.5037109375,-5.179615592956543,-0.06455691555456725,0.024546392,29.89183807373047,0.2
10240,5,231,4.96,44,24.00733325,0.0003,40,62.22656943798065,1.1920928955078125e-07,0.566357421875,-5.066712383925915,-0.06901305779756513,0.026099574,30.23089599609375,0.2
12288,6,241,4.83,50,24.71799995,0.0003,50,67.56324281692505,2.5033950805664062e-06,0.478125,-4.9258398622274395,-0.05198453525372315,0.025028575,20.83917999267578,0.2
14336,7,230,4.82,62,25.61399988,0.0003,60,82.528147149086,3.5762786865234375e-07,0.39150390625,-4.801043890416622,-0.04574881593580358,0.02221419,36.87538528442383,0.2
16384,8,220,4.85,74,28.237999900000005,0.0003,70,87.6608868598938,1.7881393432617188e-07,0.354736328125,-4.673979261517525,-0.03266034796979511,0.02155156,55.369468688964844,0.2
2048,1,455,4.97,4,13.7106666,0.0003,80,92.27650977373123,2.384185791015625e-07,0.327294921875,-4.574057950079441,-0.02964202646253398,0.019638877,44.328433990478516,0.2
4096,2,276,4.98,14,16.55933323,0.0003,10,29.538751024007798,7.510185241699219e-05,0.504638671875,-5.439920856058597,-0.07139162073726765,0.03137014,17.42054557800293,0.2
6144,3,227,4.97,26,19.03266655,0.0003,20,40.907206213474275,2.7298927307128906e-05,0.54501953125,-5.359193673729896,-0.07241080339590553,0.030144924,21.957717895507812,0.2
8192,4,228,4.95,35,20.997999869999994,0.0003,30,55.59843982458115,4.172325134277344e-07,0.493505859375,-5.258511164784432,-0.059957996250886936,0.027753696,29.742122650146484,0.2
10240,5,228,4.93,44,23.302666550000005,0.0003,40,64.37955763339997,2.384185791015625e-07,0.5205078125,-5.1342134237289425,-0.060476647908217274,0.027296318,31.961336135864258,0.2
12288,6,216,4.93,56,27.11533319,0.0003,50,71.84929209947586,0.0,0.4103515625,-4.993429034948349,-0.04811584097915329,0.02179495,29.692888259887695,0.2
14336,7,213,4.91,66,27.533999899999998,0.0003,60,85.33689353466033,0.0,0.34111328125,-4.867843122780323,-0.03775483038043603,0.022575859,34.11315155029297,0.2
16384,8,218,4.89,75,29.37866651,0.0003,70,90.34287543296814,0.0,0.331103515625,-4.735990753769874,-0.03638981428230181,0.02088306,46.94142150878906,0.2
2048,1,838,4.96,2,13.15399995,0.0003,80,98.05265196561814,0.0,0.320751953125,-4.630183869600296,-0.03378243628249038,0.019697176,45.77021789550781,0.2
4096,2,361,4.97,11,16.413999899999997,0.0003,10,28.920845663547517,-0.00025916099548339844,0.49072265625,-5.498649860918522,-0.07064997918496374,0.030036926,17.264060974121094,0.2
6144,3,297,4.92,20,18.492666590000002,0.0003,20,44.25509621500969,3.5762786865234375e-07,0.5041015625,-5.423941963911057,-0.06648842124559451,0.025867341,24.658029556274414,0.2
8192,4,250,4.97,32,21.02599985,0.0003,30,51.205433869361876,1.7881393432617188e-07,0.594873046875,-5.331067821383476,-0.07181107561918906,0.026579626,24.85226058959961,0.2
10240,5,239,4.92,42,23.69866655,0.0003,40,59.89412868022919,1.1920928955078125e-07,0.50986328125,-5.220717176795006,-0.059304037591209634,0.02431593,30.785354614257812,0.2
12288,6,241,4.94,50,25.735999859999996,0.0003,50,69.37514795064926,0.0,0.442333984375,-5.10208320915699,-0.04701817602326628,0.022709485,29.493520736694336,0.2
14336,7,226,4.93,63,28.335999909999995,0.0003,60,76.59116916656494,0.0,0.40126953125,-4.97892332226038,-0.041362526461307426,0.022479696,38.13551330566406,0.2
16384,8,219,4.91,74,28.82733323,0.0003,70,88.02888970375061,0.0,0.369775390625,-4.841282774508,-0.04242845675034914,0.023346005,41.1365852355957,0.2
2048,1,838,4.99,2,13.867999909999996,0.0003,80,93.87963700294495,5.960464477539063e-08,0.345556640625,-4.728292554616928,-0.03717266963285511,0.019990876,52.029991149902344,0.2
4096,2,268,5.0,15,15.813999899999999,0.0003,10,26.88653721213341,-3.445148468017578e-05,0.50419921875,-5.514715149998665,-0.07456955004890915,0.03259138,12.634302139282227,0.2
6144,3,237,4.95,25,18.89466657,0.0003,20,41.947683638334276,1.3113021850585938e-06,0.530224609375,-5.434809936583042,-0.06930073745024856,0.026045373,27.19768714904785,0.2
8192,4,260,4.89,31,21.427333240000003,0.0003,30,54.43337772488594,1.1920928955078125e-07,0.50380859375,-5.340867902338505,-0.06388202197267674,0.02488903,32.18228530883789,0.2
10240,5,275,4.87,37,22.805999960000005,0.0003,40,62.96941622495651,5.960464477539063e-08,0.482763671875,-5.234268039464951,-0.05736159322259482,0.025175959,33.33577346801758,0.2
12288,6,285,4.94,43,25.573333230000003,0.0003,50,73.00370573997498,1.1920928955078125e-07,0.46689453125,-5.099628944694996,-0.05166862852347549,0.022543766,39.81300354003906,0.2
14336,7,295,4.89,48,26.405333229999997,0.0003,60,81.50413261651993,-1.1920928955078125e-07,0.35263671875,-4.981399238109589,-0.040079780423548074,0.022386737,39.355281829833984,0.2
16384,8,303,4.89,53,28.46599987,0.0003,70,88.5231108546257,0.0,0.36455078125,-4.8537951618432995,-0.03851229155989131,0.019817289,43.653377532958984,0.2
2048,1,768,4.97,2,12.78999988,0.0003,80,93.78135043382645,0.0,0.327783203125,-4.7463084906339645,-0.034878425222996154,0.019720603,44.21770095825195,0.2
4096,2,492,4.96,8,15.257333209999999,0.0003,10,28.754694837331773,-0.00012099742889404297,0.511767578125,-5.517057040333748,-0.07400791079271585,0.03281022,16.155122756958008,0.2
6144,3,442,4.97,13,19.20333325,0.0003,20,43.63113658428192,5.960464477539063e-08,0.537255859375,-5.429936727881431,-0.07070900731050642,0.032274388,25.404041290283203,0.2
8192,4,421,4.98,19,23.16933329,0.0003,30,52.36078916788101,2.086162567138672e-06,0.506787109375,-5.323436605930328,-0.06255255888972897,0.025556821,20.783472061157227,0.2
10240,5,407,4.93,25,23.372666529999996,0.0003,40,67.32008842229843,3.4570693969726562e-06,0.502734375,-5.197147193551063,-0.05943044460291276,0.02518643,33.8754768371582,0.2
12288,6,398,4.84,30,25.944666520000006,0.0003,50,73.1569261431694,3.039836883544922e-06,0.459619140625,-5.061056025326252,-0.05220684856612934,0.024161067,31.898717880249023,0.2
14336,7,393,4.9,36,26.99666647,0.0003,60,83.03053015470505,3.159046173095703e-06,0.372509765625,-4.93318137973547,-0.0430720944685163,0.025240269,48.65421676635742,0.2
16384,8,388,4.87,42,28.23066654,0.0003,70,91.68455038070678,1.8358230590820312e-05,0.338330078125,-4.778998135030269,-0.0395539795717923,0.021000203,42.459129333496094,0.2
2048,1,911,4.97,2,13.118666600000001,0.0003,80,95.55203289985657,6.556510925292969e-07,0.2740234375,-4.650525483489036,-0.02876361538656056,0.01845885,55.413299560546875,0.2
4096,2,506,4.97,8,16.266666519999998,0.0003,10,27.446659103035927,-0.00017559528350830078,0.5107421875,-5.5310236513614655,-0.07450355015753303,0.0331963,13.914470672607422,0.2
6144,3,445,4.94,13,18.74533325,0.0003,20,42.998951327800754,-5.960464477539062e-07,0.47734375,-5.451252913475036,-0.06392965763807297,0.032912683,26.792539596557617,0.2
8192,4,405,4.95,20,21.515999909999994,0.0003,30,51.89169063568115,0.0,0.494873046875,-5.363600587844848,-0.05765913662908133,0.022973605,23.268718719482422,0.2
10240,5,396,4.93,25,23.1079999,0.0003,40,61.424691343307494,4.172325134277344e-07,0.47470703125,-5.2523230329155925,-0.058231332927243785,0.022054402,28.53618621826172,0.2
12288,6,391,4.99,31,26.389999850000002,0.0003,50,71.38508239984512,5.364418029785156e-07,0.42109375,-5.131977763772011,-0.04845917779748561,0.02287831,25.197120666503906,0.2
14336,7,386,4.89,37,26.89333318,0.0003,60,78.17206403017045,5.960464477539062e-07,0.391796875,-5.014997716248035,-0.04302493256109301,0.020689197,33.77183532714844,0.2
16384,8,383,4.83,42,27.856666540000003,0.0003,70,88.27644155025482,7.152557373046875e-07,0.374169921875,-4.865662649273872,-0.044286507912329395,0.024294596,48.71630096435547,0.2
2048,1,940,4.98,2,14.29199988,0.0003,80,94.55974720716476,8.940696716308594e-07,0.293701171875,-4.742108780145645,-0.03227840872859815,0.018448913,46.02337646484375,0.2
4096,2,517,4.95,7,16.80466659,0.0003,10,29.948176223039628,-0.0002772808074951172,0.51240234375,-5.54972863048315,-0.07408586654346436,0.033168048,15.578329086303711,0.2
6144,3,446,4.99,13,17.87933325,0.0003,20,44.57767832279205,3.159046173095703e-06,0.50400390625,-5.470175890624523,-0.06618498360621743,0.031052064,21.529001235961914,0.2
8192,4,419,4.92,19,23.24266649,0.0003,30,54.19198760986328,3.516674041748047e-06,0.52998046875,-5.358876568078995,-0.06409212330327137,0.027424138,31.558795928955078,0.2
10240,5,406,4.97,25,24.857999849999995,0.0003,40,65.7941075205803,-1.0728836059570312e-06,0.510400390625,-5.2353944182395935,-0.060627115149691234,0.025225012,24.598827362060547,0.2
12288,6,397,4.93,30,25.58066652,0.0003,50,73.36385226249695,6.139278411865234e-06,0.406005859375,-5.1128103852272035,-0.04596343704324681,0.024012942,40.26984405517578,0.2
14336,7,390,4.89,36,28.481333160000005,0.0003,60,83.60448561906814,1.1920928955078125e-07,0.393017578125,-4.982287326455117,-0.044885270134545865,0.023672044,32.78959655761719,0.2
16384,8,386,4.89,42,28.992666510000003,0.0003,70,91.54477430582047,1.7881393432617188e-07,0.356103515625,-4.866004653275013,-0.039327621189295316,0.022465747,36.98880386352539,0.2
2048,1,839,4.96,2,12.98066656,0.0003,80,95.06174198389053,1.7881393432617188e-07,0.339013671875,-4.770183707773685,-0.03528647923085373,0.020824501,39.862571716308594,0.2
4096,2,476,5.0,8,16.821999899999998,0.0003,10,29.626431760191917,0.00028955936431884766,0.506982421875,-5.653485335409641,-0.07349707107787254,0.036908235,13.175747871398926,0.2
6144,3,416,4.96,14,17.92066655,0.0003,20,41.62640970945358,-1.1920928955078125e-07,0.4931640625,-5.577519899606704,-0.06464734417822911,0.0259617,22.233993530273438,0.2
8192,4,392,4.94,20,19.8193332,0.0003,30,50.563797414302826,2.384185791015625e-07,0.55810546875,-5.490716053545475,-0.06592099646513816,0.027022386,21.722864151000977,0.2
10240,5,381,4.95,26,23.72666652,0.0003,40,57.369133388996126,1.7881393432617188e-07,0.5357421875,-5.38897475451231,-0.06165168421866838,0.029370485,25.76719856262207,0.2
12288,6,370,4.91,33,24.32399989999999,0.0003,50,67.5504516839981,0.0,0.4689453125,-5.246548441052437,-0.05525366866204422,0.029357415,34.3327751159668,0.2
14336,7,361,4.89,39,26.650666479999998,0.0003,60,81.01074033975601,1.1920928955078125e-07,0.451416015625,-5.099361726641655,-0.05423070556716993,0.027148668,34.697303771972656,0.2
16384,8,358,4.93,45,28.68399982,0.0003,70,89.76266131401061,5.960464477539063e-08,0.39130859375,-4.976577094197273,-0.046097062368062325,0.02373038,36.62427520751953,0.2
2048,1,917,4.96,2,13.772666589999998,0.0003,80,95.28487679958343,0.0,0.36826171875,-4.883652217686176,-0.038823910101200454,0.021537568,55.72409439086914,0.2
4096,2,488,4.97,8,13.58599993,0.0003,10,31.647550690174103,0.00014841556549072266,0.52822265625,-5.681137372553349,-0.07274996750638821,0.03217285,13.809502601623535,0.2
6144,3,424,4.99,14,17.64199985,0.0003,20,39.12292593717575,1.7881393432617188e-07,0.53916015625,-5.6210698872804645,-0.07425581943825818,0.027837731,19.27533721923828,0.2
8192,4,397,4.95,20,20.31266658,0.0003,30,48.55611034631729,-3.5762786865234375e-07,0.57080078125,-5.526779752969742,-0.07130418338929304,0.029973175,25.405012130737305,0.2
10240,5,382,4.98,26,22.957333159999994,0.0003,40,58.33561158180237,0.0,0.4923828125,-5.429267942905426,-0.06262579256290338,0.026955644,32.42341613769531,0.2
12288,6,371,4.95,33,25.255999850000002,0.0003,50,68.15773087739944,0.0,0.48974609375,-5.299426376819611,-0.05685802717780462,0.027107488,30.07999610900879,0.2
14336,7,365,4.93,39,26.582666559999996,0.0003,60,76.62416348457336,0.0,0.37001953125,-5.1814229667186735,-0.04077512653893791,0.022419594,44.69437026977539,0.2
16384,8,358,4.83,45,26.861333209999998,0.0003,70,81.394098174572,0.0,0.4037109375,-5.056269337236881,-0.04346818600606639,0.024683986,44.94068145751953,0.2
2048,1,886,5.0,2,13.423333230000003,0.0003,80,89.43534624576569,0.0,0.359814453125,-4.9667778089642525,-0.037493285522214134,0.02113039,47.95479202270508,0.2
4096,2,480,4.97,8,15.495999879999998,0.0003,10,29.155748981237412,4.982948303222656e-05,0.493017578125,-5.723432360589504,-0.0723022387479432,0.025747601,19.279682159423828,0.2
6144,3,421,4.91,14,17.518666509999996,0.0003,20,41.377114897966386,-3.5762786865234375e-07,0.5470703125,-5.655896733701229,-0.0709750877926126,0.03283734,15.239251136779785,0.2
8192,4,396,4.96,20,20.342666549999997,0.0003,30,49.037092292308806,1.5497207641601562e-06,0.5201171875,-5.563486389815807,-0.05895531424757792,0.026154973,25.09108543395996,0.2
10240,5,382,4.87,26,22.211333279999995,0.0003,40,60.904455399513246,1.1920928955078125e-07,0.484912109375,-5.446464623510837,-0.060343401454156266,0.023447573,34.360374450683594,0.2
12288,6,374,4.82,32,24.33266653,0.0003,50,65.15301659107209,1.1920928955078125e-07,0.463330078125,-5.321817980706692,-0.052380738183273934,0.026095074,26.557716369628906,0.2
14336,7,368,4.95,38,27.109999860000002,0.0003,60,80.44569050073623,1.1920928955078125e-07,0.418505859375,-5.202568843960762,-0.04973447965458035,0.026565006,30.260292053222656,0.2
16384,8,362,4.89,45,27.761333179999998,0.0003,70,87.02677661180496,0.0,0.37548828125,-5.070901709794998,-0.04094107467972208,0.023853907,42.022640228271484,0.2
2048,1,836,4.97,2,13.624666530000002,0.0003,80,90.38398033380508,0.0,0.384716796875,-4.969583703577518,-0.04395587918406818,0.021661937,52.31709671020508,0.2
4096,2,467,5.0,8,16.798666549999997,0.0003,10,27.61206459403038,0.0003973245620727539,0.5126953125,-5.756442359089851,-0.07367592320515541,0.032921277,12.362915992736816,0.2
6144,3,409,4.97,14,19.257333189999994,0.0003,20,40.021319079399106,1.7881393432617188e-07,0.523095703125,-5.67547836303711,-0.07141979177249595,0.028427335,18.636709213256836,0.2
8192,4,384,4.93,21,20.6059999,0.0003,30,51.31037365198135,6.556510925292969e-07,0.527783203125,-5.586477275192737,-0.06659888916256022,0.025676101,28.03623390197754,0.2
10240,5,372,4.96,27,23.878666559999996,0.0003,40,61.1648652434349,2.980232238769531e-07,0.540673828125,-5.470879323780537,-0.06521376852033427,0.027688365,27.56664276123047,0.2
12288,6,361,4.93,33,26.57733331,0.0003,50,71.61997196674346,0.0,0.41845703125,-5.341984118521213,-0.05341817455773708,0.02456241,41.58360290527344,0.2
14336,7,354,4.9,40,27.34999993,0.0003,60,84.19357962608338,1.1920928955078125e-07,0.420654296875,-5.193222136795521,-0.050928499829024074,0.023125708,52.84025573730469,0.2
16384,8,348,4.92,47,28.121333250000003,0.0003,70,90.19713361263275,1.7881393432617188e-07,0.385205078125,-5.081548224389553,-0.04493879133806331,0.020968415,43.636600494384766,0.2
2048,1,886,4.97,2,14.87733327,0.0003,80,93.7767594575882,-1.1920928955078125e-07,0.36435546875,-4.979362554848194,-0.03596407764707692,0.021410504,44.54114532470703,0.2
4096,2,456,4.95,8,15.417999939999998,0.0003,10,32.5934092104435,-0.0002753734588623047,0.524462890625,-5.846176466345787,-0.07588756475306582,0.030224554,16.372966766357422,0.2
6144,3,394,4.94,15,18.86999988,0.0003,20,40.292295360565184,-1.1920928955078125e-07,0.5173828125,-5.772088429331779,-0.06702946812729352,0.030575957,23.46819496154785,0.2
8192,4,368,4.95,22,20.48799987,0.0003,30,52.89781900644302,1.1920928955078125e-07,0.501953125,-5.6828810080885885,-0.06428509226825554,0.028013967,34.2297248840332,0.2
10240,5,354,4.97,28,22.475333250000002,0.0003,40,59.66297993063927,1.1920928955078125e-07,0.526806640625,-5.558705449104309,-0.05976485584687907,0.025608573,24.55640983581543,0.2
12288,6,346,4.9,35,25.63333325,0.0003,50,70.71027073860168,0.0,0.473876953125,-5.4332957595586775,-0.058714683381549546,0.02579109,26.74201202392578,0.2
14336,7,340,4.95,42,27.861333239999993,0.0003,60,77.45383650064468,1.1920928955078125e-07,0.42470703125,-5.326181082427501,-0.049743783801386596,0.025520798,40.01860046386719,0.2
16384,8,331,4.9,49,28.64533325,0.0003,70,85.67326955795288,0.0,0.376123046875,-5.2073801681399345,-0.045035548153100534,0.024535917,47.67409133911133,0.2
2048,1,841,4.97,2,13.758666590000002,0.0003,80,92.53814865350724,5.960464477539063e-08,0.34677734375,-5.096974901854992,-0.03639748930872884,0.02205231,49.28226089477539,0.2
4096,2,444,5.0,9,16.430666579999997,0.0003,10,33.732743322849274,-0.00032961368560791016,0.541796875,-5.924024875462055,-0.07774058692157268,0.028639223,13.169768333435059,0.2
6144,3,375,5.0,16,18.82199989,0.0003,20,41.21268782019615,5.364418029785156e-07,0.541748046875,-5.861452603340149,-0.07463248912681593,0.03156838,17.83684539794922,0.2
8192,4,354,4.92,23,21.68999991,0.0003,30,50.50274111032486,1.7881393432617188e-07,0.517529296875,-5.783045700192451,-0.06832517655566335,0.02868877,23.591350555419922,0.2
10240,5,335,4.94,30,23.460666590000002,0.0003,40,62.13723800182343,0.0,0.490380859375,-5.682023419439792,-0.053973129602672996,0.027161133,33.46708297729492,0.2
12288,6,326,4.94,37,24.964666540000003,0.0003,50,67.78016023635864,0.0,0.485888671875,-5.55232402086258,-0.058004361341590996,0.02806457,29.81508445739746,0.2
14336,7,318,4.91,45,27.366666569999996,0.0003,60,78.71504201889039,0.0,0.447802734375,-5.435195291042328,-0.05485995222697966,0.02660799,32.798858642578125,0.2
16384,8,314,4.95,52,29.330666519999994,0.0003,70,83.26339594125747,0.0,0.393798828125,-5.325557614862919,-0.04196925767173525,0.024254952,33.85478210449219,0.2
2048,1,866,4.99,2,13.857333200000001,0.0003,80,90.91777539253235,0.0,0.39248046875,-5.220776833593845,-0.042041970664286055,0.02132723,38.07396697998047,0.2
4096,2,387,5.0,10,16.823999959999995,0.0003,10,31.535513043403625,9.28044319152832e-05,0.533544921875,-5.98181831240654,-0.07968114056566264,0.030954573,11.288336753845215,0.2
6144,3,332,4.99,18,18.12533323,0.0003,20,40.922234737873076,-2.384185791015625e-07,0.513525390625,-5.926091240346432,-0.07134808227128815,0.027430303,18.931787490844727,0.2
8192,4,316,4.96,25,21.32933322,0.0003,30,49.53931220769882,5.960464477539063e-08,0.51904296875,-5.840327528119087,-0.06305835853563621,0.027941601,30.95604705810547,0.2
10240,5,307,4.97,33,23.67466653,0.0003,40,60.00074201822281,5.960464477539063e-08,0.45986328125,-5.748081225156784,-0.05953526133671403,0.02528641,32.585506439208984,0.2
12288,6,302,4.91,40,25.16199989,0.0003,50,69.41032819747925,0.0,0.469384765625,-5.63705078214407,-0.05899517660291167,0.026893053,31.975208282470703,0.2
14336,7,297,4.93,48,25.99933325,0.0003,60,75.89118385314941,0.0,0.4130859375,-5.534878660738468,-0.04886985390621703,0.026240747,33.09358596801758,0.2
16384,8,294,4.91,55,28.76199985,0.0003,70,82.37464723587036,1.1920928955078125e-07,0.450341796875,-5.3986001193523405,-0.053058202375541444,0.027753228,37.1619873046875,0.2
2048,1,735,4.93,2,13.363999929999995,0.0003,80,94.64674394130707,0.0,0.342236328125,-5.292329755425453,-0.040151826353394426,0.023248997,38.81278991699219,0.2
4096,2,335,4.97,12,15.947999919999999,0.0003,10,29.486600989103316,0.00017911195755004883,0.52568359375,-6.092463605105877,-0.07774134873761795,0.028459677,14.07771110534668,0.2
6144,3,283,4.93,21,18.041999960000002,0.0003,20,39.64742663502693,1.7881393432617188e-07,0.52587890625,-6.039301019906998,-0.07251686282397714,0.029595308,18.293760299682617,0.2
8192,4,264,4.97,30,19.46266655,0.0003,30,51.30259621143341,2.9206275939941406e-06,0.502001953125,-5.963743358850479,-0.06585818624007515,0.02806618,19.922029495239258,0.2
10240,5,255,4.95,40,22.28933326,0.0003,40,59.13010959625244,0.0,0.5400390625,-5.866724272072315,-0.07155164819560014,0.032260403,24.946237564086914,0.2
12288,6,248,4.94,49,24.267333220000005,0.0003,50,65.82349809408188,0.0,0.505419921875,-5.75017873942852,-0.06274106453493004,0.030867778,26.200653076171875,0.2
14336,7,243,4.99,58,27.123999889999997,0.0003,60,73.24612302780152,-1.1920928955078125e-07,0.4505859375,-5.634285619854927,-0.054037607260397635,0.0286677,35.367645263671875,0.2
16384,8,239,4.94,68,27.329999909999998,0.0003,70,80.33606716394425,1.1920928955078125e-07,0.452294921875,-5.522715114057064,-0.050524212689924755,0.025344472,32.40632247924805,0.2
2048,1,728,4.98,2,14.56999994,0.0003,80,89.47438459396362,0.0,0.4041015625,-5.4237697422504425,-0.04737397811259143,0.02881969,44.37884521484375,0.2
4096,2,338,4.97,12,15.724666579999997,0.0003,10,30.40175633430481,2.753734588623047e-05,0.513330078125,-6.169228158891201,-0.07510311127261957,0.027296336,14.809439659118652,0.2
6144,3,285,4.94,21,18.23866662,0.0003,20,40.81133341193199,1.1920928955078125e-07,0.540380859375,-6.105333939194679,-0.0745887716926518,0.031780478,18.468524932861328,0.2
8192,4,267,5.0,30,21.14533322,0.0003,30,47.483865308761594,0.0,0.510791015625,-6.027673764526844,-0.06936521038296632,0.028549325,19.2643985748291,0.2
10240,5,256,5.0,39,22.57399989,0.0003,40,57.26920876502991,5.960464477539063e-08,0.529638671875,-5.921066136658192,-0.06540619214210892,0.0315497,29.758056640625,0.2
12288,6,250,4.95,49,25.003999899999993,0.0003,50,66.15637630224228,0.0,0.492529296875,-5.81388997733593,-0.0577456768573029,0.030330991,32.004905700683594,0.2
14336,7,245,4.96,58,27.305999919999998,0.0003,60,74.41836535930634,-1.1920928955078125e-07,0.4470703125,-5.708066700398922,-0.05339832022145856,0.027468376,42.51537322998047,0.2
16384,8,242,4.87,67,27.58666657,0.0003,70,82.45828821659089,0.0,0.4337890625,-5.593240143358708,-0.05622369401389733,0.026714418,36.300907135009766,0.2
2048,1,703,4.98,2,13.490666599999999,0.0003,80,86.19565848112106,5.960464477539063e-08,0.409716796875,-5.476034384965897,-0.04453606119932374,0.027415708,36.139217376708984,0.2
4096,2,329,4.93,12,15.775333289999997,0.0003,10,30.856483036279677,-7.653236389160156e-05,0.532177734375,-6.180264805257321,-0.0796417249541264,0.029952746,14.930782318115234,0.2
6144,3,286,4.96,21,19.18399991,0.0003,20,40.740794038772584,4.76837158203125e-07,0.5458984375,-6.121915172040462,-0.07410175706609153,0.028484564,22.3437557220459,0.2
8192,4,265,4.92,30,20.923333189999997,0.0003,30,51.57847112417221,0.0,0.57841796875,-6.039072094857692,-0.07669127963890787,0.03256344,30.781021118164062,0.2
10240,5,255,4.99,40,23.021999879999996,0.0003,40,57.818790423870084,5.960464477539063e-08,0.527587890625,-5.947871334850788,-0.06568422777345403,0.031455927,29.326160430908203,0.2
12288,6,248,4.98,49,24.451333269999996,0.0003,50,66.27438960075378,2.384185791015625e-07,0.507275390625,-5.835724571347237,-0.06346273041854147,0.029539086,32.70680236816406,0.2
14336,7,244,4.97,58,25.447999839999998,0.0003,60,71.40572164058685,1.1920928955078125e-07,0.4263671875,-5.737701632082462,-0.05084309805242811,0.028093692,31.866382598876953,0.2
16384,8,240,4.93,68,27.715333229999995,0.0003,70,78.76271181106567,0.0,0.456787109375,-5.61254508048296,-0.0553501029178733,0.028075838,41.409400939941406,0.2
2048,1,701,4.96,2,13.97066661,0.0003,80,88.68299914598465,5.960464477539063e-08,0.370849609375,-5.496077273786068,-0.0456907342071645,0.025509123,35.20010757446289,0.2
4096,2,337,5.0,12,15.619333270000002,0.0003,10,34.37494080662727,0.00011485815048217773,0.56279296875,-6.200703504681587,-0.08532195390725975,0.030081872,14.29796028137207,0.2
6144,3,286,4.96,21,17.7926666,0.0003,20,38.55311850309372,-2.384185791015625e-07,0.54716796875,-6.1388670861721035,-0.07329001441539731,0.031048568,20.208904266357422,0.2
8192,4,265,4.94,30,20.177999909999997,0.0003,30,48.62438401579857,-1.1920928955078125e-07,0.552783203125,-6.060920742154122,-0.07182815310079604,0.03339351,19.885852813720703,0.2
10240,5,254,5.0,40,24.261333280000002,0.0003,40,60.76114889383316,0.0,0.552001953125,-5.951143345236778,-0.07411614974844269,0.030913804,24.22994041442871,0.2
12288,6,248,4.99,49,26.839333179999997,0.0003,50,68.7330038189888,0.0,0.44765625,-5.849731568992138,-0.0595919882223825,0.030223243,36.30807876586914,0.2
14336,7,244,4.96,58,26.160666579999994,0.0003,60,77.5907497882843,0.0,0.449462890625,-5.721078623831272,-0.05322894671116955,0.027291266,44.97401809692383,0.2
16384,8,241,4.97,67,29.8206666,0.0003,70,83.00608179569244,0.0,0.46630859375,-5.577645234763622,-0.05456649344996549,0.030029252,37.755558013916016,0.2
2048,1,691,4.99,2,14.249999900000002,0.0003,80,88.22657434940338,0.0,0.38974609375,-5.465702679753304,-0.045238201919710265,0.026258953,38.790828704833984,0.2
