time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/entropy_loss,train/loss,train/explained_variance,train/clip_fraction
360,2,16.092,11,4096,4.98,-0.08149132381076925,0.030008305,10,29.068658190965653,0.2,0.0003,-6.38434142023325,14.92566967010498,-0.00016379356384277344,0.533642578125
307,3,17.797000000000004,19,6144,5.0,-0.0782770012068795,0.031068161,20,39.05108817219734,0.2,0.0003,-6.326295672357082,17.73084259033203,-1.1920928955078125e-07,0.562939453125
798,1,14.174,2,2048,5.0,-0.06664298952673561,0.03199119,30,48.324051690101626,0.2,0.0003,-6.247179998457431,25.297273635864258,0.0,0.529345703125
363,2,15.193500000000002,11,4096,5.0,-0.083356743195327,0.02910272,10,29.047504115104676,0.2,0.0003,-6.391521780192852,14.99731731414795,0.0002359151840209961,0.548681640625
306,3,18.513,20,6144,4.98,-0.06936950814269949,0.029880265,20,38.57103420495987,0.2,0.0003,-6.339786970615387,15.395170211791992,-1.1920928955078125e-07,0.520556640625
797,1,13.469,2,2048,4.95,-0.07511094561778009,0.03115187,30,48.50412340760231,0.2,0.0003,-6.269189624488353,20.979494094848633,0.0,0.55615234375
360,2,15.691499999999998,11,4096,5.0,-0.0837214242957998,0.025947204,10,29.550052037835123,0.2,0.0003,-6.390186463296414,16.74781608581543,-4.851818084716797e-05,0.544091796875
305,3,18.3395,20,6144,4.98,-0.0820928532979451,0.032495555,20,40.36133759021759,0.2,0.0003,-6.328513084352016,19.8105411529541,0.0,0.5638671875
782,1,14.096000000000002,2,2048,5.0,-0.07028472435922595,0.030729221,30,47.98702038526535,0.2,0.0003,-6.25707525908947,25.481433868408203,1.7881393432617188e-07,0.505810546875
359,2,16.05,11,4096,4.98,-0.08266026731871534,0.030157123,10,27.80821732878685,0.2,0.0003,-6.389917635917664,15.865571975708008,-1.1920928955078125e-05,0.5560546875
305,3,17.8165,20,6144,4.99,-0.07449524364928947,0.031384468,20,38.23228085637093,0.2,0.0003,-6.338648669421673,18.1160831451416,0.0,0.51982421875
763,1,13.022,2,2048,5.0,-0.07577487353410106,0.030394485,30,46.53336374759674,0.2,0.0003,-6.258265858888626,29.73297882080078,0.0,0.554296875
353,2,15.784,11,4096,5.0,-0.08061163826787379,0.028807264,10,27.849766266345977,0.2,0.0003,-6.397166383266449,15.252791404724121,-0.0001131296157836914,0.535595703125
296,3,18.497,20,6144,4.98,-0.07723174761340487,0.03197156,20,38.487269008159636,0.2,0.0003,-6.333021456003189,21.50130844116211,0.0,0.53095703125
798,1,14.4285,2,2048,5.0,-0.06979319198580924,0.032082908,30,46.87900544404984,0.2,0.0003,-6.252149547636509,26.847373962402344,0.0,0.52626953125
363,2,15.770000000000003,11,4096,4.98,-0.07991071302967612,0.028397327,10,30.464650362730026,0.2,0.0003,-6.3984728991985325,12.908246994018555,0.000171661376953125,0.53203125
303,3,17.1765,20,6144,5.0,-0.07539287050894927,0.03079744,20,39.81279080510139,0.2,0.0003,-6.347026729583741,17.626731872558594,-1.1920928955078125e-07,0.541357421875
797,1,13.136000000000001,2,2048,4.98,-0.0803263743116986,0.03405668,30,45.607403087615964,0.2,0.0003,-6.264293317496777,22.394363403320312,0.0,0.61689453125
355,2,16.0205,11,4096,5.0,-0.07814754445571452,0.02657498,10,28.59962379336357,0.2,0.0003,-6.405220352113247,14.494845390319824,-0.00012087821960449219,0.5216796875
302,3,18.715,20,6144,4.99,-0.07694488612760324,0.030722046,20,38.14963566064834,0.2,0.0003,-6.357413220405578,17.273134231567383,0.0,0.526904296875
752,1,13.363,2,2048,5.0,-0.07845395737531362,0.03600757,30,46.398535126447676,0.2,0.0003,-6.276311694085598,25.49907875061035,0.0,0.583740234375
330,2,15.556,12,4096,5.0,-0.08087648898654151,0.026036575,10,27.203653037548065,0.2,0.0003,-6.472727452218533,13.860936164855957,-0.0002079010009765625,0.532080078125
276,3,16.6655,22,6144,4.95,-0.07394261897716206,0.031186983,20,36.405766451358794,0.2,0.0003,-6.42075539380312,16.949176788330078,-1.1920928955078125e-07,0.5236328125
684,1,14.317499999999997,2,2048,4.99,-0.08153974109736736,0.03719814,30,45.04350478053093,0.2,0.0003,-6.330832554399967,21.955345153808594,0.0,0.605810546875
321,2,16.090999999999998,12,4096,5.0,-0.08512784939666744,0.027894855,10,27.741663682460786,0.2,0.0003,-6.496031267940998,15.062313079833984,-5.4717063903808594e-05,0.550537109375
274,3,17.26,22,6144,5.0,-0.07794065434718504,0.030841805,20,40.0159388422966,0.2,0.0003,-6.442874059081078,21.438081741333008,1.7881393432617188e-07,0.52578125
727,1,12.888999999999996,2,2048,5.0,-0.07614276988606435,0.037766814,30,41.48479068875313,0.2,0.0003,-6.367605623602867,18.970163345336914,0.0,0.569140625
329,2,14.893999999999998,12,4096,4.98,-0.084849580534501,0.026923582,10,27.479052752256393,0.2,0.0003,-6.516927771270275,16.007465362548828,1.4424324035644531e-05,0.556640625
