time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1121,1,1,2.96,-0.26839999999999997,,,,,,,,,,
4096,781,5,2,2.98,-0.20889999999999997,0.2,0.32860970514884685,10,-0.019208290678216146,0.0003,0.018172193,-0.021193265914916992,0.258203125,0.13591843843460083,-3.2441726095974444
6144,699,8,3,2.97,-0.2884,0.2,0.3494160425616428,20,-0.017043720567016862,0.0003,0.013890062,-0.0018831491470336914,0.187646484375,0.15824878215789795,-3.239486164599657
