time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1157,1,1,2.96,-0.2684,,,,,,,,,,
4096,780,5,2,2.96,-0.28830000000000006,0.2,0.3876241146819666,10,-0.010225698922295124,0.0003,0.014742713,-0.008293390274047852,0.09365234375,0.17894482612609863,-3.209132653474808
6144,698,8,3,2.9,-0.30760000000000004,0.2,0.34879428227432074,20,-0.015222645984613337,0.0003,0.013352129,-0.000886082649230957,0.159130859375,0.24291592836380005,-3.2027764208614826
