time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.6317335099999999,1,1036,4.11,,,,,,,,,,
4096,2,-0.65643351,5,721,4.25,0.6533269882202148,-0.007423520088195801,-2.288893123716116,0.0003,1.1623191386461258,-0.03252787748351693,0.013619982,0.17939453125,10,0.2
6144,3,-0.2349335199999999,10,604,4.38,0.6352202892303467,-0.013164639472961426,-2.263160914927721,0.0003,1.204049488902092,-0.04671221782627981,0.017276682,0.2126953125,20,0.2
8192,4,-0.06356684,14,581,4.45,0.6227225065231323,-0.0016527175903320312,-2.1996521770954134,0.0003,1.2722865926101803,-0.05178887653746642,0.019021247,0.292333984375,30,0.2
10240,5,0.32409976000000007,18,565,4.53,0.5489875078201294,0.03173619508743286,-2.1222497217357157,0.0003,1.2946731276810168,-0.04807275865459815,0.016991328,0.2796875,40,0.2
12288,6,0.81103309,21,564,4.76,0.7281545996665955,0.06379485130310059,-2.0191204942762853,0.0003,1.1575810473412276,-0.04386789756536018,0.017244255,0.26181640625,50,0.2
14336,7,0.7400664300000002,26,537,4.8,0.5278449058532715,0.1199570894241333,-1.907140389084816,0.0003,1.0530286408960818,-0.04313320724759251,0.018266138,0.298291015625,60,0.2
16384,8,1.4255663700000003,30,531,4.93,0.4255616366863251,0.19133472442626953,-1.8234173890203238,0.0003,0.9654794048517943,-0.03486956103006378,0.017200258,0.269189453125,70,0.2
