time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,2,4.79,952,-0.2763,2048,,,,,,,,,,
2,7,4.82,555,-0.15813809999999998,4096,0.27890625,10,0.5999445996247232,0.2,-3.7931184209883213,-0.028250617225421593,0.016666206,-0.010968804359436035,0.2236981838941574,0.0003
3,11,4.67,516,-0.19831192,6144,0.345751953125,20,0.6182035356760025,0.2,-3.767118871957064,-0.032435197301674636,0.01967211,-0.0047872066497802734,0.3558354377746582,0.0003
4,16,4.76,503,0.032449969999999995,8192,0.29501953125,30,0.7030484030023217,0.2,-3.7444169081747534,-0.02871937591698952,0.018153898,-0.002764582633972168,0.3822247087955475,0.0003
5,20,4.76,496,0.00345952000000002,10240,0.273583984375,40,0.64708759970963,0.2,-3.707960592955351,-0.02301942328194855,0.016559988,-0.0008620023727416992,0.3210013508796692,0.0003
6,26,4.87,470,0.30697612999999996,12288,0.24697265625,50,0.7812689364887774,0.2,-3.65774400010705,-0.02364718203607481,0.016692743,0.002910912036895752,0.3883920907974243,0.0003
7,30,4.64,463,0.10799754000000002,14336,0.265625,60,0.6917480606585741,0.2,-3.6063466548919676,-0.0245227234048798,0.016003877,0.007666051387786865,0.2772221863269806,0.0003
8,35,4.72,465,0.22160945999999998,16384,0.245166015625,70,0.8619906203821301,0.2,-3.5865066461265087,-0.023272363175055943,0.016954085,0.018650293350219727,0.39761102199554443,0.0003
