time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
685,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
588,2,6,4096,1.0,-0.009999999999999998,0.008320757,10,0.2,-2.07217486128211,0.0003,nan,-0.5976260775700212,0.027978515625,-0.5834450721740723,0.0003853669960994922
560,3,10,6144,1.0,-0.009999999999999998,0.00024601276,20,0.2,-2.067373066395521,0.0003,nan,0.0,0.0,9.580010396081917e-16,4.766017224974717e-16
