time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,608,3,1,2.91,-0.2878,,,,,,,,,,
4096,497,8,2,2.97,-0.24860000000000007,0.2,0.3758618673542514,10,-0.009875563651439734,0.0003,0.013574494,-0.00980222225189209,0.104150390625,0.23401322960853577,-3.209761755168438
6144,471,13,3,2.92,-0.34759999999999996,0.2,0.3764612373197451,20,-0.012623245205031709,0.0003,0.012347669,-0.0014138221740722656,0.145166015625,0.1702607274055481,-3.19373474791646
