time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.20890003999999998,1,1078,4.78,,,,,,,,,,
4096,2,-0.16163339000000002,5,716,4.83,0.19860754907131195,-0.0046547651290893555,-3.9344805002212526,0.0003,0.47319696019403634,-0.03235015323443804,0.020081077,0.366650390625,10,0.2
6144,3,-0.03133338999999999,9,642,4.89,0.25143036246299744,-0.005301713943481445,-3.9213251836597918,0.0003,0.4321276126662269,-0.031912081208429297,0.020942539,0.343505859375,20,0.2
8192,4,-0.18580006000000002,13,614,4.76,0.16270329058170319,-0.0008647441864013672,-3.8994757823646067,0.0003,0.4988567389547825,-0.028443235311715397,0.019078502,0.3326171875,30,0.2
10240,5,0.0749666,17,599,4.89,0.2227036952972412,-0.004013419151306152,-3.8876370936632156,0.0003,0.5729412062093615,-0.03396036288249889,0.01831628,0.35712890625,40,0.2
12288,6,-0.17113339,20,589,4.65,0.36923372745513916,-0.0014017820358276367,-3.867398677766323,0.0003,0.5792772257700562,-0.03309608709823806,0.017749263,0.335498046875,50,0.2
14336,7,-0.05643337999999997,24,581,4.72,0.49252352118492126,0.0015456676483154297,-3.8274052515625954,0.0003,0.6754694288596511,-0.030672238385886886,0.019914875,0.33154296875,60,0.2
16384,8,0.16173326000000002,28,574,4.77,0.27318334579467773,0.0013946294784545898,-3.7884712919592856,0.0003,0.6498300837818534,-0.023211378054111265,0.01645451,0.26650390625,70,0.2
