time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
2048,4.83,986,2,1,-0.40649999999999975,,,,,,,,,,
4096,4.81,674,6,2,-0.3067999999999999,0.07517407834529877,10,0.2,0.0003,0.3517403287580237,-0.010388970375061035,0.01911961,-4.044751887023449,0.289892578125,-0.02153751797741279
6144,4.77,618,9,3,-0.4655999999999998,0.06985399127006531,20,0.2,0.0003,0.3538062297273427,-0.0015445947647094727,0.018064223,-4.041953423619271,0.285205078125,-0.020960906002437697
8192,4.8,588,13,4,-0.3663999999999998,0.06304474920034409,30,0.2,0.0003,0.36376763058360667,0.003875136375427246,0.016641466,-4.030553220212459,0.28330078125,-0.02417852724029217
10240,4.85,557,18,5,-0.34699999999999975,0.26919025182724,40,0.2,0.0003,0.3735138179734349,0.000270843505859375,0.018684646,-4.031420992314816,0.334130859375,-0.02508865367854014
12288,4.86,553,22,6,-0.4067999999999998,0.13068342208862305,50,0.2,0.0003,0.3934256754815578,0.0002957582473754883,0.016305044,-4.036943908035755,0.286328125,-0.024300706791109405
14336,4.78,550,26,7,-0.4258999999999999,0.1766374707221985,60,0.2,0.0003,0.438535735802725,0.0013381242752075195,0.016969845,-4.028769075870514,0.2775390625,-0.02208711550629232
16384,4.69,536,30,8,-0.4249999999999999,0.1184079572558403,70,0.2,0.0003,0.40801137844100593,0.0026860833168029785,0.018059004,-4.034491741657257,0.297509765625,-0.023188593419035897
