time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1041,1,1,4.93,-0.11060002000000001,,,,,,,,,,
4096,688,5,2,4.81,-0.29556669999999996,0.018983345,10,0.2,-0.0017859935760498047,-0.031303936117183184,0.17917507886886597,0.3487525654025376,0.384521484375,0.0003,-4.30188739001751
6144,618,9,3,4.86,-0.17460004,0.020102596,20,0.2,0.00047260522842407227,-0.029628058333764785,0.28263968229293823,0.38849083334207535,0.368359375,0.0003,-4.278254646062851
8192,551,14,4,4.92,-0.06656669999999998,0.020101305,30,0.2,-0.00018310546875,-0.032958128198515624,0.2724377512931824,0.3849666022346355,0.4306640625,0.0003,-4.2675466850399975
10240,543,18,5,4.82,-0.22280003999999998,0.022683175,40,0.2,-0.0016361474990844727,-0.03537969707103912,0.15142971277236938,0.41233945698477326,0.3927734375,0.0003,-4.250597909092903
12288,537,22,6,4.84,0.03683327000000003,0.019472597,50,0.2,0.00029087066650390625,-0.03403059938136721,0.14325949549674988,0.4249460473190993,0.416015625,0.0003,-4.229401829838753
14336,519,27,7,4.88,-0.08543341999999997,0.018251937,60,0.2,-0.0004628896713256836,-0.03151307573280064,0.11456994712352753,0.41553389858454465,0.3779296875,0.0003,-4.21117363423109
16384,518,31,8,4.93,0.14986663,0.02056012,70,0.2,-3.325939178466797e-05,-0.03552211522619473,0.21226684749126434,0.5165627086535096,0.4130859375,0.0003,-4.188817165791988
18432,517,35,9,4.85,0.15273328,0.017572595,80,0.2,0.000976264476776123,-0.031071392988087608,0.2030102163553238,0.5616115146316588,0.332861328125,0.0003,-4.1536259859800335
20480,517,39,10,4.8,0.2590666,0.019848641,90,0.2,0.004897773265838623,-0.027334529266227037,0.2147464156150818,0.5593970405869186,0.341943359375,0.0003,-4.105484712123871
22528,505,44,11,4.77,0.28319993,0.018820737,100,0.2,0.015702247619628906,-0.02714530326629756,0.34483110904693604,0.6320005042478443,0.32666015625,0.0003,-4.0626840993762015
24576,506,48,12,4.72,0.11606660999999999,0.017117511,110,0.2,0.03457903861999512,-0.025045125908218325,0.30050310492515564,0.6068229398690164,0.288671875,0.0003,-3.98651457503438
26624,506,52,13,4.82,0.25429993,0.016640546,120,0.2,0.06598037481307983,-0.025814560744038317,0.3915724754333496,0.6838538912124932,0.283984375,0.0003,-3.980330178886652
28672,500,57,14,4.83,0.3909998600000001,0.018312795,130,0.2,0.058915674686431885,-0.03158136061974801,0.2741055190563202,0.7408651944249869,0.299658203125,0.0003,-3.93167297616601
30720,501,61,15,4.75,0.44276656,0.017343264,140,0.2,0.09416013956069946,-0.03189153869316215,0.3749277591705322,0.7039189559407533,0.25537109375,0.0003,-3.8849566638469697
32768,502,65,16,4.82,0.6319665900000001,0.021131555,150,0.2,0.0795905590057373,-0.039792633420438504,0.23384307324886322,0.6725120732560754,0.320166015625,0.0003,-3.8112366020679476
34816,502,69,17,4.88,0.5907999,0.02124849,160,0.2,0.12557941675186157,-0.04021628085029079,0.19234277307987213,0.6088674641214311,0.304248046875,0.0003,-3.8076064437627792
36864,497,74,18,4.94,0.7178332799999997,0.021767095,170,0.2,0.13899582624435425,-0.04312593866343377,0.18497666716575623,0.5400372968986631,0.35673828125,0.0003,-3.7036502331495287
38912,498,78,19,4.89,0.91629993,0.020350698,180,0.2,0.22455787658691406,-0.03339062662707874,0.28240904211997986,0.5168512991629541,0.3478515625,0.0003,-3.6637738816440106
40960,498,82,20,4.82,0.7855665699999999,0.023307202,190,0.2,0.2841038703918457,-0.03069003742421046,0.25178590416908264,0.45249037952162324,0.299365234375,0.0003,-3.5175636246800424
43008,495,86,21,4.9,0.8594333099999999,0.022949431,200,0.2,0.27429836988449097,-0.03092295358655974,0.2181539535522461,0.4794767321553081,0.350439453125,0.0003,-3.4780552826821802
45056,496,90,22,4.94,1.06963329,0.022667702,210,0.2,0.3459625244140625,-0.0233761750816484,0.164668470621109,0.4176120527088642,0.295068359375,0.0003,-3.4430101908743382
47104,497,94,23,4.96,1.01623325,0.021817984,220,0.2,0.4093741178512573,-0.02589634277537698,0.13480021059513092,0.3250550559954718,0.285693359375,0.0003,-3.4213078692555428
49152,497,98,24,4.94,1.10939993,0.021897137,230,0.2,0.3834083080291748,-0.028126305744081037,0.21957102417945862,0.37203864054754376,0.360546875,0.0003,-3.3537972211837768
51200,493,103,25,4.89,1.13679992,0.0227566,240,0.2,0.3639042377471924,-0.024305485808872616,0.07963036000728607,0.3946005583740771,0.310205078125,0.0003,-3.236737582832575
