time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
941,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
661,2,6,4096,1.0,-0.009999999999999998,0.036541436,10,0.2,-2.0601550683379175,0.0003,nan,-0.9264818899333477,0.215576171875,-0.8977184295654297,0.00903113756204761
548,3,11,6144,1.0,-0.009999999999999998,0.00026149582,20,0.2,-2.0476407684385776,0.0003,nan,0.0,0.0,2.931682674400804e-16,2.1653143687794253e-16
