time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/loss
1122,-0.23196984999999998,4.74,2048,1,1,,,,,,,,,,
734,-0.10677701999999996,4.75,4096,5,2,-0.031671585646108724,0.5409548968076706,-4.003430704027414,0.2,0.0003,0.028042777,0.3439453125,0.004689931869506836,10,0.25156480073928833
667,-0.02848019999999999,4.79,6144,9,3,-0.027250235504470765,0.5504017136059701,-3.983699269592762,0.2,0.0003,0.017069079,0.296923828125,-0.0066869258880615234,20,0.19409653544425964
