rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction
-1.9461,1201,1,3.57,1,2048,,,,,,,,,,
-1.849,839,2,3.81,4,4096,0.2,-1.599635621905327,-0.03323168480201275,-0.07934880256652832,0.0003,0.2993767554871738,0.019076474,10,0.1286824345588684,0.161376953125
-1.6134,759,3,4.13,8,6144,0.2,-1.5450281295925379,-0.03842392312071752,-0.01212918758392334,0.0003,0.3277722482103854,0.022251587,20,0.10045322775840759,0.249560546875
