time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
951,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
573,2,7,4096,1.0,-0.009999999999999998,0.0,10,0.2,-2.0794312953948975,0.0003,nan,0.0,0.0,4.336808689942018e-19,0.0005498486174086833
549,3,11,6144,1.0,-0.009999999999999998,0.0,20,0.2,-2.0794312953948975,0.0003,nan,0.0,0.0,6.938893903907228e-18,2.8821346351182166e-16
