time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1075,1,1,4.59,-0.3744999999999999,,,,,,,,,,
4096,646,6,2,4.56,-0.5897999999999999,0.0143281985,10,0.2,-0.011958837509155273,-0.020899882740923203,0.22412866353988647,0.726067844685167,0.154345703125,0.0003,-3.485019502788782
6144,611,10,3,4.69,-0.3558,0.015461415,20,0.2,0.007210254669189453,-0.02454718613589648,0.43849077820777893,0.78933807304129,0.21220703125,0.0003,-3.4652531445026398
8192,590,13,4,4.61,-0.22929999999999992,0.013682542,30,0.2,-0.010010838508605957,-0.024004197388421744,0.26482531428337097,0.7634066946804523,0.189013671875,0.0003,-3.463525865226984
10240,570,17,5,4.69,-0.23869999999999997,0.01489532,40,0.2,-0.00880885124206543,-0.020983969757799058,0.32929539680480957,0.7326442221179604,0.208837890625,0.0003,-3.4421859696507453
12288,535,22,6,4.56,-0.2118,0.01679815,50,0.2,0.0003089308738708496,-0.027113393298350275,0.4339098632335663,0.8304572440683842,0.22529296875,0.0003,-3.417385444045067
14336,538,26,7,4.68,-0.14659999999999998,0.015478773,60,0.2,-0.0002148151397705078,-0.032918048463761805,0.43014422059059143,0.8171702483668923,0.2486328125,0.0003,-3.3988338105380533
16384,540,30,8,4.89,0.1765,0.018160421,70,0.2,0.012097775936126709,-0.03098408392397687,0.44000908732414246,0.8215384162031114,0.22529296875,0.0003,-3.373463875800371
18432,541,34,9,4.74,0.1531,0.016370453,80,0.2,0.0016715526580810547,-0.028538726503029466,0.1823619157075882,0.7337036307901144,0.2126953125,0.0003,-3.3557664081454277
20480,529,38,10,4.78,0.23310000000000003,0.018652584,90,0.2,0.004180550575256348,-0.03849694713426288,0.37016960978507996,0.7982134871184826,0.286572265625,0.0003,-3.2767587192356586
22528,531,42,11,4.8,0.4544,0.016052611,100,0.2,0.030743956565856934,-0.041269188512524126,0.2972075939178467,0.7047142812982201,0.2921875,0.0003,-3.2444453410804273
24576,533,46,12,4.8,0.5458000000000001,0.024569036,110,0.2,0.08256208896636963,-0.03891322995914379,0.2473168969154358,0.6948478984646499,0.30751953125,0.0003,-3.1178489163517953
26624,526,50,13,4.79,0.6368,0.022932941,120,0.2,0.03739136457443237,-0.04152180236415006,0.35859185457229614,0.7020139168947935,0.3609375,0.0003,-3.046237127482891
28672,527,54,14,4.86,0.9858000000000001,0.027802814,130,0.2,0.13051676750183105,-0.040233229844307064,0.2590460181236267,0.6094280745834112,0.366015625,0.0003,-2.8858385659754275
30720,529,58,15,4.88,0.9688000000000001,0.020006169,140,0.2,0.22667211294174194,-0.031338657205924395,0.2662694454193115,0.5978616156615317,0.319677734375,0.0003,-2.76730130687356
32768,530,61,16,4.97,1.1588,0.022387322,150,0.2,0.2652314305305481,-0.030655753932660446,0.297675222158432,0.5652986887842417,0.323388671875,0.0003,-2.7023796565830707
34816,526,66,17,4.89,1.0554000000000001,0.018891063,160,0.2,0.3741392493247986,-0.03015171198785538,0.21526402235031128,0.4019867898197845,0.34384765625,0.0003,-2.602722642570734
36864,527,69,18,4.94,1.1214000000000002,0.01921861,170,0.2,0.44181889295578003,-0.021919742788304573,0.10481977462768555,0.37403354281559587,0.302001953125,0.0003,-2.5316909737885
38912,529,73,19,4.9,1.1218000000000001,0.019781483,180,0.2,0.4829337000846863,-0.019203381435363553,0.18874165415763855,0.3423154202057049,0.274267578125,0.0003,-2.4782574228942393
40960,530,77,20,4.94,1.1514000000000002,0.016035274,190,0.2,0.47730785608291626,-0.01378059603885049,0.18124061822891235,0.3610821010544896,0.248193359375,0.0003,-2.459627190977335
43008,525,81,21,4.93,1.2315000000000003,0.026098097,200,0.2,0.5429233312606812,-0.010211572292610072,0.1864156872034073,0.297700731351506,0.332373046875,0.0003,-2.546313078701496
45056,526,85,22,4.96,1.2756,0.01616387,210,0.2,0.4971756935119629,-0.017734050113358536,0.13621112704277039,0.33819592781364916,0.271533203125,0.0003,-2.469532035291195
47104,528,89,23,4.96,1.2608000000000001,0.016722022,220,0.2,0.45984333753585815,-0.017171392546151763,0.15511074662208557,0.39013644678052517,0.2599609375,0.0003,-2.4257645085453987
49152,529,92,24,4.92,1.1566999999999998,0.016739335,230,0.2,0.5247350335121155,-0.013016580280236667,0.12586887180805206,0.310941280121915,0.274560546875,0.0003,-2.41682768240571
51200,524,97,25,4.9,1.1667,0.027407754,240,0.2,0.5223660469055176,-0.015416464072768577,0.15891268849372864,0.3150261868955567,0.26005859375,0.0003,-2.4522632330656053
