time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1052,1,1,2.94,-0.3279000000000001,,,,,,,,,,
4096,744,5,2,2.95,-0.2683,0.2,0.45782902562059463,10,-0.012142522750946228,0.0003,0.012074377,-0.009387731552124023,0.0853515625,0.17594359815120697,-2.935456069558859
6144,688,8,3,2.95,-0.42749999999999994,0.2,0.4768428084440529,20,-0.018623588993796146,0.0003,0.011637742,-0.004814743995666504,0.098486328125,0.13523949682712555,-2.939336773008108
